,Ligand,Concentration,Animal,Cell,Predicted
69,hIL4,-12.90745966923077,Human,Ramos,0.000139862415024598
70,hIL4,-12.881775061973244,Human,Ramos,0.00014838217428187186
71,hIL4,-12.85609045471572,Human,Ramos,0.00015742083102294536
72,hIL4,-12.830405847458195,Human,Ramos,0.0001670099779842446
73,hIL4,-12.804721240200669,Human,Ramos,0.00017718313004856957
74,hIL4,-12.779036632943145,Human,Ramos,0.00018797584102083447
75,hIL4,-12.753352025685619,Human,Ramos,0.00019942582747687913
76,hIL4,-12.727667418428094,Human,Ramos,0.00021157310011105622
77,hIL4,-12.701982811170568,Human,Ramos,0.00022446010303363084
78,hIL4,-12.676298203913044,Human,Ramos,0.00023813186149572219
79,hIL4,-12.650613596655518,Human,Ramos,0.0002526361385478519
80,hIL4,-12.624928989397993,Human,Ramos,0.0002680236011680133
81,hIL4,-12.59924438214047,Human,Ramos,0.00028434799642684116
82,hIL4,-12.573559774882943,Human,Ramos,0.0003016663382908089
83,hIL4,-12.547875167625419,Human,Ramos,0.00032003910569971254
84,hIL4,-12.522190560367893,Human,Ramos,0.0003395304525919749
85,hIL4,-12.496505953110368,Human,Ramos,0.0003602084305906296
86,hIL4,-12.470821345852844,Human,Ramos,0.0003821452251044603
87,hIL4,-12.445136738595318,Human,Ramos,0.00040541740564255675
88,hIL4,-12.419452131337792,Human,Ramos,0.0004301061911868457
89,hIL4,-12.393767524080268,Human,Ramos,0.0004562977315159329
90,hIL4,-12.368082916822743,Human,Ramos,0.00048408340542499805
91,hIL4,-12.342398309565217,Human,Ramos,0.0005135601368406559
92,hIL4,-12.316713702307693,Human,Ramos,0.0005448307298867688
93,hIL4,-12.291029095050167,Human,Ramos,0.0005780042240172698
94,hIL4,-12.265344487792643,Human,Ramos,0.0006131962703951744
95,hIL4,-12.239659880535118,Human,Ramos,0.0006505295307635033
96,hIL4,-12.213975273277592,Human,Ramos,0.0006901341001235409
97,hIL4,-12.188290666020066,Human,Ramos,0.0007321479546092493
98,hIL4,-12.162606058762542,Human,Ramos,0.0007767174260235644
99,hIL4,-12.136921451505017,Human,Ramos,0.0008239977045829681
100,hIL4,-12.111236844247491,Human,Ramos,0.0008741533715012279
101,hIL4,-12.085552236989967,Human,Ramos,0.0009273589631316839
102,hIL4,-12.059867629732441,Human,Ramos,0.0009837995684800031
103,hIL4,-12.034183022474917,Human,Ramos,0.0010436714619958215
104,hIL4,-12.008498415217392,Human,Ramos,0.0011071827736527063
105,hIL4,-11.982813807959866,Human,Ramos,0.001174554198430737
106,hIL4,-11.95712920070234,Human,Ramos,0.001246019747425435
107,hIL4,-11.931444593444816,Human,Ramos,0.0013218275429203532
108,hIL4,-11.905759986187292,Human,Ramos,0.0014022406598784116
109,hIL4,-11.880075378929766,Human,Ramos,0.0014875380164290218
110,hIL4,-11.854390771672241,Human,Ramos,0.001578015316054131
111,hIL4,-11.828706164414715,Human,Ramos,0.0016739860443062723
112,hIL4,-11.80302155715719,Human,Ramos,0.001775782523025099
113,hIL4,-11.777336949899667,Human,Ramos,0.001883757025156184
114,hIL4,-11.75165234264214,Human,Ramos,0.001998282953415543
115,hIL4,-11.725967735384616,Human,Ramos,0.002119756086186118
116,hIL4,-11.70028312812709,Human,Ramos,0.0022485958941771116
117,hIL4,-11.674598520869566,Human,Ramos,0.0023852469315227076
118,hIL4,-11.648913913612041,Human,Ramos,0.0025301803051437192
119,hIL4,-11.623229306354515,Human,Ramos,0.0026838952263413362
120,hIL4,-11.59754469909699,Human,Ramos,0.002846920648737119
121,hIL4,-11.571860091839465,Human,Ramos,0.0030198169968151307
122,hIL4,-11.54617548458194,Human,Ramos,0.0032031779894595705
123,hIL4,-11.520490877324415,Human,Ramos,0.003397632563012652
124,hIL4,-11.49480627006689,Human,Ramos,0.0036038468985009
125,hIL4,-11.469121662809364,Human,Ramos,0.0038225265577910375
126,hIL4,-11.44343705555184,Human,Ramos,0.004054418733535958
127,hIL4,-11.417752448294316,Human,Ramos,0.004300314617855615
128,hIL4,-11.39206784103679,Human,Ramos,0.004561051894760995
129,hIL4,-11.366383233779263,Human,Ramos,0.004837517361370274
130,hIL4,-11.340698626521739,Human,Ramos,0.005130649682978737
131,hIL4,-11.315014019264215,Human,Ramos,0.005441442287023417
132,hIL4,-11.289329412006689,Human,Ramos,0.005770946400924382
133,hIL4,-11.263644804749164,Human,Ramos,0.006120274238680612
134,hIL4,-11.237960197491638,Human,Ramos,0.0064906023409427634
135,hIL4,-11.212275590234114,Human,Ramos,0.006883175073068284
136,hIL4,-11.18659098297659,Human,Ramos,0.007299308285381158
137,hIL4,-11.160906375719064,Human,Ramos,0.007740393139494316
138,hIL4,-11.135221768461538,Human,Ramos,0.008207900104101483
139,hIL4,-11.109537161204013,Human,Ramos,0.008703383123091938
140,hIL4,-11.083852553946489,Human,Ramos,0.00922848395817423
141,hIL4,-11.058167946688963,Human,Ramos,0.009784936707399014
142,hIL4,-11.032483339431439,Human,Ramos,0.01037457250003161
143,hIL4,-11.006798732173912,Human,Ramos,0.010999324367124105
144,hIL4,-10.981114124916388,Human,Ramos,0.011661232285854802
145,hIL4,-10.955429517658864,Human,Ramos,0.012362448394224622
146,hIL4,-10.929744910401338,Human,Ramos,0.013105242370996533
147,hIL4,-10.904060303143813,Human,Ramos,0.013892006973820273
148,hIL4,-10.878375695886287,Human,Ramos,0.014725263726271217
149,hIL4,-10.852691088628763,Human,Ramos,0.015607668742023453
150,hIL4,-10.827006481371239,Human,Ramos,0.016542018671551285
151,hIL4,-10.801321874113713,Human,Ramos,0.017531256753574895
152,hIL4,-10.775637266856187,Human,Ramos,0.018578478949913275
153,hIL4,-10.749952659598662,Human,Ramos,0.01968694013844817
154,hIL4,-10.724268052341138,Human,Ramos,0.020860060334507664
155,hIL4,-10.698583445083612,Human,Ramos,0.022101430906120385
156,hIL4,-10.672898837826088,Human,Ramos,0.023414820743244334
157,hIL4,-10.647214230568562,Human,Ramos,0.0248041823352136
158,hIL4,-10.621529623311037,Human,Ramos,0.026273657704244908
159,hIL4,-10.595845016053513,Human,Ramos,0.027827584135900984
160,hIL4,-10.570160408795987,Human,Ramos,0.029470499639888677
161,hIL4,-10.54447580153846,Human,Ramos,0.031207148066492177
162,hIL4,-10.518791194280936,Human,Ramos,0.03304248379530034
163,hIL4,-10.493106587023412,Human,Ramos,0.034981675903702124
164,hIL4,-10.467421979765886,Human,Ramos,0.03703011171292964
165,hIL4,-10.441737372508362,Human,Ramos,0.03919339959927401
166,hIL4,-10.416052765250836,Human,Ramos,0.04147737094755168
167,hIL4,-10.390368157993311,Human,Ramos,0.04388808111304574
168,hIL4,-10.364683550735787,Human,Ramos,0.04643180924712448
169,hIL4,-10.338998943478261,Human,Ramos,0.04911505683066719
170,hIL4,-10.313314336220735,Human,Ramos,0.05194454474851895
171,hIL4,-10.28762972896321,Human,Ramos,0.0549272087276493
172,hIL4,-10.261945121705686,Human,Ramos,0.0580701929517711
173,hIL4,-10.236260514448162,Human,Ramos,0.061380841656191405
174,hIL4,-10.210575907190636,Human,Ramos,0.06486668849896533
175,hIL4,-10.18489129993311,Human,Ramos,0.06853544349839537
176,hIL4,-10.159206692675586,Human,Ramos,0.07239497732301967
177,hIL4,-10.133522085418061,Human,Ramos,0.0764533027189409
178,hIL4,-10.107837478160535,Human,Ramos,0.08071855286120236
179,hIL4,-10.082152870903009,Human,Ramos,0.08519895642149677
180,hIL4,-10.056468263645485,Human,Ramos,0.08990280915438702
181,hIL4,-10.03078365638796,Human,Ramos,0.09483844181905013
182,hIL4,-10.005099049130436,Human,Ramos,0.10001418427395176
183,hIL4,-9.97941444187291,Human,Ramos,0.10543832560843093
184,hIL4,-9.953729834615384,Human,Ramos,0.1111190702084799
185,hIL4,-9.92804522735786,Human,Ramos,0.11706448969457144
186,hIL4,-9.902360620100335,Human,Ramos,0.12328247071760728
187,hIL4,-9.87667601284281,Human,Ramos,0.12978065865523317
188,hIL4,-9.850991405585285,Human,Ramos,0.13656639731500853
189,hIL4,-9.825306798327759,Human,Ramos,0.1436466648231479
190,hIL4,-9.799622191070235,Human,Ramos,0.15102800595740612
191,hIL4,-9.77393758381271,Human,Ramos,0.1587164612696218
192,hIL4,-9.748252976555184,Human,Ramos,0.16671749343643505
193,hIL4,-9.722568369297658,Human,Ramos,0.17503591137457816
194,hIL4,-9.696883762040134,Human,Ramos,0.18367579275819654
195,hIL4,-9.67119915478261,Human,Ramos,0.19264040567789548
196,hIL4,-9.645514547525083,Human,Ramos,0.20193213028224258
197,hIL4,-9.619829940267559,Human,Ramos,0.21155238133955245
198,hIL4,-9.594145333010033,Human,Ramos,0.22150153274789847
199,hIL4,-9.568460725752509,Human,Ramos,0.23177884510112076
200,hIL4,-9.542776118494984,Human,Ramos,0.2423823974847817
201,hIL4,-9.517091511237458,Human,Ramos,0.2533090247249361
202,hIL4,-9.491406903979932,Human,Ramos,0.2645542613409546
203,hIL4,-9.465722296722408,Human,Ramos,0.27611229345817906
204,hIL4,-9.440037689464884,Human,Ramos,0.2879759199141057
205,hIL4,-9.41435308220736,Human,Ramos,0.30013652374079103
206,hIL4,-9.388668474949833,Human,Ramos,0.31258405512467785
207,hIL4,-9.362983867692307,Human,Ramos,0.32530702683221147
208,hIL4,-9.337299260434783,Human,Ramos,0.3382925229457273
209,hIL4,-9.311614653177259,Human,Ramos,0.3515262215802919
210,hIL4,-9.285930045919732,Human,Ramos,0.36499243205088244
211,hIL4,-9.260245438662206,Human,Ramos,0.3786741467339164
212,hIL4,-9.234560831404682,Human,Ramos,0.3925531076222254
213,hIL4,-9.208876224147158,Human,Ramos,0.40660988731364145
214,hIL4,-9.183191616889633,Human,Ramos,0.42082398390672787
215,hIL4,-9.157507009632107,Human,Ramos,0.4351739290098938
216,hIL4,-9.131822402374581,Human,Ramos,0.4496374078094691
217,hIL4,-9.106137795117057,Human,Ramos,0.46419138989587555
218,hIL4,-9.080453187859533,Human,Ramos,0.4788122693220704
219,hIL4,-9.054768580602007,Human,Ramos,0.4934760121718942
220,hIL4,-9.029083973344482,Human,Ramos,0.5081583097539497
221,hIL4,-9.003399366086956,Human,Ramos,0.5228347354142907
222,hIL4,-8.977714758829432,Human,Ramos,0.5374809028823875
223,hIL4,-8.952030151571908,Human,Ramos,0.552072624032174
224,hIL4,-8.926345544314382,Human,Ramos,0.5665860639543256
225,hIL4,-8.900660937056855,Human,Ramos,0.5809978912968697
226,hIL4,-8.874976329799331,Human,Ramos,0.5952854219366889
227,hIL4,-8.849291722541807,Human,Ramos,0.6094267541909317
228,hIL4,-8.82360711528428,Human,Ramos,0.623400893960141
229,hIL4,-8.797922508026756,Human,Ramos,0.637187868408203
230,hIL4,-8.77223790076923,Human,Ramos,0.6507688270214331
231,hIL4,-8.746553293511706,Human,Ramos,0.6641261291430673
232,hIL4,-8.720868686254182,Human,Ramos,0.6772434173428564
233,hIL4,-8.695184078996656,Human,Ramos,0.6901056762468617
234,hIL4,-8.66949947173913,Human,Ramos,0.702699276713052
235,hIL4,-8.643814864481605,Human,Ramos,0.7150120054873529
236,hIL4,-8.618130257224081,Human,Ramos,0.7270330807066369
237,hIL4,-8.592445649966557,Human,Ramos,0.7387531538250393
238,hIL4,-8.56676104270903,Human,Ramos,0.750164298724106
239,hIL4,-8.541076435451505,Human,Ramos,0.7612599889228344
240,hIL4,-8.51539182819398,Human,Ramos,0.7720350639291492
241,hIL4,-8.489707220936456,Human,Ramos,0.7824856858690069
242,hIL4,-8.46402261367893,Human,Ramos,0.7926092875936342
243,hIL4,-8.438338006421404,Human,Ramos,0.8024045135005242
244,hIL4,-8.41265339916388,Human,Ramos,0.8118711543117159
245,hIL4,-8.386968791906355,Human,Ramos,0.8210100770360885
246,hIL4,-8.36128418464883,Human,Ramos,0.8298231513038459
247,hIL4,-8.335599577391305,Human,Ramos,0.838313173204362
248,hIL4,-8.309914970133779,Human,Ramos,0.8464837876863616
249,hIL4,-8.284230362876254,Human,Ramos,0.8543394104955073
250,hIL4,-8.25854575561873,Human,Ramos,0.8618851505320726
251,hIL4,-8.232861148361204,Human,Ramos,0.8691267334136097
252,hIL4,-8.20717654110368,Human,Ramos,0.8760704269272048
253,hIL4,-8.181491933846154,Human,Ramos,0.8827229689555186
254,hIL4,-8.15580732658863,Human,Ramos,0.8890914983625192
255,hIL4,-8.130122719331105,Human,Ramos,0.895183489230451
256,hIL4,-8.104438112073579,Human,Ramos,0.9010066887505044
257,hIL4,-8.078753504816053,Human,Ramos,0.9065690589870501
258,hIL4,-8.053068897558529,Human,Ramos,0.9118787226598529
259,hIL4,-8.027384290301004,Human,Ramos,0.9169439130209237
260,hIL4,-8.001699683043478,Human,Ramos,0.9217729278427822
261,hIL4,-7.976015075785954,Human,Ramos,0.9263740874829
262,hIL4,-7.950330468528429,Human,Ramos,0.9307556969448005
263,hIL4,-7.924645861270903,Human,Ramos,0.9349260118193363
264,hIL4,-7.898961254013378,Human,Ramos,0.9388932079596468
265,hIL4,-7.873276646755853,Human,Ramos,0.9426653547196795
266,hIL4,-7.847592039498328,Human,Ramos,0.9462503915683456
267,hIL4,-7.821907432240803,Human,Ramos,0.949656107878807
268,hIL4,-7.796222824983278,Human,Ramos,0.9528901256844104
269,hIL4,-7.770538217725753,Human,Ramos,0.9559598851888352
270,hIL4,-7.744853610468228,Human,Ramos,0.9588726328174776
271,hIL4,-7.719169003210703,Human,Ramos,0.9616354115994646
272,hIL4,-7.693484395953178,Human,Ramos,0.9642550536744244
273,hIL4,-7.667799788695652,Human,Ramos,0.9667381747247821
274,hIL4,-7.642115181438127,Human,Ramos,0.9690911701425241
275,hIL4,-7.616430574180602,Human,Ramos,0.9713202127486268
276,hIL4,-7.590745966923077,Human,Ramos,0.9734312518934395
277,hIL4,-7.5650613596655525,Human,Ramos,0.9754300137768994
278,hIL4,-7.539376752408027,Human,Ramos,0.9773220028383397
279,hIL4,-7.513692145150502,Human,Ramos,0.9791125040765867
280,hIL4,-7.488007537892977,Human,Ramos,0.9808065861719235
281,hIL4,-7.462322930635452,Human,Ramos,0.9824091052921061
282,hIL4,-7.4366383233779265,Human,Ramos,0.9839247094749483
283,hIL4,-7.410953716120401,Human,Ramos,0.9853578434898439
284,hIL4,-7.385269108862877,Human,Ramos,0.9867127540900437
285,hIL4,-7.359584501605352,Human,Ramos,0.9879934955763658
286,hIL4,-7.333899894347827,Human,Ramos,0.9892039356013874
287,hIL4,-7.308215287090301,Human,Ramos,0.9903477611509507
288,hIL4,-7.282530679832776,Human,Ramos,0.9914284846470555
289,hIL4,-7.256846072575251,Human,Ramos,0.9924494501228787
290,hIL4,-7.231161465317726,Human,Ramos,0.9934138394268184
291,hIL4,-7.205476858060201,Human,Ramos,0.9943246784180428
292,hIL4,-7.1797922508026755,Human,Ramos,0.9951848431211873
293,hIL4,-7.154107643545151,Human,Ramos,0.9959970658124367
294,hIL4,-7.128423036287626,Human,Ramos,0.9967639410134546
295,hIL4,-7.102738429030101,Human,Ramos,0.9974879313733723
296,hIL4,-7.077053821772576,Human,Ramos,0.9981713734224522
297,hIL4,-7.05136921451505,Human,Ramos,0.9988164831840353
298,hIL4,-7.025684607257525,Human,Ramos,0.9994253616340842
299,hIL4,-7.0,Human,Ramos,1.0
0,hNeo4,-14.2247,Human,Ramos,5.183329948161961e-10
1,hNeo4,-14.20053712374582,Human,Ramos,5.479888617637235e-10
2,hNeo4,-14.176374247491639,Human,Ramos,5.793414573638123e-10
3,hNeo4,-14.152211371237458,Human,Ramos,6.124878581282334e-10
4,hNeo4,-14.128048494983277,Human,Ramos,6.475306946973446e-10
5,hNeo4,-14.103885618729098,Human,Ramos,6.845784696136004e-10
6,hNeo4,-14.079722742474917,Human,Ramos,7.237458932761482e-10
7,hNeo4,-14.055559866220737,Human,Ramos,7.651542391166759e-10
8,hNeo4,-14.031396989966556,Human,Ramos,8.089317190962941e-10
9,hNeo4,-14.007234113712375,Human,Ramos,8.552138806860562e-10
10,hNeo4,-13.983071237458194,Human,Ramos,9.04144026560293e-10
11,hNeo4,-13.958908361204013,Human,Ramos,9.558736583022545e-10
12,hNeo4,-13.934745484949833,Human,Ramos,1.0105629454958922e-09
13,hNeo4,-13.910582608695652,Human,Ramos,1.0683812216562237e-09
14,hNeo4,-13.886419732441471,Human,Ramos,1.1295075085338226e-09
15,hNeo4,-13.862256856187292,Human,Ramos,1.1941310704168206e-09
16,hNeo4,-13.838093979933111,Human,Ramos,1.2624520001467285e-09
17,hNeo4,-13.81393110367893,Human,Ramos,1.3346818386624745e-09
18,hNeo4,-13.78976822742475,Human,Ramos,1.411044229991038e-09
19,hNeo4,-13.765605351170569,Human,Ramos,1.4917756137126454e-09
20,hNeo4,-13.741442474916388,Human,Ramos,1.577125957044624e-09
21,hNeo4,-13.717279598662207,Human,Ramos,1.6673595288106413e-09
22,hNeo4,-13.693116722408027,Human,Ramos,1.7627557176917738e-09
23,hNeo4,-13.668953846153846,Human,Ramos,1.8636098972929194e-09
24,hNeo4,-13.644790969899667,Human,Ramos,1.9702343407030556e-09
25,hNeo4,-13.620628093645486,Human,Ramos,2.0829591873811184e-09
26,hNeo4,-13.596465217391305,Human,Ramos,2.2021334653611323e-09
27,hNeo4,-13.572302341137124,Human,Ramos,2.3281261719417908e-09
28,hNeo4,-13.548139464882944,Human,Ramos,2.461327416206494e-09
29,hNeo4,-13.523976588628763,Human,Ramos,2.6021496269114387e-09
30,hNeo4,-13.499813712374582,Human,Ramos,2.7510288294817363e-09
31,hNeo4,-13.475650836120401,Human,Ramos,2.9084259960694785e-09
32,hNeo4,-13.45148795986622,Human,Ramos,3.0748284728539342e-09
33,hNeo4,-13.42732508361204,Human,Ramos,3.2507514890031783e-09
34,hNeo4,-13.403162207357859,Human,Ramos,3.4367397519693448e-09
35,hNeo4,-13.37899933110368,Human,Ramos,3.6333691340569543e-09
36,hNeo4,-13.354836454849499,Human,Ramos,3.841248455486513e-09
37,hNeo4,-13.330673578595318,Human,Ramos,4.061021369474019e-09
38,hNeo4,-13.306510702341138,Human,Ramos,4.293368355163414e-09
39,hNeo4,-13.282347826086957,Human,Ramos,4.53900882458243e-09
40,hNeo4,-13.258184949832776,Human,Ramos,4.798703350145672e-09
41,hNeo4,-13.234022073578595,Human,Ramos,5.0732560196018585e-09
42,hNeo4,-13.209859197324414,Human,Ramos,5.363516925716856e-09
43,hNeo4,-13.185696321070235,Human,Ramos,5.670384798401184e-09
44,hNeo4,-13.161533444816055,Human,Ramos,5.9948097874319905e-09
45,hNeo4,-13.137370568561874,Human,Ramos,6.337796404385195e-09
46,hNeo4,-13.113207692307693,Human,Ramos,6.700406632887356e-09
47,hNeo4,-13.089044816053512,Human,Ramos,7.08376321681709e-09
48,hNeo4,-13.064881939799331,Human,Ramos,7.4890531366374e-09
49,hNeo4,-13.04071906354515,Human,Ramos,7.917531284622598e-09
50,hNeo4,-13.01655618729097,Human,Ramos,8.37052435035933e-09
51,hNeo4,-12.992393311036789,Human,Ramos,8.849434928552334e-09
52,hNeo4,-12.968230434782608,Human,Ramos,9.355745861853834e-09
53,hNeo4,-12.944067558528427,Human,Ramos,9.89102483216319e-09
54,hNeo4,-12.919904682274248,Human,Ramos,1.0456929214612722e-08
55,hNeo4,-12.895741806020068,Human,Ramos,1.1055211209269244e-08
56,hNeo4,-12.871578929765887,Human,Ramos,1.16877232664399e-08
57,hNeo4,-12.847416053511706,Human,Ramos,1.2356423822381336e-08
58,hNeo4,-12.823253177257525,Human,Ramos,1.3063383363171025e-08
59,hNeo4,-12.799090301003345,Human,Ramos,1.3810790835516378e-08
60,hNeo4,-12.774927424749164,Human,Ramos,1.4600960424351266e-08
61,hNeo4,-12.750764548494983,Human,Ramos,1.54363387182053e-08
62,hNeo4,-12.726601672240802,Human,Ramos,1.6319512284531853e-08
63,hNeo4,-12.702438795986623,Human,Ramos,1.7253215678450026e-08
64,hNeo4,-12.678275919732442,Human,Ramos,1.824033990969838e-08
65,hNeo4,-12.654113043478262,Human,Ramos,1.9283941394015282e-08
66,hNeo4,-12.62995016722408,Human,Ramos,2.0387251416663385e-08
67,hNeo4,-12.6057872909699,Human,Ramos,2.1553686137398754e-08
68,hNeo4,-12.58162441471572,Human,Ramos,2.2786857167863323e-08
69,hNeo4,-12.557461538461538,Human,Ramos,2.4090582754151006e-08
70,hNeo4,-12.533298662207358,Human,Ramos,2.5468899599172e-08
71,hNeo4,-12.509135785953177,Human,Ramos,2.6926075361420385e-08
72,hNeo4,-12.484972909698996,Human,Ramos,2.8466621868844692e-08
73,hNeo4,-12.460810033444815,Human,Ramos,3.009530908873531e-08
74,hNeo4,-12.436647157190636,Human,Ramos,3.181717989688316e-08
75,hNeo4,-12.412484280936456,Human,Ramos,3.363756569173972e-08
76,hNeo4,-12.388321404682275,Human,Ramos,3.556210290192226e-08
77,hNeo4,-12.364158528428094,Human,Ramos,3.759675043817864e-08
78,hNeo4,-12.339995652173913,Human,Ramos,3.974780814384561e-08
79,hNeo4,-12.315832775919732,Human,Ramos,4.2021936300929435e-08
80,hNeo4,-12.291669899665552,Human,Ramos,4.442617625220407e-08
81,hNeo4,-12.26750702341137,Human,Ramos,4.696797220317943e-08
82,hNeo4,-12.243344147157192,Human,Ramos,4.965519427144373e-08
83,hNeo4,-12.219181270903011,Human,Ramos,5.249616285474812e-08
84,hNeo4,-12.19501839464883,Human,Ramos,5.549967439328104e-08
85,hNeo4,-12.17085551839465,Human,Ramos,5.867502860590286e-08
86,hNeo4,-12.146692642140469,Human,Ramos,6.203205728466876e-08
87,hNeo4,-12.122529765886288,Human,Ramos,6.558115473679635e-08
88,hNeo4,-12.098366889632107,Human,Ramos,6.933330996833422e-08
89,hNeo4,-12.074204013377926,Human,Ramos,7.330014070918084e-08
90,hNeo4,-12.050041137123745,Human,Ramos,7.749392938480388e-08
91,hNeo4,-12.025878260869565,Human,Ramos,8.192766114603788e-08
92,hNeo4,-12.001715384615384,Human,Ramos,8.661506407471084e-08
93,hNeo4,-11.977552508361205,Human,Ramos,9.157065168958568e-08
94,hNeo4,-11.953389632107024,Human,Ramos,9.680976788422876e-08
95,hNeo4,-11.929226755852843,Human,Ramos,1.0234863443593901e-07
96,hNeo4,-11.905063879598663,Human,Ramos,1.0820440123284449e-07
97,hNeo4,-11.880901003344482,Human,Ramos,1.1439519937467692e-07
98,hNeo4,-11.856738127090301,Human,Ramos,1.209401973116397e-07
99,hNeo4,-11.83257525083612,Human,Ramos,1.2785966019518936e-07
100,hNeo4,-11.80841237458194,Human,Ramos,1.351750126244944e-07
101,hNeo4,-11.78424949832776,Human,Ramos,1.429089049828502e-07
102,hNeo4,-11.76008662207358,Human,Ramos,1.5108528356944675e-07
103,hNeo4,-11.735923745819399,Human,Ramos,1.597294647436258e-07
104,hNeo4,-11.711760869565218,Human,Ramos,1.6886821331120692e-07
105,hNeo4,-11.687597993311037,Human,Ramos,1.7852982539557685e-07
