,Ligand,Concentration,Animal,Cell,Predicted
46,hIL4,-13.498205636153846,Human,Ramos,0.0012250449405143546
47,hIL4,-13.47252102889632,Human,Ramos,0.0012995836170029305
48,hIL4,-13.446836421638796,Human,Ramos,0.0013786513909993625
49,hIL4,-13.421151814381272,Human,Ramos,0.0014625226736666999
50,hIL4,-13.395467207123746,Human,Ramos,0.0015514884039844175
51,hIL4,-13.369782599866221,Human,Ramos,0.0016458570318884289
52,hIL4,-13.344097992608695,Human,Ramos,0.0017459555583422242
53,hIL4,-13.318413385351171,Human,Ramos,0.0018521306354396044
54,hIL4,-13.292728778093645,Human,Ramos,0.0019647497297833436
55,hIL4,-13.26704417083612,Human,Ramos,0.0020842023525305814
56,hIL4,-13.241359563578595,Human,Ramos,0.002210901359645695
57,hIL4,-13.21567495632107,Human,Ramos,0.002345284326052757
58,hIL4,-13.189990349063546,Human,Ramos,0.002487814997533383
59,hIL4,-13.16430574180602,Human,Ramos,0.0026389848243693133
60,hIL4,-13.138621134548496,Human,Ramos,0.0027993145808829605
61,hIL4,-13.11293652729097,Human,Ramos,0.0029693560751813644
62,hIL4,-13.087251920033445,Human,Ramos,0.0031496939535580228
63,hIL4,-13.06156731277592,Human,Ramos,0.0033409476041525482
64,hIL4,-13.035882705518395,Human,Ramos,0.003543773164606268
65,hIL4,-13.010198098260869,Human,Ramos,0.003758865638582656
66,hIL4,-12.984513491003344,Human,Ramos,0.003986961126140972
67,hIL4,-12.95882888374582,Human,Ramos,0.004228839173057448
68,hIL4,-12.933144276488294,Human,Ramos,0.004485325244277553
69,hIL4,-12.90745966923077,Human,Ramos,0.004757293326751854
70,hIL4,-12.881775061973244,Human,Ramos,0.005045668666952446
71,hIL4,-12.85609045471572,Human,Ramos,0.005351430648381481
72,hIL4,-12.830405847458195,Human,Ramos,0.00567561581436493
73,hIL4,-12.804721240200669,Human,Ramos,0.006019321041364065
74,hIL4,-12.779036632943145,Human,Ramos,0.00638370686793087
75,hIL4,-12.753352025685619,Human,Ramos,0.006770000984272517
76,hIL4,-12.727667418428094,Human,Ramos,0.007179501887164721
77,hIL4,-12.701982811170568,Human,Ramos,0.007613582704659017
78,hIL4,-12.676298203913044,Human,Ramos,0.008073695194648008
79,hIL4,-12.650613596655518,Human,Ramos,0.008561373920881668
80,hIL4,-12.624928989397993,Human,Ramos,0.009078240609445907
81,hIL4,-12.59924438214047,Human,Ramos,0.009626008688016097
82,hIL4,-12.573559774882943,Human,Ramos,0.010206488009359787
83,hIL4,-12.547875167625419,Human,Ramos,0.010821589759574484
84,hIL4,-12.522190560367893,Human,Ramos,0.01147333155038526
85,hIL4,-12.496505953110368,Human,Ramos,0.012163842693473653
86,hIL4,-12.470821345852844,Human,Ramos,0.012895369653245777
87,hIL4,-12.445136738595318,Human,Ramos,0.013670281672644091
88,hIL4,-12.419452131337792,Human,Ramos,0.014491076564545157
89,hIL4,-12.393767524080268,Human,Ramos,0.015360386658934754
90,hIL4,-12.368082916822743,Human,Ramos,0.016280984893383085
91,hIL4,-12.342398309565217,Human,Ramos,0.01725579103132907
92,hIL4,-12.316713702307693,Human,Ramos,0.018287877989291004
93,hIL4,-12.291029095050167,Human,Ramos,0.019380478250320566
94,hIL4,-12.265344487792643,Human,Ramos,0.02053699033677017
95,hIL4,-12.239659880535118,Human,Ramos,0.02176098531072756
96,hIL4,-12.213975273277592,Human,Ramos,0.02305621326523851
97,hIL4,-12.188290666020066,Human,Ramos,0.024426609763671166
98,hIL4,-12.162606058762542,Human,Ramos,0.025876302178234046
99,hIL4,-12.136921451505017,Human,Ramos,0.02740961587172067
100,hIL4,-12.111236844247491,Human,Ramos,0.029031080158993625
101,hIL4,-12.085552236989967,Human,Ramos,0.03074543397652417
102,hIL4,-12.059867629732441,Human,Ramos,0.0325576311794606
103,hIL4,-12.034183022474917,Human,Ramos,0.03447284537620274
104,hIL4,-12.008498415217392,Human,Ramos,0.036496474200341786
105,hIL4,-11.982813807959866,Human,Ramos,0.038634142909086504
106,hIL4,-11.95712920070234,Human,Ramos,0.040891707186008555
107,hIL4,-11.931444593444816,Human,Ramos,0.04327525501415348
108,hIL4,-11.905759986187292,Human,Ramos,0.04579110747337485
109,hIL4,-11.880075378929766,Human,Ramos,0.04844581830328307
110,hIL4,-11.854390771672241,Human,Ramos,0.0512461720606105
111,hIL4,-11.828706164414715,Human,Ramos,0.05419918068727752
112,hIL4,-11.80302155715719,Human,Ramos,0.05731207829322385
113,hIL4,-11.777336949899667,Human,Ramos,0.06059231394646219
114,hIL4,-11.75165234264214,Human,Ramos,0.06404754225210774
115,hIL4,-11.725967735384616,Human,Ramos,0.06768561149277638
116,hIL4,-11.70028312812709,Human,Ramos,0.0715145490951477
117,hIL4,-11.674598520869566,Human,Ramos,0.07554254418216802
118,hIL4,-11.648913913612041,Human,Ramos,0.07977792696792832
119,hIL4,-11.623229306354515,Human,Ramos,0.08422914475327219
120,hIL4,-11.59754469909699,Human,Ramos,0.08890473428540797
121,hIL4,-11.571860091839465,Human,Ramos,0.09381329025492131
122,hIL4,-11.54617548458194,Human,Ramos,0.09896342971938081
123,hIL4,-11.520490877324415,Human,Ramos,0.1043637522650065
124,hIL4,-11.49480627006689,Human,Ramos,0.11002279574740413
125,hIL4,-11.469121662809364,Human,Ramos,0.11594898748993555
126,hIL4,-11.44343705555184,Human,Ramos,0.12215059086457158
127,hIL4,-11.417752448294316,Human,Ramos,0.12863564723572726
128,hIL4,-11.39206784103679,Human,Ramos,0.1354119133129968
129,hIL4,-11.366383233779263,Human,Ramos,0.14248679403424894
130,hIL4,-11.340698626521739,Human,Ramos,0.1498672711861928
131,hIL4,-11.315014019264215,Human,Ramos,0.1575598280650315
132,hIL4,-11.289329412006689,Human,Ramos,0.16557037058457466
133,hIL4,-11.263644804749164,Human,Ramos,0.1739041453521393
134,hIL4,-11.237960197491638,Human,Ramos,0.18256565535224256
135,hIL4,-11.212275590234114,Human,Ramos,0.19155857400244145
136,hIL4,-11.18659098297659,Human,Ramos,0.20088565847226006
137,hIL4,-11.160906375719064,Human,Ramos,0.2105486632817679
138,hIL4,-11.135221768461538,Human,Ramos,0.22054825531756264
139,hIL4,-11.109537161204013,Human,Ramos,0.2308839315165129
140,hIL4,-11.083852553946489,Human,Ramos,0.2415539405671781
141,hIL4,-11.058167946688963,Human,Ramos,0.25255521006058573
142,hIL4,-11.032483339431439,Human,Ramos,0.2638832805811046
143,hIL4,-11.006798732173912,Human,Ramos,0.275532248259644
144,hIL4,-10.981114124916388,Human,Ramos,0.2874947173106936
145,hIL4,-10.955429517658864,Human,Ramos,0.29976176403781807
146,hIL4,-10.929744910401338,Human,Ramos,0.31232291371564097
147,hIL4,-10.904060303143813,Human,Ramos,0.3251661316379462
148,hIL4,-10.878375695886287,Human,Ramos,0.33827782946017304
149,hIL4,-10.852691088628763,Human,Ramos,0.35164288776071767
150,hIL4,-10.827006481371239,Human,Ramos,0.3652446955013188
151,hIL4,-10.801321874113713,Human,Ramos,0.379065206786087
152,hIL4,-10.775637266856187,Human,Ramos,0.39308501500726173
153,hIL4,-10.749952659598662,Human,Ramos,0.40728344413077977
154,hIL4,-10.724268052341138,Human,Ramos,0.42163865652512056
155,hIL4,-10.698583445083612,Human,Ramos,0.43612777638277367
156,hIL4,-10.672898837826088,Human,Ramos,0.4507270274360472
157,hIL4,-10.647214230568562,Human,Ramos,0.46541188333917677
158,hIL4,-10.621529623311037,Human,Ramos,0.48015722878811506
159,hIL4,-10.595845016053513,Human,Ramos,0.4949375291887504
160,hIL4,-10.570160408795987,Human,Ramos,0.5097270064730267
161,hIL4,-10.54447580153846,Human,Ramos,0.52449981850857
162,hIL4,-10.518791194280936,Human,Ramos,0.5392302394567217
163,hIL4,-10.493106587023412,Human,Ramos,0.5538928384098312
164,hIL4,-10.467421979765886,Human,Ramos,0.5684626536822486
165,hIL4,-10.441737372508362,Human,Ramos,0.582915360238932
166,hIL4,-10.416052765250836,Human,Ramos,0.5972274279168435
167,hIL4,-10.390368157993311,Human,Ramos,0.6113762683206985
168,hIL4,-10.364683550735787,Human,Ramos,0.6253403685479958
169,hIL4,-10.338998943478261,Human,Ramos,0.6390994102083415
170,hIL4,-10.313314336220735,Human,Ramos,0.6526343725382487
171,hIL4,-10.28762972896321,Human,Ramos,0.6659276187632633
172,hIL4,-10.261945121705686,Human,Ramos,0.6789629652131683
173,hIL4,-10.236260514448162,Human,Ramos,0.6917257330423918
174,hIL4,-10.210575907190636,Human,Ramos,0.7042027827367858
175,hIL4,-10.18489129993311,Human,Ramos,0.7163825318911753
176,hIL4,-10.159206692675586,Human,Ramos,0.7282549570126979
177,hIL4,-10.133522085418061,Human,Ramos,0.7398115803377338
178,hIL4,-10.107837478160535,Human,Ramos,0.7510454428418919
179,hIL4,-10.082152870903009,Human,Ramos,0.7619510647714162
180,hIL4,-10.056468263645485,Human,Ramos,0.7725243951304845
181,hIL4,-10.03078365638796,Human,Ramos,0.7827627516236498
182,hIL4,-10.005099049130436,Human,Ramos,0.7926647525787103
183,hIL4,-9.97941444187291,Human,Ramos,0.8022302423662258
184,hIL4,-9.953729834615384,Human,Ramos,0.8114602117919203
185,hIL4,-9.92804522735786,Human,Ramos,0.8203567148720674
186,hIL4,-9.902360620100335,Human,Ramos,0.8289227833145267
187,hIL4,-9.87667601284281,Human,Ramos,0.83716233992428
188,hIL4,-9.850991405585285,Human,Ramos,0.8450801120367688
189,hIL4,-9.825306798327759,Human,Ramos,0.8526815459594909
190,hIL4,-9.799622191070235,Human,Ramos,0.8599727232760103
191,hIL4,-9.77393758381271,Human,Ramos,0.8669602797403707
192,hIL4,-9.748252976555184,Human,Ramos,0.8736513273666129
193,hIL4,-9.722568369297658,Human,Ramos,0.8800533802002155
194,hIL4,-9.696883762040134,Human,Ramos,0.8861742841475714
195,hIL4,-9.67119915478261,Human,Ramos,0.8920221511374244
196,hIL4,-9.645514547525083,Human,Ramos,0.8976052977955297
197,hIL4,-9.619829940267559,Human,Ramos,0.9029321887310304
198,hIL4,-9.594145333010033,Human,Ramos,0.9080113844604922
199,hIL4,-9.568460725752509,Human,Ramos,0.9128514939329498
200,hIL4,-9.542776118494984,Human,Ramos,0.9174611315664734
201,hIL4,-9.517091511237458,Human,Ramos,0.9218488786630522
202,hIL4,-9.491406903979932,Human,Ramos,0.9260232490334456
203,hIL4,-9.465722296722408,Human,Ramos,0.929992658636306
204,hIL4,-9.440037689464884,Human,Ramos,0.9337653990155429
205,hIL4,-9.41435308220736,Human,Ramos,0.9373496143058512
206,hIL4,-9.388668474949833,Human,Ramos,0.9407532815676789
207,hIL4,-9.362983867692307,Human,Ramos,0.9439841942090055
208,hIL4,-9.337299260434783,Human,Ramos,0.9470499482513333
209,hIL4,-9.311614653177259,Human,Ramos,0.9499579312006504
210,hIL4,-9.285930045919732,Human,Ramos,0.9527153132901396
211,hIL4,-9.260245438662206,Human,Ramos,0.9553290408695837
212,hIL4,-9.234560831404682,Human,Ramos,0.9578058317262104
213,hIL4,-9.208876224147158,Human,Ramos,0.9601521721327017
214,hIL4,-9.183191616889633,Human,Ramos,0.9623743154299488
215,hIL4,-9.157507009632107,Human,Ramos,0.9644782819644198
216,hIL4,-9.131822402374581,Human,Ramos,0.9664698602126089
217,hIL4,-9.106137795117057,Human,Ramos,0.9683546089375856
218,hIL4,-9.080453187859533,Human,Ramos,0.9701378602350709
219,hIL4,-9.054768580602007,Human,Ramos,0.9718247233385394
220,hIL4,-9.029083973344482,Human,Ramos,0.9734200890645154
221,hIL4,-9.003399366086956,Human,Ramos,0.9749286347903499
222,hIL4,-8.977714758829432,Human,Ramos,0.9763548298673308
223,hIL4,-8.952030151571908,Human,Ramos,0.9777029413819223
224,hIL4,-8.926345544314382,Human,Ramos,0.9789770401872366
225,hIL4,-8.900660937056855,Human,Ramos,0.9801810071354894
226,hIL4,-8.874976329799331,Human,Ramos,0.981318539450206
227,hIL4,-8.849291722541807,Human,Ramos,0.9823931571843281
228,hIL4,-8.82360711528428,Human,Ramos,0.9834082097171195
229,hIL4,-8.797922508026756,Human,Ramos,0.9843668822489581
230,hIL4,-8.77223790076923,Human,Ramos,0.9852722022586977
231,hIL4,-8.746553293511706,Human,Ramos,0.9861270458933655
232,hIL4,-8.720868686254182,Human,Ramos,0.986934144264553
233,hIL4,-8.695184078996656,Human,Ramos,0.9876960896299307
234,hIL4,-8.66949947173913,Human,Ramos,0.9884153414420582
235,hIL4,-8.643814864481605,Human,Ramos,0.9890942322498737
236,hIL4,-8.618130257224081,Human,Ramos,0.9897349734412024
237,hIL4,-8.592445649966557,Human,Ramos,0.9903396608171845
238,hIL4,-8.56676104270903,Human,Ramos,0.9909102799917745
239,hIL4,-8.541076435451505,Human,Ramos,0.9914487116114649
240,hIL4,-8.51539182819398,Human,Ramos,0.99195673639211
241,hIL4,-8.489707220936456,Human,Ramos,0.9924360399712254
242,hIL4,-8.46402261367893,Human,Ramos,0.9928882175754392
243,hIL4,-8.438338006421404,Human,Ramos,0.9933147785038637
244,hIL4,-8.41265339916388,Human,Ramos,0.9937171504291314
245,hIL4,-8.386968791906355,Human,Ramos,0.9940966835185868
246,hIL4,-8.36128418464883,Human,Ramos,0.9944546543788423
247,hIL4,-8.335599577391305,Human,Ramos,0.9947922698274038
248,hIL4,-8.309914970133779,Human,Ramos,0.9951106704955559
249,hIL4,-8.284230362876254,Human,Ramos,0.9954109342670164
250,hIL4,-8.25854575561873,Human,Ramos,0.9956940795571785
251,hIL4,-8.232861148361204,Human,Ramos,0.9959610684379201
252,hIL4,-8.20717654110368,Human,Ramos,0.9962128096131492
253,hIL4,-8.181491933846154,Human,Ramos,0.9964501612503108
254,hIL4,-8.15580732658863,Human,Ramos,0.996673933673146
255,hIL4,-8.130122719331105,Human,Ramos,0.9968848919209957
256,hIL4,-8.104438112073579,Human,Ramos,0.997083758179912
257,hIL4,-8.078753504816053,Human,Ramos,0.9972712140908001
258,hIL4,-8.053068897558529,Human,Ramos,0.9974479029397199
259,hIL4,-8.027384290301004,Human,Ramos,0.997614431735396
260,hIL4,-8.001699683043478,Human,Ramos,0.9977713731788633
261,hIL4,-7.976015075785954,Human,Ramos,0.9979192675300584
262,hIL4,-7.950330468528429,Human,Ramos,0.9980586243760213
263,hIL4,-7.924645861270903,Human,Ramos,0.9981899243052436
264,hIL4,-7.898961254013378,Human,Ramos,0.9983136204925441
265,hIL4,-7.873276646755853,Human,Ramos,0.9984301401986905
266,hIL4,-7.847592039498328,Human,Ramos,0.9985398861888602
267,hIL4,-7.821907432240803,Human,Ramos,0.9986432380738364
268,hIL4,-7.796222824983278,Human,Ramos,0.998740553577718
269,hIL4,-7.770538217725753,Human,Ramos,0.9988321697357473
270,hIL4,-7.744853610468228,Human,Ramos,0.9989184040256981
271,hIL4,-7.719169003210703,Human,Ramos,0.9989995554361413
272,hIL4,-7.693484395953178,Human,Ramos,0.99907590547473
273,hIL4,-7.667799788695652,Human,Ramos,0.9991477191195125
274,hIL4,-7.642115181438127,Human,Ramos,0.9992152457161484
275,hIL4,-7.616430574180602,Human,Ramos,0.9992787198237381
276,hIL4,-7.590745966923077,Human,Ramos,0.9993383620118746
277,hIL4,-7.5650613596655525,Human,Ramos,0.9993943796113696
278,hIL4,-7.539376752408027,Human,Ramos,0.9994469674209927
279,hIL4,-7.513692145150502,Human,Ramos,0.999496308372445
280,hIL4,-7.488007537892977,Human,Ramos,0.9995425741556523
281,hIL4,-7.462322930635452,Human,Ramos,0.9995859258063676
282,hIL4,-7.4366383233779265,Human,Ramos,0.9996265142579657
283,hIL4,-7.410953716120401,Human,Ramos,0.999664480859179
284,hIL4,-7.385269108862877,Human,Ramos,0.9996999578594636
285,hIL4,-7.359584501605352,Human,Ramos,0.9997330688635531
286,hIL4,-7.333899894347827,Human,Ramos,0.9997639292566842
287,hIL4,-7.308215287090301,Human,Ramos,0.9997926466018707
288,hIL4,-7.282530679832776,Human,Ramos,0.9998193210105458
289,hIL4,-7.256846072575251,Human,Ramos,0.9998440454877737
290,hIL4,-7.231161465317726,Human,Ramos,0.9998669062531657
291,hIL4,-7.205476858060201,Human,Ramos,0.9998879830385843
292,hIL4,-7.1797922508026755,Human,Ramos,0.999907349363593
293,hIL4,-7.154107643545151,Human,Ramos,0.9999250727895849
294,hIL4,-7.128423036287626,Human,Ramos,0.99994121515343
295,hIL4,-7.102738429030101,Human,Ramos,0.9999558327814271
296,hIL4,-7.077053821772576,Human,Ramos,0.9999689766842605
297,hIL4,-7.05136921451505,Human,Ramos,0.9999806927336315
298,hIL4,-7.025684607257525,Human,Ramos,0.9999910218211477
299,hIL4,-7.0,Human,Ramos,1.0
0,hNeo4,-14.2247,Human,Ramos,1.7789464065975364e-05
1,hNeo4,-14.20053712374582,Human,Ramos,1.8807251905209286e-05
2,hNeo4,-14.176374247491639,Human,Ramos,1.9883269350445613e-05
3,hNeo4,-14.152211371237458,Human,Ramos,2.1020847706716185e-05
4,hNeo4,-14.128048494983277,Human,Ramos,2.2223508847914126e-05
5,hNeo4,-14.103885618729098,Human,Ramos,2.3494976116669575e-05
6,hNeo4,-14.079722742474917,Human,Ramos,2.48391858474601e-05
7,hNeo4,-14.055559866220737,Human,Ramos,2.6260299548566344e-05
8,hNeo4,-14.031396989966556,Human,Ramos,2.776271678051827e-05
9,hNeo4,-14.007234113712375,Human,Ramos,2.9351088770822413e-05
10,hNeo4,-13.983071237458194,Human,Ramos,3.103033280703199e-05
11,hNeo4,-13.958908361204013,Human,Ramos,3.280564745262012e-05
12,hNeo4,-13.934745484949833,Human,Ramos,3.4682528632651804e-05
13,hNeo4,-13.910582608695652,Human,Ramos,3.666678663892968e-05
14,hNeo4,-13.886419732441471,Human,Ramos,3.87645641071204e-05
15,hNeo4,-13.862256856187292,Human,Ramos,4.0982355021359954e-05
16,hNeo4,-13.838093979933111,Human,Ramos,4.3327024805000454e-05
17,hNeo4,-13.81393110367893,Human,Ramos,4.5805831559498356e-05
18,hNeo4,-13.78976822742475,Human,Ramos,4.8426448516980846e-05
19,hNeo4,-13.765605351170569,Human,Ramos,5.119698777575275e-05
20,hNeo4,-13.741442474916388,Human,Ramos,5.412602539195197e-05
21,hNeo4,-13.717279598662207,Human,Ramos,5.722262790472564e-05
22,hNeo4,-13.693116722408027,Human,Ramos,6.0496380376700655e-05
23,hNeo4,-13.668953846153846,Human,Ramos,6.395741603617239e-05
24,hNeo4,-13.644790969899667,Human,Ramos,6.761644761234709e-05
25,hNeo4,-13.620628093645486,Human,Ramos,7.148480046016587e-05
26,hNeo4,-13.596465217391305,Human,Ramos,7.557444757671497e-05
27,hNeo4,-13.572302341137124,Human,Ramos,7.989804661702769e-05
28,hNeo4,-13.548139464882944,Human,Ramos,8.446897902319199e-05
29,hNeo4,-13.523976588628763,Human,Ramos,8.930139138714522e-05
30,hNeo4,-13.499813712374582,Human,Ramos,9.441023917436056e-05
31,hNeo4,-13.475650836120401,Human,Ramos,9.981133294283741e-05
32,hNeo4,-13.45148795986622,Human,Ramos,0.0001055213871994219
33,hNeo4,-13.42732508361204,Human,Ramos,0.00011155807204352069
34,hNeo4,-13.403162207357859,Human,Ramos,0.00011794006775676027
35,hNeo4,-13.37899933110368,Human,Ramos,0.0001246871225061067
36,hNeo4,-13.354836454849499,Human,Ramos,0.00013182011333742524
37,hNeo4,-13.330673578595318,Human,Ramos,0.00013936111064644094
38,hNeo4,-13.306510702341138,Human,Ramos,0.00014733344632462066
39,hNeo4,-13.282347826086957,Human,Ramos,0.00015576178578861387
40,hNeo4,-13.258184949832776,Human,Ramos,0.00016467220411364527
41,hNeo4,-13.234022073578595,Human,Ramos,0.0001740922665036471
42,hNeo4,-13.209859197324414,Human,Ramos,0.00018405111334400125
43,hNeo4,-13.185696321070235,Human,Ramos,0.00019457955009656474
44,hNeo4,-13.161533444816055,Human,Ramos,0.0002057101423112153
45,hNeo4,-13.137370568561874,Human,Ramos,0.00021747731604350183
46,hNeo4,-13.113207692307693,Human,Ramos,0.00022991746398420647
47,hNeo4,-13.089044816053512,Human,Ramos,0.00024306905762368585
48,hNeo4,-13.064881939799331,Human,Ramos,0.0002569727657918842
49,hNeo4,-13.04071906354515,Human,Ramos,0.0002716715799338959
50,hNeo4,-13.01655618729097,Human,Ramos,0.0002872109465009706
51,hNeo4,-12.992393311036789,Human,Ramos,0.00030363890685794606
52,hNeo4,-12.968230434782608,Human,Ramos,0.0003210062451303184
53,hNeo4,-12.944067558528427,Human,Ramos,0.00033936664443757076
54,hNeo4,-12.919904682274248,Human,Ramos,0.0003587768519840364
55,hNeo4,-12.895741806020068,Human,Ramos,0.00037929685350454535
56,hNeo4,-12.871578929765887,Human,Ramos,0.00040099005758940524
57,hNeo4,-12.847416053511706,Human,Ramos,0.00042392349044207756
58,hNeo4,-12.823253177257525,Human,Ramos,0.00044816800165312787
59,hNeo4,-12.799090301003345,Human,Ramos,0.0004737984816058895
60,hNeo4,-12.774927424749164,Human,Ramos,0.0005008940911627332
61,hNeo4,-12.750764548494983,Human,Ramos,0.000529538504316032
62,hNeo4,-12.726601672240802,Human,Ramos,0.0005598201645248653
63,hNeo4,-12.702438795986623,Human,Ramos,0.0005918325554973371
64,hNeo4,-12.678275919732442,Human,Ramos,0.000625674487219172
65,hNeo4,-12.654113043478262,Human,Ramos,0.00066145039807198
66,hNeo4,-12.62995016722408,Human,Ramos,0.000699270673929543
67,hNeo4,-12.6057872909699,Human,Ramos,0.0007392519851674513
68,hNeo4,-12.58162441471572,Human,Ramos,0.0007815176425707676
69,hNeo4,-12.557461538461538,Human,Ramos,0.000826197973176018
70,hNeo4,-12.533298662207358,Human,Ramos,0.0008734307171378575
71,hNeo4,-12.509135785953177,Human,Ramos,0.0009233614467672726
72,hNeo4,-12.484972909698996,Human,Ramos,0.00097614400894728
73,hNeo4,-12.460810033444815,Human,Ramos,0.0010319409921937565
74,hNeo4,-12.436647157190636,Human,Ramos,0.0010909242196934308
75,hNeo4,-12.412484280936456,Human,Ramos,0.0011532752697182183
76,hNeo4,-12.388321404682275,Human,Ramos,0.0012191860248848753
77,hNeo4,-12.364158528428094,Human,Ramos,0.0012888592518018693
78,hNeo4,-12.339995652173913,Human,Ramos,0.001362509212720767
79,hNeo4,-12.315832775919732,Human,Ramos,0.0014403623108880065
80,hNeo4,-12.291669899665552,Human,Ramos,0.0015226577713741882
81,hNeo4,-12.26750702341137,Human,Ramos,0.0016096483592422082
82,hNeo4,-12.243344147157192,Human,Ramos,0.0017016011370024635
83,hNeo4,-12.219181270903011,Human,Ramos,0.0017987982633931613
84,hNeo4,-12.19501839464883,Human,Ramos,0.0019015378356158621
85,hNeo4,-12.17085551839465,Human,Ramos,0.0020101347772514995
86,hNeo4,-12.146692642140469,Human,Ramos,0.002124921774178994
87,hNeo4,-12.122529765886288,Human,Ramos,0.002246250260917993
88,hNeo4,-12.098366889632107,Human,Ramos,0.0023744914599182973
89,hNeo4,-12.074204013377926,Human,Ramos,0.002510037476421199
90,hNeo4,-12.050041137123745,Human,Ramos,0.002653302451621667
91,hNeo4,-12.025878260869565,Human,Ramos,0.0028047237769647884
92,hNeo4,-12.001715384615384,Human,Ramos,0.0029647633725143688
93,hNeo4,-11.977552508361205,Human,Ramos,0.00313390903243566
94,hNeo4,-11.953389632107024,Human,Ramos,0.003312675840737035
95,hNeo4,-11.929226755852843,Human,Ramos,0.0035016076605157895
96,hNeo4,-11.905063879598663,Human,Ramos,0.0037012787000512814
97,hNeo4,-11.880901003344482,Human,Ramos,0.003912295159181381
98,hNeo4,-11.856738127090301,Human,Ramos,0.004135296959486277
99,hNeo4,-11.83257525083612,Human,Ramos,0.004370959561884147
100,hNeo4,-11.80841237458194,Human,Ramos,0.004619995875315225
101,hNeo4,-11.78424949832776,Human,Ramos,0.0048831582602519305
102,hNeo4,-11.76008662207358,Human,Ramos,0.005161240630821342
103,hNeo4,-11.735923745819399,Human,Ramos,0.005455080659358968
104,hNeo4,-11.711760869565218,Human,Ramos,0.005765562087228555
105,hNeo4,-11.687597993311037,Human,Ramos,0.006093617145736001
106,hNeo4,-11.663435117056856,Human,Ramos,0.006440229090935249
107,hNeo4,-11.639272240802676,Human,Ramos,0.006806434856064875
108,hNeo4,-11.615109364548495,Human,Ramos,0.007193327825262533
109,hNeo4,-11.590946488294314,Human,Ramos,0.007602060732075015
110,hNeo4,-11.566783612040133,Human,Ramos,0.008033848686110016
111,hNeo4,-11.542620735785952,Human,Ramos,0.008489972330954852
112,hNeo4,-11.518457859531772,Human,Ramos,0.008971781136211979
113,hNeo4,-11.494294983277593,Human,Ramos,0.009480696826163114
