,Ligand,Experimental IL4Ra KD,Inferred IL4Ra Affinity
0,hIL4,0.815,0.025898473806512026
1,hNeo4,2.53,0.3710026061046802
2,mIL4,2.31,0.028115447332214057
3,mNeo4,23.3,13.919997279975318
