,Concentration,Cell,Experimental,Ligand,Predicted,Donor,Animal
29,-7.0,A549,0.896411932,hIL13,0.9998575079517313,0,Human
30,-12.0,A549,0.09783989835,hIL13,0.005298082185900793,0,Human
31,-11.0,A549,0.07938524838,hIL13,0.050413308031366406,0,Human
32,-10.0,A549,0.11689961880000001,hIL13,0.34199938574893013,0,Human
33,-9.0,A549,0.6131179282,hIL13,0.8339758384506165,0,Human
34,-8.0,A549,0.9459066980999999,hIL13,0.9809999723194768,0,Human
35,-7.0,A549,0.900102862,hIL13,0.9998575079517313,0,Human
36,-12.0,A549,0.08132147395,hIL13,0.005298082185900793,0,Human
37,-11.0,A549,0.07266896593,hIL13,0.050413308031366406,0,Human
38,-10.0,A549,0.10425364549999999,hIL13,0.34199938574893013,0,Human
39,-9.0,A549,0.5892781509,hIL13,0.8339758384506165,0,Human
40,-8.0,A549,0.8670055060999999,hIL13,0.9809999723194768,0,Human
41,-7.0,A549,0.8390512495,hIL13,0.9998575079517313,0,Human
42,-12.44705875,A549,0.05304222846,hIL13,0.001899536802514223,0,Human
43,-11.6689075,A549,0.0,hIL13,0.011282438110618092,0,Human
44,-10.89075625,A549,0.0029429881600000003,hIL13,0.06385229673033554,0,Human
45,-10.112605,A549,0.0,hIL13,0.28706749162275985,0,Human
46,-9.334453751,A549,0.07165833961,hIL13,0.7010346971623154,0,Human
47,-8.556302501,A549,0.4271439327,hIL13,0.933070706707455,0,Human
48,-7.77815125,A549,0.6053658203,hIL13,0.9889105737383213,0,Human
49,-7.0,A549,0.7274656081,hIL13,0.9998575079517313,0,Human
50,-12.44705875,A549,0.06845296854999999,hIL13,0.001899536802514223,0,Human
51,-11.6689075,A549,0.02569454238,hIL13,0.011282438110618092,0,Human
52,-10.89075625,A549,0.05356085178,hIL13,0.06385229673033554,0,Human
53,-10.112605,A549,0.02152023692,hIL13,0.28706749162275985,0,Human
54,-9.334453751,A549,0.1747285291,hIL13,0.7010346971623154,0,Human
55,-8.556302501,A549,0.6134818784,hIL13,0.933070706707455,0,Human
56,-7.77815125,A549,0.8881963052,hIL13,0.9889105737383213,0,Human
57,-7.0,A549,0.9902975603,hIL13,0.9998575079517313,0,Human
58,-12.44705875,A549,0.0753349316,hIL13,0.001899536802514223,0,Human
59,-11.6689075,A549,0.0135100832,hIL13,0.011282438110618092,0,Human
60,-10.89075625,A549,0.06202228177,hIL13,0.06385229673033554,0,Human
61,-10.112605,A549,0.0155408264,hIL13,0.28706749162275985,0,Human
62,-9.334453751,A549,0.1787900155,hIL13,0.7010346971623154,0,Human
63,-8.556302501,A549,0.6466506839999999,hIL13,0.933070706707455,0,Human
64,-7.77815125,A549,0.8150895501,hIL13,0.9889105737383213,0,Human
65,-7.0,A549,0.9928923988,hIL13,0.9998575079517313,0,Human
0,-12.0206,3T3,0.0,mIL4,0.039054819415143875,0,Mouse
1,-11.4185,3T3,0.0,mIL4,0.12366427722904028,0,Mouse
2,-10.8165,3T3,0.0,mIL4,0.2864134168213413,0,Mouse
3,-10.2144,3T3,0.0,mIL4,0.472730584026163,0,Mouse
4,-9.61236,3T3,0.4560572,mIL4,0.6282012726383319,0,Mouse
5,-9.0103,3T3,0.8527937,mIL4,0.7691129817528176,0,Mouse
6,-8.40824,3T3,0.9904246999999999,mIL4,0.8961569990418767,0,Mouse
7,-7.80618,3T3,1.10352,mIL4,0.9668827526704796,0,Mouse
8,-7.20412,3T3,1.002542,mIL4,0.9914577096038021,0,Mouse
9,-6.60206,3T3,1.01487,mIL4,0.9982544629465638,0,Mouse
10,-6.0,3T3,0.9126869999999999,mIL4,1.0,0,Mouse
11,-12.0206,3T3,0.0,mIL4,0.039054819415143875,0,Mouse
12,-11.4185,3T3,0.0,mIL4,0.12366427722904028,0,Mouse
13,-10.8165,3T3,0.0,mIL4,0.2864134168213413,0,Mouse
14,-10.2144,3T3,0.0,mIL4,0.472730584026163,0,Mouse
15,-9.61236,3T3,0.4698022,mIL4,0.6282012726383319,0,Mouse
16,-9.0103,3T3,0.822621,mIL4,0.7691129817528176,0,Mouse
17,-8.40824,3T3,0.9818944000000001,mIL4,0.8961569990418767,0,Mouse
18,-7.80618,3T3,1.071177,mIL4,0.9668827526704796,0,Mouse
19,-7.20412,3T3,1.0215319999999999,mIL4,0.9914577096038021,0,Mouse
20,-6.60206,3T3,1.022768,mIL4,0.9982544629465638,0,Mouse
21,-6.0,3T3,0.9070503,mIL4,1.0,0,Mouse
22,-12.0206,3T3,0.0,mIL4,0.039054819415143875,0,Mouse
23,-11.4185,3T3,0.0,mIL4,0.12366427722904028,0,Mouse
24,-10.8165,3T3,0.0,mIL4,0.2864134168213413,0,Mouse
25,-10.2144,3T3,0.0,mIL4,0.472730584026163,0,Mouse
26,-9.61236,3T3,0.44592919999999997,mIL4,0.6282012726383319,0,Mouse
27,-9.0103,3T3,0.8428165,mIL4,0.7691129817528176,0,Mouse
28,-8.40824,3T3,0.9311343,mIL4,0.8961569990418767,0,Mouse
29,-7.80618,3T3,1.033137,mIL4,0.9668827526704796,0,Mouse
30,-7.20412,3T3,1.006792,mIL4,0.9914577096038021,0,Mouse
31,-6.60206,3T3,1.027922,mIL4,0.9982544629465638,0,Mouse
32,-6.0,3T3,0.8760035,mIL4,1.0,0,Mouse
0,-11.4466,3T3,0.0,mNeo4,0.00012452578435712667,0,Mouse
1,-10.8445,3T3,0.0,mNeo4,0.0004976793819060919,0,Mouse
2,-10.2424,3T3,0.0,mNeo4,0.0019834288893116414,0,Mouse
3,-9.64039,3T3,0.0,mNeo4,0.007816004051652397,0,Mouse
4,-9.03833,3T3,0.0,mNeo4,0.029552110400245298,0,Mouse
5,-8.43627,3T3,0.0,mNeo4,0.09788083620025576,0,Mouse
6,-7.83421,3T3,0.0,mNeo4,0.24297884985485282,0,Mouse
7,-7.23215,3T3,0.0,mNeo4,0.42132406840889897,0,Mouse
8,-6.63009,3T3,0.0,mNeo4,0.5549601907780489,0,Mouse
9,-6.02803,3T3,0.0,mNeo4,0.622289072749525,0,Mouse
10,-5.42597,3T3,0.0,mNeo4,0.6476358497030634,0,Mouse
11,-4.82391,3T3,0.0144415961200669,mNeo4,0.6603554706239725,0,Mouse
12,-11.4466,3T3,0.0,mNeo4,0.00012452578435712667,0,Mouse
13,-10.8445,3T3,0.0,mNeo4,0.0004976793819060919,0,Mouse
14,-10.2424,3T3,0.0,mNeo4,0.0019834288893116414,0,Mouse
15,-9.64039,3T3,0.0,mNeo4,0.007816004051652397,0,Mouse
16,-9.03833,3T3,0.0,mNeo4,0.029552110400245298,0,Mouse
17,-8.43627,3T3,0.0,mNeo4,0.09788083620025576,0,Mouse
18,-7.83421,3T3,0.0,mNeo4,0.24297884985485282,0,Mouse
19,-7.23215,3T3,0.0,mNeo4,0.42132406840889897,0,Mouse
20,-6.63009,3T3,0.0,mNeo4,0.5549601907780489,0,Mouse
21,-6.02803,3T3,0.0,mNeo4,0.622289072749525,0,Mouse
22,-5.42597,3T3,0.0,mNeo4,0.6476358497030634,0,Mouse
23,-4.82391,3T3,0.012800097503207321,mNeo4,0.6603554706239725,0,Mouse
24,-11.4466,3T3,0.0,mNeo4,0.00012452578435712667,0,Mouse
25,-10.8445,3T3,0.0,mNeo4,0.0004976793819060919,0,Mouse
26,-10.2424,3T3,0.0,mNeo4,0.0019834288893116414,0,Mouse
27,-9.64039,3T3,0.0,mNeo4,0.007816004051652397,0,Mouse
28,-9.03833,3T3,0.0,mNeo4,0.029552110400245298,0,Mouse
29,-8.43627,3T3,0.0,mNeo4,0.09788083620025576,0,Mouse
30,-7.83421,3T3,0.0,mNeo4,0.24297884985485282,0,Mouse
31,-7.23215,3T3,0.0,mNeo4,0.42132406840889897,0,Mouse
32,-6.63009,3T3,0.0,mNeo4,0.5549601907780489,0,Mouse
33,-6.02803,3T3,0.0,mNeo4,0.622289072749525,0,Mouse
34,-5.42597,3T3,0.0,mNeo4,0.6476358497030634,0,Mouse
35,-4.82391,3T3,0.0,mNeo4,0.6603554706239725,0,Mouse
0,-11.51544993,Fibroblast,0.00903132812,hNeo4,2.057869154303889e-06,0,Human
1,-10.61235995,Fibroblast,0.0,hNeo4,1.6462671416576727e-05,0,Human
2,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
3,-8.806179974,Fibroblast,0.00200445936,hNeo4,0.00105231521327291,0,Human
4,-7.903089987,Fibroblast,0.00490979933,hNeo4,0.008345542962778405,0,Human
5,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
6,-6.096910013,Fibroblast,0.0,hNeo4,0.32932056507797675,0,Human
7,-5.193820026,Fibroblast,0.0,hNeo4,0.7094850894524385,0,Human
8,-11.51544993,Fibroblast,0.00592329002,hNeo4,2.057869154303889e-06,0,Human
9,-10.61235995,Fibroblast,0.01281502669,hNeo4,1.6462671416576727e-05,0,Human
10,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
11,-8.806179974,Fibroblast,0.0008558365800000001,hNeo4,0.00105231521327291,0,Human
12,-7.903089987,Fibroblast,0.0,hNeo4,0.008345542962778405,0,Human
13,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
14,-6.096910013,Fibroblast,0.0,hNeo4,0.32932056507797675,0,Human
15,-5.193820026,Fibroblast,0.0,hNeo4,0.7094850894524385,0,Human
16,-11.51544993,Fibroblast,0.011125875540000002,hNeo4,2.057869154303889e-06,0,Human
17,-10.61235995,Fibroblast,0.00213959145,hNeo4,1.6462671416576727e-05,0,Human
18,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
19,-8.806179974,Fibroblast,0.010720479270000001,hNeo4,0.00105231521327291,0,Human
20,-7.903089987,Fibroblast,0.0006531384399999999,hNeo4,0.008345542962778405,0,Human
21,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
22,-6.096910013,Fibroblast,0.0,hNeo4,0.32932056507797675,0,Human
23,-5.193820026,Fibroblast,0.0,hNeo4,0.7094850894524385,0,Human
24,-11.51544993,Fibroblast,0.00270162517,hNeo4,2.057869154303889e-06,0,Human
25,-10.61235995,Fibroblast,0.0,hNeo4,1.6462671416576727e-05,0,Human
26,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
27,-8.806179974,Fibroblast,0.0,hNeo4,0.00105231521327291,0,Human
28,-7.903089987,Fibroblast,0.0,hNeo4,0.008345542962778405,0,Human
29,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
30,-6.096910013,Fibroblast,0.0,hNeo4,0.32932056507797675,0,Human
31,-5.193820026,Fibroblast,0.0,hNeo4,0.7094850894524385,0,Human
32,-11.51544993,Fibroblast,0.0,hNeo4,2.057869154303889e-06,0,Human
33,-10.61235995,Fibroblast,0.0,hNeo4,1.6462671416576727e-05,0,Human
34,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
35,-8.806179974,Fibroblast,0.0,hNeo4,0.00105231521327291,0,Human
36,-7.903089987,Fibroblast,0.0,hNeo4,0.008345542962778405,0,Human
37,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
38,-6.096910013,Fibroblast,0.0,hNeo4,0.32932056507797675,0,Human
39,-5.193820026,Fibroblast,0.0,hNeo4,0.7094850894524385,0,Human
40,-11.51544993,Fibroblast,0.00588062489,hNeo4,2.057869154303889e-06,0,Human
41,-10.61235995,Fibroblast,0.0,hNeo4,1.6462671416576727e-05,0,Human
42,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
43,-8.806179974,Fibroblast,0.0,hNeo4,0.00105231521327291,0,Human
44,-7.903089987,Fibroblast,0.0,hNeo4,0.008345542962778405,0,Human
45,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
46,-6.096910013,Fibroblast,0.0,hNeo4,0.32932056507797675,0,Human
47,-5.193820026,Fibroblast,0.0,hNeo4,0.7094850894524385,0,Human
48,-13.32162991,Fibroblast,0.0,hNeo4,3.215428242289154e-08,0,Human
49,-12.41853992,Fibroblast,0.0,hNeo4,2.572341924248328e-07,0,Human
50,-11.51544993,Fibroblast,0.010735090009999998,hNeo4,2.057869154303889e-06,0,Human
51,-10.61235995,Fibroblast,0.012137914569999998,hNeo4,1.6462671416576727e-05,0,Human
52,-9.709269961,Fibroblast,0.00730264696,hNeo4,0.00013168335536109147,0,Human
53,-8.806179974,Fibroblast,0.06953433189,hNeo4,0.00105231521327291,0,Human
54,-7.903089987,Fibroblast,0.005601349100000001,hNeo4,0.008345542962778405,0,Human
55,-7.0,Fibroblast,0.00575058575,hNeo4,0.06243724692706644,0,Human
56,-13.32162991,Fibroblast,0.012645319189999999,hNeo4,3.215428242289154e-08,0,Human
57,-12.41853992,Fibroblast,0.010735090009999998,hNeo4,2.572341924248328e-07,0,Human
58,-11.51544993,Fibroblast,0.00381050925,hNeo4,2.057869154303889e-06,0,Human
59,-10.61235995,Fibroblast,0.0,hNeo4,1.6462671416576727e-05,0,Human
60,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
61,-8.806179974,Fibroblast,0.0,hNeo4,0.00105231521327291,0,Human
62,-7.903089987,Fibroblast,0.0,hNeo4,0.008345542962778405,0,Human
63,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
64,-13.32162991,Fibroblast,0.0,hNeo4,3.215428242289154e-08,0,Human
65,-12.41853992,Fibroblast,0.00136302811,hNeo4,2.572341924248328e-07,0,Human
66,-11.51544993,Fibroblast,0.0,hNeo4,2.057869154303889e-06,0,Human
67,-10.61235995,Fibroblast,0.0,hNeo4,1.6462671416576727e-05,0,Human
68,-9.709269961,Fibroblast,0.0,hNeo4,0.00013168335536109147,0,Human
69,-8.806179974,Fibroblast,0.0,hNeo4,0.00105231521327291,0,Human
70,-7.903089987,Fibroblast,0.0,hNeo4,0.008345542962778405,0,Human
71,-7.0,Fibroblast,0.0,hNeo4,0.06243724692706644,0,Human
0,-13.32162991,Fibroblast,0.006734082569999999,hIL4,0.00138715397279441,0,Human
1,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
2,-11.51544993,Fibroblast,0.03794959573,hIL4,0.08143044233404144,0,Human
3,-10.61235995,Fibroblast,0.39888741240000003,hIL4,0.41219644864068283,0,Human
4,-9.709269961,Fibroblast,0.9647530460999999,hIL4,0.8470958562018126,0,Human
5,-8.806179974,Fibroblast,1.071642531,hIL4,0.9781424742176998,0,Human
6,-7.903089987,Fibroblast,1.009549334,hIL4,0.9975217726597905,0,Human
7,-7.0,Fibroblast,0.9038084728,hIL4,1.0,0,Human
8,-13.32162991,Fibroblast,0.0,hIL4,0.00138715397279441,0,Human
9,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
10,-11.51544993,Fibroblast,0.023490461929999998,hIL4,0.08143044233404144,0,Human
11,-10.61235995,Fibroblast,0.40071169570000004,hIL4,0.41219644864068283,0,Human
12,-9.709269961,Fibroblast,0.9819148217,hIL4,0.8470958562018126,0,Human
13,-8.806179974,Fibroblast,1.069210153,hIL4,0.9781424742176998,0,Human
14,-7.903089987,Fibroblast,0.9988738992,hIL4,0.9975217726597905,0,Human
15,-7.0,Fibroblast,0.9359023445,hIL4,1.0,0,Human
16,-13.32162991,Fibroblast,0.0,hIL4,0.00138715397279441,0,Human
17,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
18,-11.51544993,Fibroblast,0.0215310466,hIL4,0.08143044233404144,0,Human
19,-10.61235995,Fibroblast,0.36436116300000004,hIL4,0.41219644864068283,0,Human
20,-9.709269961,Fibroblast,0.9438075719,hIL4,0.8470958562018126,0,Human
21,-8.806179974,Fibroblast,1.0696155489999999,hIL4,0.9781424742176998,0,Human
22,-7.903089987,Fibroblast,1.027724601,hIL4,0.9975217726597905,0,Human
23,-7.0,Fibroblast,0.9136731155,hIL4,1.0,0,Human
24,-13.32162991,Fibroblast,0.008461594959999999,hIL4,0.00138715397279441,0,Human
25,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
26,-11.51544993,Fibroblast,0.01599991607,hIL4,0.08143044233404144,0,Human
27,-10.61235995,Fibroblast,0.2799513183,hIL4,0.41219644864068283,0,Human
28,-9.709269961,Fibroblast,0.9387596655,hIL4,0.8470958562018126,0,Human
29,-8.806179974,Fibroblast,0.9874833443,hIL4,0.9781424742176998,0,Human
30,-7.903089987,Fibroblast,1.002796051,hIL4,0.9975217726597905,0,Human
31,-7.0,Fibroblast,1.0021980209999999,hIL4,1.0,0,Human
32,-13.32162991,Fibroblast,0.0,hIL4,0.00138715397279441,0,Human
33,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
34,-11.51544993,Fibroblast,0.01282091635,hIL4,0.08143044233404144,0,Human
35,-10.61235995,Fibroblast,0.2753401949,hIL4,0.41219644864068283,0,Human
36,-9.709269961,Fibroblast,0.9040109954000001,hIL4,0.8470958562018126,0,Human
37,-8.806179974,Fibroblast,0.9322757651000001,hIL4,0.9781424742176998,0,Human
38,-7.903089987,Fibroblast,0.9810781319999999,hIL4,0.9975217726597905,0,Human
39,-7.0,Fibroblast,1.00333113,hIL4,1.0,0,Human
40,-13.32162991,Fibroblast,0.0,hIL4,0.00138715397279441,0,Human
41,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
42,-11.51544993,Fibroblast,0.01516582208,hIL4,0.08143044233404144,0,Human
43,-10.61235995,Fibroblast,0.2547396473,hIL4,0.41219644864068283,0,Human
44,-9.709269961,Fibroblast,0.8629200634,hIL4,0.8470958562018126,0,Human
45,-8.806179974,Fibroblast,0.9795043698000001,hIL4,0.9781424742176998,0,Human
46,-7.903089987,Fibroblast,0.9501379665,hIL4,0.9975217726597905,0,Human
47,-7.0,Fibroblast,1.060458699,hIL4,1.0,0,Human
48,-13.32162991,Fibroblast,0.0,hIL4,0.00138715397279441,0,Human
49,-12.41853992,Fibroblast,0.011511120619999999,hIL4,0.010986789373382993,0,Human
50,-11.51544993,Fibroblast,0.02413654159,hIL4,0.08143044233404144,0,Human
51,-10.61235995,Fibroblast,0.3983623764,hIL4,0.41219644864068283,0,Human
52,-9.709269961,Fibroblast,0.9650438010000001,hIL4,0.8470958562018126,0,Human
53,-8.806179974,Fibroblast,0.8812324958000001,hIL4,0.9781424742176998,0,Human
54,-7.903089987,Fibroblast,1.016530447,hIL4,0.9975217726597905,0,Human
55,-7.0,Fibroblast,0.9352561647000001,hIL4,1.0,0,Human
56,-13.32162991,Fibroblast,0.011451425959999999,hIL4,0.00138715397279441,0,Human
57,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
58,-11.51544993,Fibroblast,0.02995677112,hIL4,0.08143044233404144,0,Human
59,-10.61235995,Fibroblast,0.4508041368,hIL4,0.41219644864068283,0,Human
60,-9.709269961,Fibroblast,1.000800903,hIL4,0.8470958562018126,0,Human
61,-8.806179974,Fibroblast,0.9282718893,hIL4,0.9781424742176998,0,Human
62,-7.903089987,Fibroblast,0.9586863194999999,hIL4,0.9975217726597905,0,Human
63,-7.0,Fibroblast,0.9384796765,hIL4,1.0,0,Human
64,-13.32162991,Fibroblast,0.00772050959,hIL4,0.00138715397279441,0,Human
65,-12.41853992,Fibroblast,0.0,hIL4,0.010986789373382993,0,Human
66,-11.51544993,Fibroblast,0.032523641570000004,hIL4,0.08143044233404144,0,Human
67,-10.61235995,Fibroblast,0.4037945907,hIL4,0.41219644864068283,0,Human
68,-9.709269961,Fibroblast,1.003666247,hIL4,0.8470958562018126,0,Human
69,-8.806179974,Fibroblast,1.00318869,hIL4,0.9781424742176998,0,Human
70,-7.903089987,Fibroblast,1.107564806,hIL4,0.9975217726597905,0,Human
71,-7.0,Fibroblast,1.043482587,hIL4,1.0,0,Human
0,-13.32162991,Fibroblast,0.03332951951,hIL13,0.00010284387958299787,0,Human
1,-12.41853992,Fibroblast,0.0,hIL13,0.0008214180383220331,0,Human
2,-11.51544993,Fibroblast,0.0,hIL13,0.006487554758799399,0,Human
3,-10.61235995,Fibroblast,0.02697203803,hIL13,0.047207995902445905,0,Human
4,-9.709269961,Fibroblast,0.28222641190000003,hIL13,0.23044515744325178,0,Human
5,-8.806179974,Fibroblast,0.9354352486999999,hIL13,0.5300265358765482,0,Human
6,-7.903089987,Fibroblast,1.045601747,hIL13,0.720358303722552,0,Human
7,-7.0,Fibroblast,1.085985186,hIL13,0.7830542111682289,0,Human
8,-13.32162991,Fibroblast,0.01413768574,hIL13,0.00010284387958299787,0,Human
9,-12.41853992,Fibroblast,0.0,hIL13,0.0008214180383220331,0,Human
10,-11.51544993,Fibroblast,0.0,hIL13,0.006487554758799399,0,Human
11,-10.61235995,Fibroblast,0.0,hIL13,0.047207995902445905,0,Human
12,-9.709269961,Fibroblast,0.2582888525,hIL13,0.23044515744325178,0,Human
13,-8.806179974,Fibroblast,0.9533734946,hIL13,0.5300265358765482,0,Human
14,-7.903089987,Fibroblast,1.0242907529999998,hIL13,0.720358303722552,0,Human
15,-7.0,Fibroblast,1.00139785,hIL13,0.7830542111682289,0,Human
16,-13.32162991,Fibroblast,0.006138601059999999,hIL13,0.00010284387958299787,0,Human
17,-12.41853992,Fibroblast,0.0,hIL13,0.0008214180383220331,0,Human
18,-11.51544993,Fibroblast,0.0,hIL13,0.006487554758799399,0,Human
19,-10.61235995,Fibroblast,0.0063773797,hIL13,0.047207995902445905,0,Human
20,-9.709269961,Fibroblast,0.2755704571,hIL13,0.23044515744325178,0,Human
21,-8.806179974,Fibroblast,0.9473144863999999,hIL13,0.5300265358765482,0,Human
22,-7.903089987,Fibroblast,1.0650323590000002,hIL13,0.720358303722552,0,Human
23,-7.0,Fibroblast,0.9984131169,hIL13,0.7830542111682289,0,Human
0,-13.82677989,Monocyte,0.0,hIL4,0.000868466091900975,0,Human
1,-13.2247199,Monocyte,0.0,hIL4,0.0034648213049245347,0,Human
2,-12.6226599,Monocyte,0.0,hIL4,0.013716463818967886,0,Human
3,-12.02059991,Monocyte,0.0,hIL4,0.05269397653467586,0,Human
4,-11.41853992,Monocyte,0.08793910173000001,hIL4,0.18197087617710492,0,Human
5,-10.81647993,Monocyte,0.8284445289,hIL4,0.47072421800765407,0,Human
6,-10.21441994,Monocyte,1.19451108,hIL4,0.7805162971049759,0,Human
7,-9.612359948,Monocyte,0.9098520295,hIL4,0.9343446429756853,0,Human
8,-9.010299957,Monocyte,0.8973232311,hIL4,0.9827843306899631,0,Human
9,-8.408239965,Monocyte,0.8471486591999999,hIL4,0.9956907600756556,0,Human
10,-7.806179974,Monocyte,0.9208963732,hIL4,0.9989706046696165,0,Human
11,-7.204119983,Monocyte,1.1048500110000001,hIL4,0.9997939509423264,0,Human
12,-13.82677989,Monocyte,0.0,hIL4,0.000868466091900975,0,Human
13,-13.2247199,Monocyte,0.0,hIL4,0.0034648213049245347,0,Human
14,-12.6226599,Monocyte,0.0,hIL4,0.013716463818967886,0,Human
15,-12.02059991,Monocyte,0.1320570981,hIL4,0.05269397653467586,0,Human
16,-11.41853992,Monocyte,0.2442818802,hIL4,0.18197087617710492,0,Human
17,-10.81647993,Monocyte,0.5997197349000001,hIL4,0.47072421800765407,0,Human
18,-10.21441994,Monocyte,1.223547016,hIL4,0.7805162971049759,0,Human
19,-9.612359948,Monocyte,1.298304159,hIL4,0.9343446429756853,0,Human
20,-9.010299957,Monocyte,1.023858157,hIL4,0.9827843306899631,0,Human
21,-8.408239965,Monocyte,0.9213120204999999,hIL4,0.9956907600756556,0,Human
22,-7.806179974,Monocyte,0.8708405577,hIL4,0.9989706046696165,0,Human
23,-7.204119983,Monocyte,1.2056148020000002,hIL4,0.9997939509423264,0,Human
24,-13.2247199,Monocyte,0.0,hIL4,0.0034648213049245347,0,Human
25,-12.6226599,Monocyte,0.0,hIL4,0.013716463818967886,0,Human
26,-12.02059991,Monocyte,0.06897816634,hIL4,0.05269397653467586,0,Human
27,-11.41853992,Monocyte,0.3207568799,hIL4,0.18197087617710492,0,Human
28,-10.81647993,Monocyte,0.750491009,hIL4,0.47072421800765407,0,Human
29,-10.21441994,Monocyte,0.7182105110000001,hIL4,0.7805162971049759,0,Human
30,-9.612359948,Monocyte,0.8053770261,hIL4,0.9343446429756853,0,Human
31,-9.010299957,Monocyte,1.092141563,hIL4,0.9827843306899631,0,Human
32,-8.408239965,Monocyte,0.7532421878,hIL4,0.9956907600756556,0,Human
33,-7.806179974,Monocyte,0.8280742513,hIL4,0.9989706046696165,0,Human
34,-7.204119983,Monocyte,1.101954101,hIL4,0.9997939509423264,0,Human
35,-6.602059991,Monocyte,1.082374879,hIL4,1.0,0,Human
36,-13.2247199,Monocyte,0.0,hIL4,0.0034648213049245347,0,Human
37,-12.6226599,Monocyte,0.013954590270000001,hIL4,0.013716463818967886,0,Human
38,-12.02059991,Monocyte,0.0532047412,hIL4,0.05269397653467586,0,Human
39,-11.41853992,Monocyte,0.1819140562,hIL4,0.18197087617710492,0,Human
40,-10.81647993,Monocyte,0.601102,hIL4,0.47072421800765407,0,Human
41,-10.21441994,Monocyte,0.6220109589,hIL4,0.7805162971049759,0,Human
42,-9.612359948,Monocyte,0.9200094763,hIL4,0.9343446429756853,0,Human
43,-9.010299957,Monocyte,1.012815908,hIL4,0.9827843306899631,0,Human
44,-8.408239965,Monocyte,0.992044508,hIL4,0.9956907600756556,0,Human
45,-7.806179974,Monocyte,0.6392975323000001,hIL4,0.9989706046696165,0,Human
46,-7.204119983,Monocyte,0.9654956325,hIL4,0.9997939509423264,0,Human
47,-6.602059991,Monocyte,1.107502312,hIL4,1.0,0,Human
48,-13.2247199,Monocyte,0.00427961147,hIL4,0.0034648213049245347,0,Human
49,-12.6226599,Monocyte,0.01734771079,hIL4,0.013716463818967886,0,Human
50,-12.02059991,Monocyte,0.06480554514999999,hIL4,0.05269397653467586,0,Human
51,-11.41853992,Monocyte,0.2654123329,hIL4,0.18197087617710492,0,Human
52,-10.81647993,Monocyte,0.7208241309000001,hIL4,0.47072421800765407,0,Human
53,-10.21441994,Monocyte,0.6543373098,hIL4,0.7805162971049759,0,Human
54,-9.612359948,Monocyte,0.8210587452999999,hIL4,0.9343446429756853,0,Human
55,-9.010299957,Monocyte,0.7802037400999999,hIL4,0.9827843306899631,0,Human
56,-8.408239965,Monocyte,0.5780838039999999,hIL4,0.9956907600756556,0,Human
57,-7.806179974,Monocyte,1.083291938,hIL4,0.9989706046696165,0,Human
58,-7.204119983,Monocyte,0.571068298,hIL4,0.9997939509423264,0,Human
59,-6.602059991,Monocyte,1.1716047779999998,hIL4,1.0,0,Human
60,-13.82677989,Monocyte,0.0,hIL4,0.000868466091900975,0,Human
61,-13.2247199,Monocyte,0.00028814061,hIL4,0.0034648213049245347,0,Human
62,-12.6226599,Monocyte,0.00835607777,hIL4,0.013716463818967886,0,Human
63,-12.02059991,Monocyte,0.1155083681,hIL4,0.05269397653467586,0,Human
64,-11.41853992,Monocyte,0.5217506143,hIL4,0.18197087617710492,0,Human
65,-10.81647993,Monocyte,0.9426880318,hIL4,0.47072421800765407,0,Human
66,-10.21441994,Monocyte,1.07483652,hIL4,0.7805162971049759,0,Human
67,-9.612359948,Monocyte,1.079482788,hIL4,0.9343446429756853,0,Human
68,-9.010299957,Monocyte,1.033164184,hIL4,0.9827843306899631,0,Human
69,-8.408239965,Monocyte,1.143450004,hIL4,0.9956907600756556,0,Human
70,-7.806179974,Monocyte,1.065507968,hIL4,0.9989706046696165,0,Human
71,-7.204119983,Monocyte,1.102858195,hIL4,0.9997939509423264,0,Human
72,-13.82677989,Monocyte,0.0,hIL4,0.000868466091900975,0,Human
73,-13.2247199,Monocyte,0.0,hIL4,0.0034648213049245347,0,Human
