,Concentration,Cell,Experimental,Ligand,Predicted,Animal
55,-9.010299957,Monocyte,0.7802037400999999,hIL4,0.9809792197567604,Human
56,-8.408239965,Monocyte,0.5780838039999999,hIL4,0.9988867642684948,Human
57,-7.806179974,Monocyte,1.083291938,hIL4,0.9982819167247318,Human
58,-7.204119983,Monocyte,0.571068298,hIL4,0.9785268986532139,Human
59,-6.602059991,Monocyte,1.1716047779999998,hIL4,0.9104561315784299,Human
60,-13.82677989,Monocyte,0.0,hIL4,0.0005815807168356831,Human
61,-13.2247199,Monocyte,0.00028814061,hIL4,0.0023223006089909573,Human
62,-12.6226599,Monocyte,0.00835607777,hIL4,0.009225399133590786,Human
63,-12.02059991,Monocyte,0.1155083681,hIL4,0.03591486182160974,Human
64,-11.41853992,Monocyte,0.5217506143,hIL4,0.12977851166681312,Human
65,-10.81647993,Monocyte,0.9426880318,hIL4,0.3744065698790744,Human
66,-10.21441994,Monocyte,1.07483652,hIL4,0.7080758474271767,Human
67,-9.612359948,Monocyte,1.079482788,hIL4,0.9109907595131179,Human
68,-9.010299957,Monocyte,1.033164184,hIL4,0.9809792197567604,Human
69,-8.408239965,Monocyte,1.143450004,hIL4,0.9988867642684948,Human
70,-7.806179974,Monocyte,1.065507968,hIL4,0.9982819167247318,Human
71,-7.204119983,Monocyte,1.102858195,hIL4,0.9785268986532139,Human
72,-13.82677989,Monocyte,0.0,hIL4,0.0005815807168356831,Human
73,-13.2247199,Monocyte,0.0,hIL4,0.0023223006089909573,Human
74,-12.6226599,Monocyte,0.00731156805,hIL4,0.009225399133590786,Human
75,-12.02059991,Monocyte,0.1142117353,hIL4,0.03591486182160974,Human
76,-11.41853992,Monocyte,0.5131784310999999,hIL4,0.12977851166681312,Human
77,-10.81647993,Monocyte,0.7801767262,hIL4,0.3744065698790744,Human
78,-10.21441994,Monocyte,0.5303948327,hIL4,0.7080758474271767,Human
79,-9.612359948,Monocyte,0.8051729244000001,hIL4,0.9109907595131179,Human
80,-9.010299957,Monocyte,0.8812780637000001,hIL4,0.9809792197567604,Human
81,-8.408239965,Monocyte,0.9783814501000001,hIL4,0.9988867642684948,Human
82,-7.806179974,Monocyte,0.9679723705000001,hIL4,0.9982819167247318,Human
83,-7.204119983,Monocyte,0.6770944221,hIL4,0.9785268986532139,Human
84,-13.82677989,Monocyte,0.0,hIL4,0.0005815807168356831,Human
85,-13.2247199,Monocyte,0.0,hIL4,0.0023223006089909573,Human
86,-12.6226599,Monocyte,0.0063390934799999995,hIL4,0.009225399133590786,Human
87,-12.02059991,Monocyte,0.11017776680000001,hIL4,0.03591486182160974,Human
88,-11.41853992,Monocyte,0.4810147352,hIL4,0.12977851166681312,Human
89,-10.81647993,Monocyte,0.8545890395000001,hIL4,0.3744065698790744,Human
90,-10.21441994,Monocyte,0.9868815982,hIL4,0.7080758474271767,Human
91,-9.612359948,Monocyte,1.00290942,hIL4,0.9109907595131179,Human
92,-9.010299957,Monocyte,1.071739009,hIL4,0.9809792197567604,Human
93,-8.408239965,Monocyte,1.094574152,hIL4,0.9988867642684948,Human
94,-7.806179974,Monocyte,0.9482347386,hIL4,0.9982819167247318,Human
95,-7.204119983,Monocyte,1.0219267,hIL4,0.9785268986532139,Human
96,-13.91568628,Monocyte,0.0,hIL4,0.00047396909750254193,Human
97,-13.07058824,Monocyte,0.1486457948,hIL4,0.003308443732619919,Human
98,-12.2254902,Monocyte,0.0,hIL4,0.022711556161598444,Human
99,-11.38039216,Monocyte,0.349268782,hIL4,0.14003730012983356,Human
100,-10.53529412,Monocyte,0.4371733277,hIL4,0.5344625297475187,Human
101,-9.69019608,Monocyte,0.9049944565,hIL4,0.8942344494862468,Human
102,-8.84509804,Monocyte,0.9543582704000001,hIL4,0.9888186337843288,Human
103,-8.0,Monocyte,1.04564173,hIL4,1.0,Human
104,-13.91568628,Monocyte,0.01061234447,hIL4,0.00047396909750254193,Human
105,-13.07058824,Monocyte,0.0,hIL4,0.003308443732619919,Human
106,-12.2254902,Monocyte,0.0,hIL4,0.022711556161598444,Human
107,-11.38039216,Monocyte,0.1661838253,hIL4,0.14003730012983356,Human
108,-10.53529412,Monocyte,0.8288606977,hIL4,0.5344625297475187,Human
109,-9.69019608,Monocyte,1.103546597,hIL4,0.8942344494862468,Human
110,-8.84509804,Monocyte,0.9412966577,hIL4,0.9888186337843288,Human
111,-8.0,Monocyte,0.982282264,hIL4,1.0,Human
112,-13.91568628,Monocyte,0.0,hIL4,0.00047396909750254193,Human
113,-13.07058824,Monocyte,0.0,hIL4,0.003308443732619919,Human
114,-12.2254902,Monocyte,0.0,hIL4,0.022711556161598444,Human
115,-11.38039216,Monocyte,0.1653604538,hIL4,0.14003730012983356,Human
116,-10.53529412,Monocyte,0.8262533544999999,hIL4,0.5344625297475187,Human
117,-9.69019608,Monocyte,1.1768266649999999,hIL4,0.8942344494862468,Human
118,-8.84509804,Monocyte,0.9344352281,hIL4,0.9888186337843288,Human
119,-8.0,Monocyte,0.8616125884,hIL4,1.0,Human
120,-13.91568628,Monocyte,0.020900109769999998,hIL4,0.00047396909750254193,Human
121,-13.07058824,Monocyte,0.042414928649999996,hIL4,0.003308443732619919,Human
122,-12.2254902,Monocyte,0.00526893524,hIL4,0.022711556161598444,Human
123,-11.38039216,Monocyte,0.1119648738,hIL4,0.14003730012983356,Human
124,-10.53529412,Monocyte,0.7803293085,hIL4,0.5344625297475187,Human
125,-9.69019608,Monocyte,0.7042810099000001,hIL4,0.8942344494862468,Human
126,-8.84509804,Monocyte,0.888079034,hIL4,0.9888186337843288,Human
127,-8.0,Monocyte,1.111920966,hIL4,1.0,Human
128,-13.91568628,Monocyte,0.00923558001,hIL4,0.00047396909750254193,Human
129,-13.07058824,Monocyte,0.04130558619,hIL4,0.003308443732619919,Human
130,-12.2254902,Monocyte,0.01941653435,hIL4,0.022711556161598444,Human
131,-11.38039216,Monocyte,0.1407880543,hIL4,0.14003730012983356,Human
132,-10.53529412,Monocyte,0.8258935605000001,hIL4,0.5344625297475187,Human
133,-9.69019608,Monocyte,1.201061728,hIL4,0.8942344494862468,Human
134,-8.84509804,Monocyte,1.147248112,hIL4,0.9888186337843288,Human
135,-8.0,Monocyte,0.7528088526000001,hIL4,1.0,Human
136,-13.91568628,Monocyte,0.00770843686,hIL4,0.00047396909750254193,Human
137,-13.07058824,Monocyte,0.02712497121,hIL4,0.003308443732619919,Human
138,-12.2254902,Monocyte,0.0266886446,hIL4,0.022711556161598444,Human
139,-11.38039216,Monocyte,0.1311888688,hIL4,0.14003730012983356,Human
140,-10.53529412,Monocyte,0.7800065449,hIL4,0.5344625297475187,Human
141,-9.69019608,Monocyte,1.083980753,hIL4,0.8942344494862468,Human
142,-8.84509804,Monocyte,1.185644854,hIL4,0.9888186337843288,Human
143,-8.0,Monocyte,0.6292556995,hIL4,1.0,Human
0,-12.6226599,Monocyte,0.007659786710000001,hNeo4,0.000297619080517882,Human
1,-12.02059991,Monocyte,0.0,hNeo4,0.0011886661072412236,Human
2,-11.41853992,Monocyte,0.01425076598,hNeo4,0.004725919909459286,Human
3,-10.81647993,Monocyte,0.0,hNeo4,0.01845734133171975,Human
4,-10.21441994,Monocyte,0.0,hNeo4,0.06745828492126336,Human
5,-9.612359948,Monocyte,0.07297579745,hNeo4,0.20059277750773483,Human
6,-9.010299957,Monocyte,0.5028739044999999,hNeo4,0.3959552761198301,Human
7,-8.408239965,Monocyte,0.7639598128,hNeo4,0.5233899340553936,Human
8,-7.806179974,Monocyte,0.7272047123000001,hNeo4,0.5691800180501982,Human
9,-7.204119983,Monocyte,0.775479182,hNeo4,0.5818788377733896,Human
10,-6.602059991,Monocyte,0.7867610384,hNeo4,0.585026963823056,Human
11,-6.0,Monocyte,0.6871244328999999,hNeo4,0.5853560780170224,Human
12,-12.6226599,Monocyte,0.0,hNeo4,0.000297619080517882,Human
13,-12.02059991,Monocyte,0.0,hNeo4,0.0011886661072412236,Human
14,-11.41853992,Monocyte,0.06264399210999999,hNeo4,0.004725919909459286,Human
15,-10.81647993,Monocyte,0.0,hNeo4,0.01845734133171975,Human
16,-10.21441994,Monocyte,0.0,hNeo4,0.06745828492126336,Human
17,-9.612359948,Monocyte,0.02072298886,hNeo4,0.20059277750773483,Human
18,-9.010299957,Monocyte,0.44450514220000004,hNeo4,0.3959552761198301,Human
19,-8.408239965,Monocyte,0.5691399663,hNeo4,0.5233899340553936,Human
20,-7.806179974,Monocyte,0.671032943,hNeo4,0.5691800180501982,Human
21,-7.204119983,Monocyte,0.8963138019,hNeo4,0.5818788377733896,Human
22,-6.602059991,Monocyte,0.8525520747,hNeo4,0.585026963823056,Human
23,-6.0,Monocyte,0.8223285751999999,hNeo4,0.5853560780170224,Human
24,-12.6226599,Monocyte,0.00776443796,hNeo4,0.000297619080517882,Human
25,-12.02059991,Monocyte,0.00515081809,hNeo4,0.0011886661072412236,Human
26,-11.41853992,Monocyte,0.0057469068300000006,hNeo4,0.004725919909459286,Human
27,-10.81647993,Monocyte,0.00487570021,hNeo4,0.01845734133171975,Human
28,-10.21441994,Monocyte,0.01638479821,hNeo4,0.06745828492126336,Human
29,-9.612359948,Monocyte,0.0679235478,hNeo4,0.20059277750773483,Human
30,-9.010299957,Monocyte,0.2102970509,hNeo4,0.3959552761198301,Human
31,-8.408239965,Monocyte,0.5132935431,hNeo4,0.5233899340553936,Human
32,-7.806179974,Monocyte,0.5750116543,hNeo4,0.5691800180501982,Human
33,-7.204119983,Monocyte,0.48504810740000004,hNeo4,0.5818788377733896,Human
34,-6.602059991,Monocyte,0.7608996355,hNeo4,0.585026963823056,Human
35,-6.0,Monocyte,0.708994062,hNeo4,0.5853560780170224,Human
36,-12.6226599,Monocyte,0.00716834922,hNeo4,0.000297619080517882,Human
37,-12.02059991,Monocyte,0.0054717889500000005,hNeo4,0.0011886661072412236,Human
38,-11.41853992,Monocyte,0.0056093478900000006,hNeo4,0.004725919909459286,Human
39,-10.81647993,Monocyte,0.00070307903,hNeo4,0.01845734133171975,Human
40,-10.21441994,Monocyte,0.007672732,hNeo4,0.06745828492126336,Human
41,-9.612359948,Monocyte,0.05059112133,hNeo4,0.20059277750773483,Human
42,-9.010299957,Monocyte,0.1982835701,hNeo4,0.3959552761198301,Human
43,-8.408239965,Monocyte,0.4348849472,hNeo4,0.5233899340553936,Human
44,-7.806179974,Monocyte,0.5906016675,hNeo4,0.5691800180501982,Human
45,-7.204119983,Monocyte,0.575653596,hNeo4,0.5818788377733896,Human
46,-6.602059991,Monocyte,0.5514890754999999,hNeo4,0.585026963823056,Human
47,-6.0,Monocyte,0.7930425744999999,hNeo4,0.5853560780170224,Human
48,-12.6226599,Monocyte,0.00923173332,hNeo4,0.000297619080517882,Human
49,-12.02059991,Monocyte,0.00446302339,hNeo4,0.0011886661072412236,Human
50,-11.41853992,Monocyte,0.0026289041899999997,hNeo4,0.004725919909459286,Human
51,-10.81647993,Monocyte,0.0085897916,hNeo4,0.01845734133171975,Human
52,-10.21441994,Monocyte,0.0012991677700000001,hNeo4,0.06745828492126336,Human
53,-9.612359948,Monocyte,0.07122496236,hNeo4,0.20059277750773483,Human
54,-9.010299957,Monocyte,0.23886345750000001,hNeo4,0.3959552761198301,Human
55,-8.408239965,Monocyte,0.38540958170000006,hNeo4,0.5233899340553936,Human
56,-7.806179974,Monocyte,0.3185559368,hNeo4,0.5691800180501982,Human
57,-7.204119983,Monocyte,0.37880675259999996,hNeo4,0.5818788377733896,Human
58,-6.602059991,Monocyte,0.5195754014,hNeo4,0.585026963823056,Human
59,-6.0,Monocyte,0.4575821724,hNeo4,0.5853560780170224,Human
60,-12.6226599,Monocyte,0.00857218323,hNeo4,0.000297619080517882,Human
61,-12.02059991,Monocyte,0.010661202670000001,hNeo4,0.0011886661072412236,Human
62,-11.41853992,Monocyte,0.0,hNeo4,0.004725919909459286,Human
63,-10.81647993,Monocyte,0.0,hNeo4,0.01845734133171975,Human
64,-10.21441994,Monocyte,0.0428969337,hNeo4,0.06745828492126336,Human
65,-9.612359948,Monocyte,0.22831541789999998,hNeo4,0.20059277750773483,Human
66,-9.010299957,Monocyte,0.5421005450999999,hNeo4,0.3959552761198301,Human
67,-8.408239965,Monocyte,0.8081263657,hNeo4,0.5233899340553936,Human
68,-7.806179974,Monocyte,0.9072107187999999,hNeo4,0.5691800180501982,Human
69,-7.204119983,Monocyte,1.007015424,hNeo4,0.5818788377733896,Human
70,-6.602059991,Monocyte,1.000388189,hNeo4,0.585026963823056,Human
71,-6.0,Monocyte,0.7592865317999999,hNeo4,0.5853560780170224,Human
72,-12.6226599,Monocyte,0.00886032384,hNeo4,0.000297619080517882,Human
73,-12.02059991,Monocyte,0.00713148016,hNeo4,0.0011886661072412236,Human
74,-11.41853992,Monocyte,0.0,hNeo4,0.004725919909459286,Human
75,-10.81647993,Monocyte,0.0,hNeo4,0.01845734133171975,Human
76,-10.21441994,Monocyte,0.041204107600000005,hNeo4,0.06745828492126336,Human
77,-9.612359948,Monocyte,0.2117473327,hNeo4,0.20059277750773483,Human
78,-9.010299957,Monocyte,0.5633148977,hNeo4,0.3959552761198301,Human
79,-8.408239965,Monocyte,0.7776554959,hNeo4,0.5233899340553936,Human
80,-7.806179974,Monocyte,0.9357006219,hNeo4,0.5691800180501982,Human
81,-7.204119983,Monocyte,0.9906994613000001,hNeo4,0.5818788377733896,Human
82,-6.602059991,Monocyte,0.9939770608,hNeo4,0.585026963823056,Human
83,-6.0,Monocyte,0.9194927124,hNeo4,0.5853560780170224,Human
84,-12.6226599,Monocyte,0.00018008788,hNeo4,0.000297619080517882,Human
85,-12.02059991,Monocyte,0.00219707217,hNeo4,0.0011886661072412236,Human
86,-11.41853992,Monocyte,0.0,hNeo4,0.004725919909459286,Human
87,-10.81647993,Monocyte,0.0,hNeo4,0.01845734133171975,Human
88,-10.21441994,Monocyte,0.03241581892,hNeo4,0.06745828492126336,Human
89,-9.612359948,Monocyte,0.24088555209999998,hNeo4,0.20059277750773483,Human
90,-9.010299957,Monocyte,0.5836648284,hNeo4,0.3959552761198301,Human
91,-8.408239965,Monocyte,0.8308894741,hNeo4,0.5233899340553936,Human
92,-7.806179974,Monocyte,0.8860684014,hNeo4,0.5691800180501982,Human
93,-7.204119983,Monocyte,0.9734110246000001,hNeo4,0.5818788377733896,Human
94,-6.602059991,Monocyte,1.0047463159999999,hNeo4,0.585026963823056,Human
95,-6.0,Monocyte,0.9748877452000001,hNeo4,0.5853560780170224,Human
96,-12.6227,Monocyte,0.00765979,hNeo4,0.000297591615474766,Human
97,-12.0206,Monocyte,0.0,hNeo4,0.0011886658614102307,Human
98,-11.4185,Monocyte,0.01425077,hNeo4,0.0047263508301094315,Human
99,-10.8165,Monocyte,0.0,hNeo4,0.018456515235400206,Human
100,-10.2144,Monocyte,0.0,hNeo4,0.06746102585071431,Human
101,-9.61236,Monocyte,0.0729758,hNeo4,0.20059276170732648,Human
102,-9.0103,Monocyte,0.5028739,hNeo4,0.3959552633925914,Human
103,-8.40824,Monocyte,0.7639598,hNeo4,0.5233899295304063,Human
104,-7.80618,Monocyte,0.7272047,hNeo4,0.5691800170569172,Human
105,-7.20412,Monocyte,0.7754792,hNeo4,0.5818788376051923,Human
106,-6.60206,Monocyte,0.786761,hNeo4,0.5850269638037258,Human
107,-6.0,Monocyte,0.6871244,hNeo4,0.5853560780170224,Human
108,-12.6227,Monocyte,0.0,hNeo4,0.000297591615474766,Human
109,-12.0206,Monocyte,0.0,hNeo4,0.0011886658614102307,Human
110,-11.4185,Monocyte,0.06264399,hNeo4,0.0047263508301094315,Human
111,-10.8165,Monocyte,0.0,hNeo4,0.018456515235400206,Human
112,-10.2144,Monocyte,0.0,hNeo4,0.06746102585071431,Human
113,-9.61236,Monocyte,0.02072299,hNeo4,0.20059276170732648,Human
114,-9.0103,Monocyte,0.4445051,hNeo4,0.3959552633925914,Human
115,-8.40824,Monocyte,0.56914,hNeo4,0.5233899295304063,Human
116,-7.80618,Monocyte,0.6710329,hNeo4,0.5691800170569172,Human
117,-7.20412,Monocyte,0.8963137999999999,hNeo4,0.5818788376051923,Human
118,-6.60206,Monocyte,0.8525521,hNeo4,0.5850269638037258,Human
119,-6.0,Monocyte,0.8223286000000001,hNeo4,0.5853560780170224,Human
120,-11.91568628,Monocyte,0.07193390001,hNeo4,0.0015126309374354603,Human
121,-11.07058824,Monocyte,0.01818805765,hNeo4,0.01042700627459037,Human
122,-10.2254902,Monocyte,0.09183781215,hNeo4,0.06595147336224177,Human
123,-9.38039216,Monocyte,0.1960561744,hNeo4,0.27562844153716864,Human
124,-8.53529412,Monocyte,0.5936064622,hNeo4,0.5049794475198174,Human
125,-7.69019608,Monocyte,1.007681749,hNeo4,0.573094674461237,Human
126,-6.84509804,Monocyte,0.8351987751,hNeo4,0.5842762696601932,Human
127,-6.0,Monocyte,0.8087482182,hNeo4,0.5853560780170224,Human
128,-11.91568628,Monocyte,0.008416687,hNeo4,0.0015126309374354603,Human
129,-11.07058824,Monocyte,0.0,hNeo4,0.01042700627459037,Human
130,-10.2254902,Monocyte,0.0,hNeo4,0.06595147336224177,Human
131,-9.38039216,Monocyte,0.02794888997,hNeo4,0.27562844153716864,Human
132,-8.53529412,Monocyte,0.2459136375,hNeo4,0.5049794475198174,Human
133,-7.69019608,Monocyte,0.4803915589,hNeo4,0.573094674461237,Human
134,-6.84509804,Monocyte,0.5306629666,hNeo4,0.5842762696601932,Human
135,-6.0,Monocyte,0.49791107590000006,hNeo4,0.5853560780170224,Human
136,-11.91568628,Monocyte,0.0,hNeo4,0.0015126309374354603,Human
137,-11.07058824,Monocyte,0.0,hNeo4,0.01042700627459037,Human
138,-10.2254902,Monocyte,0.0,hNeo4,0.06595147336224177,Human
139,-9.38039216,Monocyte,0.03105940473,hNeo4,0.27562844153716864,Human
140,-8.53529412,Monocyte,0.27399975600000004,hNeo4,0.5049794475198174,Human
141,-7.69019608,Monocyte,0.5006099049,hNeo4,0.573094674461237,Human
142,-6.84509804,Monocyte,0.5041778483,hNeo4,0.5842762696601932,Human
143,-6.0,Monocyte,0.4276500366,hNeo4,0.5853560780170224,Human
144,-11.91568628,Monocyte,0.0,hNeo4,0.0015126309374354603,Human
145,-11.07058824,Monocyte,0.0,hNeo4,0.01042700627459037,Human
146,-10.2254902,Monocyte,0.012118551040000002,hNeo4,0.06595147336224177,Human
147,-9.38039216,Monocyte,0.1024807903,hNeo4,0.27562844153716864,Human
148,-8.53529412,Monocyte,0.5437541164,hNeo4,0.5049794475198174,Human
149,-7.69019608,Monocyte,0.8010537870000001,hNeo4,0.573094674461237,Human
150,-6.84509804,Monocyte,0.8970362239,hNeo4,0.5842762696601932,Human
151,-6.0,Monocyte,0.7102524698,hNeo4,0.5853560780170224,Human
152,-11.91568628,Monocyte,0.0,hNeo4,0.0015126309374354603,Human
153,-11.07058824,Monocyte,0.0026179596900000003,hNeo4,0.01042700627459037,Human
154,-10.2254902,Monocyte,0.0118535397,hNeo4,0.06595147336224177,Human
155,-9.38039216,Monocyte,0.1423151975,hNeo4,0.27562844153716864,Human
156,-8.53529412,Monocyte,0.5731150084,hNeo4,0.5049794475198174,Human
157,-7.69019608,Monocyte,0.7980413783,hNeo4,0.573094674461237,Human
158,-6.84509804,Monocyte,0.8998509217,hNeo4,0.5842762696601932,Human
159,-6.0,Monocyte,0.7067763947,hNeo4,0.5853560780170224,Human
160,-11.91568628,Monocyte,0.0,hNeo4,0.0015126309374354603,Human
161,-11.07058824,Monocyte,0.0,hNeo4,0.01042700627459037,Human
162,-10.2254902,Monocyte,0.00407238174,hNeo4,0.06595147336224177,Human
163,-9.38039216,Monocyte,0.1254439017,hNeo4,0.27562844153716864,Human
164,-8.53529412,Monocyte,0.4983577151,hNeo4,0.5049794475198174,Human
165,-7.69019608,Monocyte,0.8348382561,hNeo4,0.573094674461237,Human
166,-6.84509804,Monocyte,0.8909062260999999,hNeo4,0.5842762696601932,Human
167,-6.0,Monocyte,0.6659798563,hNeo4,0.5853560780170224,Human
0,-13.8268,Monocyte,0.10984970000000001,hIL13,2.1401210088789034e-05,Human
1,-13.2247,Monocyte,0.01270693,hIL13,8.560153950631074e-05,Human
2,-12.6227,Monocyte,0.1083058,hIL13,0.0003421800442466493,Human
3,-12.0206,Monocyte,0.2762867,hIL13,0.0013659918845408089,Human
4,-11.4185,Monocyte,0.0,hIL13,0.005419264484095134,Human
5,-10.8165,Monocyte,0.1670902,hIL13,0.02097995285524042,Human
6,-10.2144,Monocyte,0.5063178,hIL13,0.07439540731803679,Human
7,-9.61236,Monocyte,0.9221433,hIL13,0.2046048590640429,Human
8,-9.0103,Monocyte,1.035793,hIL13,0.3636321296105374,Human
9,-8.40824,Monocyte,0.6102891,hIL13,0.4503152547990398,Human
10,-7.80618,Monocyte,0.9951191,hIL13,0.4743230087129676,Human
11,-7.20412,Monocyte,1.4748949999999998,hIL13,0.4630865639282396,Human
12,-13.8268,Monocyte,0.0,hIL13,2.1401210088789034e-05,Human
13,-13.2247,Monocyte,0.0,hIL13,8.560153950631074e-05,Human
14,-12.6227,Monocyte,0.0,hIL13,0.0003421800442466493,Human
15,-12.0206,Monocyte,0.5491889,hIL13,0.0013659918845408089,Human
16,-11.4185,Monocyte,0.0,hIL13,0.005419264484095134,Human
17,-10.8165,Monocyte,0.16269619999999999,hIL13,0.02097995285524042,Human
18,-10.2144,Monocyte,0.7865234999999999,hIL13,0.07439540731803679,Human
19,-9.61236,Monocyte,0.6854618000000001,hIL13,0.2046048590640429,Human
20,-9.0103,Monocyte,0.786761,hIL13,0.3636321296105374,Human
21,-8.40824,Monocyte,0.9276654999999999,hIL13,0.4503152547990398,Human
22,-7.80618,Monocyte,1.3999000000000001,hIL13,0.4743230087129676,Human
23,-7.20412,Monocyte,1.084899,hIL13,0.4630865639282396,Human
24,-13.91568628,Monocyte,0.023098041290000003,hIL13,1.7440364269780896e-05,Human
25,-13.07058824,Monocyte,0.1101050631,hIL13,0.00012205655407762579,Human
26,-12.2254902,Monocyte,0.1773137638,hIL13,0.0008531242499863983,Human
27,-11.38039216,Monocyte,0.06807982683,hIL13,0.005910293983396345,Human
28,-10.53529412,Monocyte,0.2588300512,hIL13,0.038586907807261386,Human
29,-9.69019608,Monocyte,1.017396125,hIL13,0.18358216265422478,Human
30,-8.84509804,Monocyte,1.042368407,hIL13,0.39599558314296285,Human
31,-8.0,Monocyte,1.096061454,hIL13,0.47100350474147085,Human
32,-13.91568628,Monocyte,0.00059465723,hIL13,1.7440364269780896e-05,Human
33,-13.07058824,Monocyte,0.0,hIL13,0.00012205655407762579,Human
34,-12.2254902,Monocyte,0.0,hIL13,0.0008531242499863983,Human
35,-11.38039216,Monocyte,0.0,hIL13,0.005910293983396345,Human
36,-10.53529412,Monocyte,0.04263234935,hIL13,0.038586907807261386,Human
37,-9.69019608,Monocyte,0.5383935106,hIL13,0.18358216265422478,Human
38,-8.84509804,Monocyte,0.7322517687,hIL13,0.39599558314296285,Human
39,-8.0,Monocyte,0.7290040254,hIL13,0.47100350474147085,Human
40,-13.91568628,Monocyte,0.00182971456,hIL13,1.7440364269780896e-05,Human
41,-13.07058824,Monocyte,0.0,hIL13,0.00012205655407762579,Human
42,-12.2254902,Monocyte,0.0,hIL13,0.0008531242499863983,Human
43,-11.38039216,Monocyte,0.0,hIL13,0.005910293983396345,Human
44,-10.53529412,Monocyte,0.02598194682,hIL13,0.038586907807261386,Human
45,-9.69019608,Monocyte,0.5022566479999999,hIL13,0.18358216265422478,Human
46,-8.84509804,Monocyte,0.688064162,hIL13,0.39599558314296285,Human
47,-8.0,Monocyte,0.6552207856,hIL13,0.47100350474147085,Human
48,-13.91568628,Monocyte,0.0,hIL13,1.7440364269780896e-05,Human
49,-13.07058824,Monocyte,0.0,hIL13,0.00012205655407762579,Human
50,-12.2254902,Monocyte,0.0006147091100000001,hIL13,0.0008531242499863983,Human
51,-11.38039216,Monocyte,0.00166849616,hIL13,0.005910293983396345,Human
52,-10.53529412,Monocyte,0.07095499451000001,hIL13,0.038586907807261386,Human
53,-9.69019608,Monocyte,0.5436663008,hIL13,0.18358216265422478,Human
54,-8.84509804,Monocyte,0.7941163557,hIL13,0.39599558314296285,Human
55,-8.0,Monocyte,0.8291547749999999,hIL13,0.47100350474147085,Human
56,-13.91568628,Monocyte,0.011199049780000001,hIL13,1.7440364269780896e-05,Human
57,-13.07058824,Monocyte,0.00072721102,hIL13,0.00012205655407762579,Human
58,-12.2254902,Monocyte,0.0,hIL13,0.0008531242499863983,Human
59,-11.38039216,Monocyte,0.008290205680000001,hIL13,0.005910293983396345,Human
60,-10.53529412,Monocyte,0.08370198892,hIL13,0.038586907807261386,Human
61,-9.69019608,Monocyte,0.6776879537,hIL13,0.18358216265422478,Human
62,-8.84509804,Monocyte,1.074090683,hIL13,0.39599558314296285,Human
63,-8.0,Monocyte,0.9309755536000001,hIL13,0.47100350474147085,Human
64,-13.91568628,Monocyte,0.0,hIL13,1.7440364269780896e-05,Human
65,-13.07058824,Monocyte,0.00152714315,hIL13,0.00012205655407762579,Human
66,-12.2254902,Monocyte,0.0,hIL13,0.0008531242499863983,Human
67,-11.38039216,Monocyte,0.0,hIL13,0.005910293983396345,Human
68,-10.53529412,Monocyte,0.08224756687,hIL13,0.038586907807261386,Human
69,-9.69019608,Monocyte,0.6672888361,hIL13,0.18358216265422478,Human
70,-8.84509804,Monocyte,1.044420473,hIL13,0.39599558314296285,Human
71,-8.0,Monocyte,0.8911243894,hIL13,0.47100350474147085,Human
0,-13.7513,A20,0.052614999999999995,mIL4,0.0006315084982815788,Mouse
1,-12.908,A20,0.05475955,mIL4,0.004385790802993748,Mouse
2,-12.06,A20,0.04506007,mIL4,0.03010944237119996,Mouse
3,-11.216,A20,0.29101,mIL4,0.17819995848198117,Mouse
4,-10.3709,A20,0.8759487,mIL4,0.6034667233731831,Mouse
5,-9.52584,A20,0.9026988,mIL4,0.9156129113824729,Mouse
6,-8.68075,A20,0.9593640000000001,mIL4,0.9886676810058947,Mouse
7,-7.83565,A20,1.3437700000000001,mIL4,1.0,Mouse
8,-13.7513,A20,0.052206999999999996,mIL4,0.0006315084982815788,Mouse
9,-12.908,A20,0.02188,mIL4,0.004385790802993748,Mouse
10,-12.06,A20,0.033829,mIL4,0.03010944237119996,Mouse
11,-11.216,A20,0.2959194,mIL4,0.17819995848198117,Mouse
12,-10.3709,A20,0.84827,mIL4,0.6034667233731831,Mouse
13,-9.52584,A20,0.97368,mIL4,0.9156129113824729,Mouse
14,-8.68075,A20,0.8404170000000001,mIL4,0.9886676810058947,Mouse
15,-7.83565,A20,1.0452299999999999,mIL4,1.0,Mouse
16,-13.7513,A20,0.005139,mIL4,0.0006315084982815788,Mouse
17,-12.908,A20,0.031582,mIL4,0.004385790802993748,Mouse
18,-12.06,A20,0.024548,mIL4,0.03010944237119996,Mouse
19,-11.216,A20,0.307967,mIL4,0.17819995848198117,Mouse
20,-10.3709,A20,0.73923,mIL4,0.6034667233731831,Mouse
21,-9.52584,A20,1.010108,mIL4,0.9156129113824729,Mouse
22,-8.68075,A20,0.8890175,mIL4,0.9886676810058947,Mouse
23,-7.83565,A20,1.03553,mIL4,1.0,Mouse
0,-11.26167,A20,0.05261546,mNeo4,0.00038510138682507365,Mouse
1,-10.3716,A20,0.0,mNeo4,0.002981872560518165,Mouse
2,-9.52652,A20,0.11152699999999999,mNeo4,0.02049700623308271,Mouse
3,-8.6814,A20,0.025966999999999997,mNeo4,0.1274466268238399,Mouse
4,-7.83632,A20,0.30806,mNeo4,0.5004606613890079,Mouse
5,-6.99123,A20,0.7000030599999999,mNeo4,0.8596179697495031,Mouse
6,-6.14613,A20,0.7974339,mNeo4,0.9536458624190133,Mouse
