,Ligand,Receptor,$K_D$
0,mIL4,IL4Rα,5.86182385638297
0,mNeo4,IL4Rα,5.999999999999999
0,hIL4,IL4Rα,5.035832365750143
0,hNeo4,IL4Rα,3.9265561630842596
0,hIL13,IL13Rα,5.999999990454312
