,Experimental,Ligand,Predicted,Cell,Donor,Animal,Concentration
33,1.1301860000000001,hIL4,1.0,Ramos,0,Human,-7.0
34,0.014945120000000001,hIL4,0.00019125223122558836,Ramos,0,Human,-13.6797
35,0.00043409000000000004,hIL4,0.0017180838456686011,Ramos,0,Human,-12.7255
36,0.02337888,hIL4,0.015224974530293674,Ramos,0,Human,-11.7712
37,0.44481879999999996,hIL4,0.12045708436268165,Ramos,0,Human,-10.817
38,1.0534139999999999,hIL4,0.5361893105701557,Ramos,0,Human,-9.86273
39,1.075738,hIL4,0.9081222638223723,Ramos,0,Human,-8.90849
40,1.0026869999999999,hIL4,0.9898420132813301,Ramos,0,Human,-7.95424
41,1.091366,hIL4,1.0,Ramos,0,Human,-7.0
42,0.03850394743,hIL4,1.9129111351623915e-05,Ramos,0,Human,-14.67969757
43,0.0017201076200000001,hIL4,0.00017213175171705106,Ramos,0,Human,-13.72545506
44,0.0,hIL4,0.0015467402474392189,Ramos,0,Human,-12.77121255
45,0.03047677855,hIL4,0.013725997050429204,Ramos,0,Human,-11.81697004
46,0.3777620959,hIL4,0.10989551177735031,Ramos,0,Human,-10.86272753
47,1.0510739649999998,hIL4,0.5109033320412765,Ramos,0,Human,-9.908485019
48,0.946015084,hIL4,0.8989764461381788,Ramos,0,Human,-8.954242509
49,1.002910951,hIL4,0.9885891635965272,Ramos,0,Human,-8.0
50,0.01240457459,hIL4,1.9129111351623915e-05,Ramos,0,Human,-14.67969757
51,0.09027870927000001,hIL4,0.00017213175171705106,Ramos,0,Human,-13.72545506
52,0.0038665881299999997,hIL4,0.0015467402474392189,Ramos,0,Human,-12.77121255
53,0.02885069604,hIL4,0.013725997050429204,Ramos,0,Human,-11.81697004
54,0.3464357989,hIL4,0.10989551177735031,Ramos,0,Human,-10.86272753
55,1.070625011,hIL4,0.5109033320412765,Ramos,0,Human,-9.908485019
56,0.9727880841,hIL4,0.8989764461381788,Ramos,0,Human,-8.954242509
57,0.9615207414,hIL4,0.9885891635965272,Ramos,0,Human,-8.0
58,0.00533624154,hIL4,1.9129111351623915e-05,Ramos,0,Human,-14.67969757
59,0.08565979856,hIL4,0.00017213175171705106,Ramos,0,Human,-13.72545506
60,0.00176708326,hIL4,0.0015467402474392189,Ramos,0,Human,-12.77121255
61,0.01786328724,hIL4,0.013725997050429204,Ramos,0,Human,-11.81697004
62,0.36932040190000004,hIL4,0.10989551177735031,Ramos,0,Human,-10.86272753
63,1.065656183,hIL4,0.5109033320412765,Ramos,0,Human,-9.908485019
64,0.9808361861,hIL4,0.8989764461381788,Ramos,0,Human,-8.954242509
65,0.9485737947,hIL4,0.9885891635965272,Ramos,0,Human,-8.0
0,0.0,hNeo4,1.4714156183816546e-09,Ramos,0,Human,-14.2247
1,0.0,hNeo4,1.1771596150118273e-08,Ramos,0,Human,-13.3216
2,0.0,hNeo4,9.417492781974236e-08,Ramos,0,Human,-12.4185
3,0.00232776,hNeo4,7.534159843070365e-07,Ramos,0,Human,-11.5154
4,0.07662714,hNeo4,6.026027393346856e-06,Ramos,0,Human,-10.6124
5,0.6123836,hNeo4,4.820934961724263e-05,Ramos,0,Human,-9.70927
6,1.048193,hNeo4,0.0003854630251364633,Ramos,0,Human,-8.80618
7,1.042433,hNeo4,0.003070220575472151,Ramos,0,Human,-7.90309
8,1.057231,hNeo4,0.023733331418743515,Ramos,0,Human,-7.0
9,0.0,hNeo4,1.4714156183816546e-09,Ramos,0,Human,-14.2247
10,0.0,hNeo4,1.1771596150118273e-08,Ramos,0,Human,-13.3216
11,0.0,hNeo4,9.417492781974236e-08,Ramos,0,Human,-12.4185
12,0.0,hNeo4,7.534159843070365e-07,Ramos,0,Human,-11.5154
13,0.07988621,hNeo4,6.026027393346856e-06,Ramos,0,Human,-10.6124
14,0.6227892,hNeo4,4.820934961724263e-05,Ramos,0,Human,-9.70927
15,0.9892588999999999,hNeo4,0.0003854630251364633,Ramos,0,Human,-8.80618
16,1.039882,hNeo4,0.003070220575472151,Ramos,0,Human,-7.90309
17,0.9872504999999999,hNeo4,0.023733331418743515,Ramos,0,Human,-7.0
18,0.0,hNeo4,5.161046701530357e-09,Ramos,0,Human,-13.67969757
19,0.00498390156,hNeo4,4.6449417251220415e-08,Ramos,0,Human,-12.72545506
20,0.0,hNeo4,4.1804450287681127e-07,Ramos,0,Human,-11.77121255
21,0.0275658272,hNeo4,3.7623800440460208e-06,Ramos,0,Human,-10.81697004
22,0.2882282892,hNeo4,3.385976126858822e-05,Ramos,0,Human,-9.862727528
23,0.9678031138000001,hNeo4,0.0003046035151273979,Ramos,0,Human,-8.908485019
24,1.034402152,hNeo4,0.0027306008735929832,Ramos,0,Human,-7.954242509
25,1.0275217220000001,hNeo4,0.023733331418743515,Ramos,0,Human,-7.0
26,0.0,hNeo4,5.161046701530357e-09,Ramos,0,Human,-13.67969757
27,0.09286809861,hNeo4,4.6449417251220415e-08,Ramos,0,Human,-12.72545506
28,0.0,hNeo4,4.1804450287681127e-07,Ramos,0,Human,-11.77121255
29,0.01576378237,hNeo4,3.7623800440460208e-06,Ramos,0,Human,-10.81697004
30,0.30353591609999997,hNeo4,3.385976126858822e-05,Ramos,0,Human,-9.862727528
31,0.9351369635000001,hNeo4,0.0003046035151273979,Ramos,0,Human,-8.908485019
32,1.012888627,hNeo4,0.0027306008735929832,Ramos,0,Human,-7.954242509
33,1.030244534,hNeo4,0.023733331418743515,Ramos,0,Human,-7.0
34,0.0,hNeo4,5.161046701530357e-09,Ramos,0,Human,-13.67969757
35,0.07173308295,hNeo4,4.6449417251220415e-08,Ramos,0,Human,-12.72545506
36,0.0,hNeo4,4.1804450287681127e-07,Ramos,0,Human,-11.77121255
37,0.0034466871599999997,hNeo4,3.7623800440460208e-06,Ramos,0,Human,-10.81697004
38,0.3071750579,hNeo4,3.385976126858822e-05,Ramos,0,Human,-9.862727528
39,0.8816695729,hNeo4,0.0003046035151273979,Ramos,0,Human,-8.908485019
40,1.000851466,hNeo4,0.0027306008735929832,Ramos,0,Human,-7.954242509
41,1.003580822,hNeo4,0.023733331418743515,Ramos,0,Human,-7.0
0,0.02406111,hIL13,7.37983691401262e-18,Ramos,0,Human,-13.6797
1,0.0137492,hIL13,6.641203139198446e-17,Ramos,0,Human,-12.7255
2,0.01814131,hIL13,5.977874105394309e-16,Ramos,0,Human,-11.7712
3,0.0040101799999999995,hIL13,5.379560109125973e-15,Ramos,0,Human,-10.817
4,0.00190961,hIL13,4.841910578330645e-14,Ramos,0,Human,-9.86273
5,0.0024825,hIL13,4.3576943408042525e-13,Ramos,0,Human,-8.90849
6,0.0,hIL13,3.921992551294778e-12,Ramos,0,Human,-7.95424
7,0.0,hIL13,3.529772900270535e-11,Ramos,0,Human,-7.0
8,0.02499121,hIL13,7.37983691401262e-18,Ramos,0,Human,-13.6797
9,0.01258863,hIL13,6.641203139198446e-17,Ramos,0,Human,-12.7255
10,0.004775,hIL13,5.977874105394309e-16,Ramos,0,Human,-11.7712
11,0.0,hIL13,5.379560109125973e-15,Ramos,0,Human,-10.817
12,0.0,hIL13,4.841910578330645e-14,Ramos,0,Human,-9.86273
13,0.00948798,hIL13,4.3576943408042525e-13,Ramos,0,Human,-8.90849
14,0.00266656,hIL13,3.921992551294778e-12,Ramos,0,Human,-7.95424
15,0.00675941,hIL13,3.529772900270535e-11,Ramos,0,Human,-7.0
16,0.0013022700000000001,hIL13,7.37983691401262e-18,Ramos,0,Human,-13.6797
17,0.0,hIL13,6.641203139198446e-17,Ramos,0,Human,-12.7255
18,0.0,hIL13,5.977874105394309e-16,Ramos,0,Human,-11.7712
19,0.0,hIL13,5.379560109125973e-15,Ramos,0,Human,-10.817
20,0.0,hIL13,4.841910578330645e-14,Ramos,0,Human,-9.86273
21,0.0,hIL13,4.3576943408042525e-13,Ramos,0,Human,-8.90849
22,0.0,hIL13,3.921992551294778e-12,Ramos,0,Human,-7.95424
23,0.00502305,hIL13,3.529772900270535e-11,Ramos,0,Human,-7.0
24,0.0,hIL13,7.379878206395141e-18,Ramos,0,Human,-13.67969757
25,0.00471926962,hIL13,6.641890394330324e-17,Ramos,0,Human,-12.72545506
26,0.00269042473,hIL13,5.977701362614517e-16,Ramos,0,Human,-11.77121255
27,0.01354033432,hIL13,5.379931233298547e-15,Ramos,0,Human,-10.81697004
28,0.00736558903,hIL13,4.841938138517372e-14,Ramos,0,Human,-9.862727528
29,0.01151148944,hIL13,4.357744320255731e-13,Ramos,0,Human,-8.908485019
30,0.0033078992600000003,hIL13,3.921969893279776e-12,Ramos,0,Human,-7.954242509
31,0.022008556430000003,hIL13,3.529772900270535e-11,Ramos,0,Human,-7.0
32,0.0,hIL13,7.379878206395141e-18,Ramos,0,Human,-13.67969757
33,0.08908898985000001,hIL13,6.641890394330324e-17,Ramos,0,Human,-12.72545506
34,0.0012072152999999999,hIL13,5.977701362614517e-16,Ramos,0,Human,-11.77121255
35,0.0,hIL13,5.379931233298547e-15,Ramos,0,Human,-10.81697004
36,0.0024669182200000002,hIL13,4.841938138517372e-14,Ramos,0,Human,-9.862727528
37,0.0091153503,hIL13,4.357744320255731e-13,Ramos,0,Human,-8.908485019
38,0.00526625804,hIL13,3.921969893279776e-12,Ramos,0,Human,-7.954242509
39,0.00400655512,hIL13,3.529772900270535e-11,Ramos,0,Human,-7.0
40,0.00162711627,hIL13,7.379878206395141e-18,Ramos,0,Human,-13.67969757
41,0.08579976556,hIL13,6.641890394330324e-17,Ramos,0,Human,-12.72545506
42,0.0,hIL13,5.977701362614517e-16,Ramos,0,Human,-11.77121255
43,0.0,hIL13,5.379931233298547e-15,Ramos,0,Human,-10.81697004
44,0.0,hIL13,4.841938138517372e-14,Ramos,0,Human,-9.862727528
45,0.01289445906,hIL13,4.357744320255731e-13,Ramos,0,Human,-8.908485019
46,0.0,hIL13,3.921969893279776e-12,Ramos,0,Human,-7.954242509
47,0.008905399809999999,hIL13,3.529772900270535e-11,Ramos,0,Human,-7.0
0,0.00902542,hIL4,0.028259370179573345,Macrophage,0,Human,-13.2247
1,0.00071806,hIL4,0.10418543412477418,Macrophage,0,Human,-12.6227
2,0.00668345,hIL4,0.3174914953919456,Macrophage,0,Human,-12.0206
3,0.07263419,hIL4,0.6504088153358845,Macrophage,0,Human,-11.4185
4,0.38338700000000003,hIL4,0.8815169315844851,Macrophage,0,Human,-10.8165
5,0.8107301,hIL4,0.9674970837978293,Macrophage,0,Human,-10.2144
6,0.9574788,hIL4,0.9916767680663315,Macrophage,0,Human,-9.61236
7,0.9212224,hIL4,0.9979122395248441,Macrophage,0,Human,-9.0103
8,0.932623,hIL4,0.9994833876927008,Macrophage,0,Human,-8.40824
9,0.9297065999999999,hIL4,0.9998769486033207,Macrophage,0,Human,-7.80618
10,0.9661175,hIL4,0.9999753872964398,Macrophage,0,Human,-7.20412
11,1.0382989999999999,hIL4,1.0,Macrophage,0,Human,-6.60206
12,0.01644902,hIL4,0.028259370179573345,Macrophage,0,Human,-13.2247
13,0.00237511,hIL4,0.10418543412477418,Macrophage,0,Human,-12.6227
14,0.00745674,hIL4,0.3174914953919456,Macrophage,0,Human,-12.0206
15,0.07935078,hIL4,0.6504088153358845,Macrophage,0,Human,-11.4185
16,0.37649360000000004,hIL4,0.8815169315844851,Macrophage,0,Human,-10.8165
17,0.8291343999999999,hIL4,0.9674970837978293,Macrophage,0,Human,-10.2144
18,0.958716,hIL4,0.9916767680663315,Macrophage,0,Human,-9.61236
19,1.001954,hIL4,0.9979122395248441,Macrophage,0,Human,-9.0103
20,0.9649466,hIL4,0.9994833876927008,Macrophage,0,Human,-8.40824
21,0.9964085,hIL4,0.9998769486033207,Macrophage,0,Human,-7.80618
22,1.057167,hIL4,0.9999753872964398,Macrophage,0,Human,-7.20412
23,1.0189,hIL4,1.0,Macrophage,0,Human,-6.60206
24,0.01644902,hIL4,0.028259370179573345,Macrophage,0,Human,-13.2247
25,0.00237511,hIL4,0.10418543412477418,Macrophage,0,Human,-12.6227
26,0.00745674,hIL4,0.3174914953919456,Macrophage,0,Human,-12.0206
27,0.07935078,hIL4,0.6504088153358845,Macrophage,0,Human,-11.4185
28,0.37649360000000004,hIL4,0.8815169315844851,Macrophage,0,Human,-10.8165
29,0.8291343999999999,hIL4,0.9674970837978293,Macrophage,0,Human,-10.2144
30,0.958716,hIL4,0.9916767680663315,Macrophage,0,Human,-9.61236
31,1.001954,hIL4,0.9979122395248441,Macrophage,0,Human,-9.0103
32,0.9649466,hIL4,0.9994833876927008,Macrophage,0,Human,-8.40824
33,0.9964085,hIL4,0.9998769486033207,Macrophage,0,Human,-7.80618
34,1.057167,hIL4,0.9999753872964398,Macrophage,0,Human,-7.20412
35,1.0189,hIL4,1.0,Macrophage,0,Human,-6.60206
36,0.02782013215,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
37,0.03341982541,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
38,0.05695993723,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
39,0.3662627397,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
40,0.8179475519,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
41,0.9944627237,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
42,1.029808558,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
43,1.052028997,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
44,0.025822789319999997,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
45,0.02689279441,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
46,0.03948318755,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
47,0.4049255901,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
48,0.9188133643999999,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
49,0.9178503598000001,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
50,0.9816226627,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
51,0.9365397819000001,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
52,0.022862441929999998,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
53,0.0238254465,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
54,0.04633122007,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
55,0.3984698927,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
56,0.9307260876,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
57,0.7735780078000001,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
58,0.9607575636,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
59,0.9664999242000001,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
60,0.08306106531999999,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
61,0.058999599500000006,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
62,0.07597858393,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
63,0.3156130773,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
64,0.8729158323,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
65,1.0688223270000001,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
66,0.9776986151,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
67,0.9989144410999999,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
68,0.07885584199000001,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
69,0.0554583588,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
70,0.07057186822,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
71,0.317288843,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
72,0.8476844923,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
73,1.043907169,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
74,0.9847178601000001,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
75,1.021268523,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
76,0.07781244072,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
77,0.044581690939999995,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
78,0.06782108303,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
79,0.2894015725,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
80,0.8356695685,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
81,0.9033641787000001,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
82,1.004921903,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
83,1.012478658,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
84,0.04520969751,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
85,0.00621184453,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
86,0.05893229624,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
87,0.407437404,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
88,0.8511449507000001,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
89,0.9412740012,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
90,0.9779796606,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
91,1.032442179,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
92,0.03069247167,hIL4,0.04617572784829801,Macrophage,0,Human,-13.00336125
93,0.00706759679,hIL4,0.22506474075234853,Macrophage,0,Human,-12.22521
94,0.05835160721,hIL4,0.6353151252224021,Macrophage,0,Human,-11.44705875
95,0.42467469950000003,hIL4,0.9126732391913412,Macrophage,0,Human,-10.6689075
96,0.8742808243,hIL4,0.9843090878392976,Macrophage,0,Human,-9.890756252
97,0.9823195470999999,hIL4,0.9973569761682143,Macrophage,0,Human,-9.112605002
98,1.037087692,hIL4,0.9995653540145157,Macrophage,0,Human,-8.334453751
99,0.9524904683,hIL4,0.9999343688211841,Macrophage,0,Human,-7.556302501
0,0.01004175,hNeo4,3.0210288975326635e-06,Macrophage,0,Human,-12.6227
1,0.0,hNeo4,1.2085118254861034e-05,Macrophage,0,Human,-12.0206
2,0.0,hNeo4,4.8343156410525144e-05,Macrophage,0,Human,-11.4185
3,0.0,hNeo4,0.00019331760949017817,Macrophage,0,Human,-10.8165
4,0.00257396,hNeo4,0.0007728889878392403,Macrophage,0,Human,-10.2144
5,0.02073527,hNeo4,0.0030841927651896143,Macrophage,0,Human,-9.61236
6,0.07946125,hNeo4,0.012222572912583983,Macrophage,0,Human,-9.0103
7,0.1563264,hNeo4,0.04714470117793003,Macrophage,0,Human,-8.40824
8,0.17755880000000002,hNeo4,0.16501364235603466,Macrophage,0,Human,-7.80618
9,0.2432002,hNeo4,0.44010337957953416,Macrophage,0,Human,-7.20412
10,0.2492098,hNeo4,0.7546597884235138,Macrophage,0,Human,-6.60206
11,0.2788821,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
12,0.0067718299999999995,hNeo4,3.0210288975326635e-06,Macrophage,0,Human,-12.6227
13,0.0,hNeo4,1.2085118254861034e-05,Macrophage,0,Human,-12.0206
14,0.0,hNeo4,4.8343156410525144e-05,Macrophage,0,Human,-11.4185
15,0.0,hNeo4,0.00019331760949017817,Macrophage,0,Human,-10.8165
16,0.0,hNeo4,0.0007728889878392403,Macrophage,0,Human,-10.2144
17,0.00904751,hNeo4,0.0030841927651896143,Macrophage,0,Human,-9.61236
18,0.057389289999999996,hNeo4,0.012222572912583983,Macrophage,0,Human,-9.0103
19,0.1370162,hNeo4,0.04714470117793003,Macrophage,0,Human,-8.40824
20,0.19006409999999999,hNeo4,0.16501364235603466,Macrophage,0,Human,-7.80618
21,0.2265192,hNeo4,0.44010337957953416,Macrophage,0,Human,-7.20412
22,0.2559706,hNeo4,0.7546597884235138,Macrophage,0,Human,-6.60206
23,0.2502041,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
24,0.00451823,hNeo4,3.0210288975326635e-06,Macrophage,0,Human,-12.6227
25,0.0,hNeo4,1.2085118254861034e-05,Macrophage,0,Human,-12.0206
26,0.0,hNeo4,4.8343156410525144e-05,Macrophage,0,Human,-11.4185
27,0.0,hNeo4,0.00019331760949017817,Macrophage,0,Human,-10.8165
28,0.0,hNeo4,0.0007728889878392403,Macrophage,0,Human,-10.2144
29,0.010108029999999999,hNeo4,0.0030841927651896143,Macrophage,0,Human,-9.61236
30,0.06430473,hNeo4,0.012222572912583983,Macrophage,0,Human,-9.0103
31,0.1276263,hNeo4,0.04714470117793003,Macrophage,0,Human,-8.40824
32,0.17470870000000002,hNeo4,0.16501364235603466,Macrophage,0,Human,-7.80618
33,0.221526,hNeo4,0.44010337957953416,Macrophage,0,Human,-7.20412
34,0.23776509999999998,hNeo4,0.7546597884235138,Macrophage,0,Human,-6.60206
35,0.26525010000000004,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
36,0.01201972376,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
37,0.01094971868,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
38,0.02578712249,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
39,0.03748584472,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
40,0.08506540405999999,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
41,0.168632801,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
42,0.1697384729,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
43,0.19042523790000002,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
44,0.01387439924,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
45,0.0138387324,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
46,0.01747674968,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
47,0.02660745972,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
48,0.1117441975,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
49,0.1526897253,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
50,0.16089309759999998,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
51,0.17230648510000002,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
52,0.005920694789999999,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
53,0.00920204371,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
54,0.01647807827,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
55,0.02910413824,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
56,0.06230996264,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
57,0.1326449634,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
58,0.1596804251,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
59,0.1634967766,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
60,0.0,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
61,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
62,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
63,0.0,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
64,0.0,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
65,0.038467568540000004,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
66,0.07565848414000001,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
67,0.07841336678000001,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
68,0.0,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
69,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
70,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
71,0.0,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
72,0.0,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
73,0.034839186529999996,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
74,0.05721420892,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
75,0.06195126321,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
76,0.0,hNeo4,4.526657149813349e-05,Macrophage,0,Human,-11.44705875
77,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
78,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
79,0.0,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
80,0.0,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
81,0.03016932449,hNeo4,0.2597051446577531,Macrophage,0,Human,-7.556302501
82,0.0381987995,hNeo4,0.6743259729544058,Macrophage,0,Human,-6.77815125
83,0.034872782660000004,hNeo4,0.9188751829250379,Macrophage,0,Human,-6.0
84,0.0,hNeo4,0.0002715373683155384,Macrophage,0,Human,-10.6689075
85,0.0,hNeo4,0.0016269935956803178,Macrophage,0,Human,-9.890756252
86,0.02564964586,hNeo4,0.009682423449155037,Macrophage,0,Human,-9.112605002
87,0.1528511067,hNeo4,0.0553869312165301,Macrophage,0,Human,-8.334453751
