,Cell,Animal,Predicted,Ligand,Concentration
31,Ramos,Human,0.0005074600818231294,hIL4,-13.883474745016722
32,Ramos,Human,0.000538360354435746,hIL4,-13.857790137759197
33,Ramos,Human,0.0005711411324499258,hIL4,-13.832105530501673
34,Ramos,Human,0.0006059167233715991,hIL4,-13.806420923244147
35,Ramos,Human,0.0006428083660260602,hIL4,-13.780736315986623
36,Ramos,Human,0.0006819446487320752,hIL4,-13.755051708729097
37,Ramos,Human,0.0007234619524380949,hIL4,-13.729367101471572
38,Ramos,Human,0.0007675049202771319,hIL4,-13.703682494214046
39,Ramos,Human,0.0008142269550774107,hIL4,-13.677997886956522
40,Ramos,Human,0.0008637907464507067,hIL4,-13.652313279698998
41,Ramos,Human,0.0009163688291688321,hIL4,-13.626628672441472
42,Ramos,Human,0.0009721441746316379,hIL4,-13.600944065183947
43,Ramos,Human,0.0010313108173270126,hIL4,-13.575259457926421
44,Ramos,Human,0.0010940745182846262,hIL4,-13.549574850668897
45,Ramos,Human,0.0011606534676312078,hIL4,-13.52389024341137
46,Ramos,Human,0.001231279028465159,hIL4,-13.498205636153846
47,Ramos,Human,0.0013061965243833448,hIL4,-13.47252102889632
48,Ramos,Human,0.0013856660731118309,hIL4,-13.446836421638796
49,Ramos,Human,0.0014699634688163643,hIL4,-13.421151814381272
50,Ramos,Human,0.001559381115796154,hIL4,-13.395467207123746
51,Ramos,Human,0.00165422901639704,hIL4,-13.369782599866221
52,Ramos,Human,0.0017548358161165831,hIL4,-13.344097992608695
53,Ramos,Human,0.0018615499090137101,hIL4,-13.318413385351171
54,Ramos,Human,0.0019747406066797403,hIL4,-13.292728778093645
55,Ramos,Human,0.0020947993741743274,hIL4,-13.26704417083612
56,Ramos,Human,0.002222141136480008,hIL4,-13.241359563578595
57,Ramos,Human,0.002357205659180564,hIL4,-13.21567495632107
58,Ramos,Human,0.002500459007222203,hIL4,-13.189990349063546
59,Ramos,Human,0.0026523950857700773,hIL4,-13.16430574180602
60,Ramos,Human,0.0028135372673265273,hIL4,-13.138621134548496
61,Ramos,Human,0.002984440109429411,hIL4,-13.11293652729097
62,Ramos,Human,0.0031656911673975715,hIL4,-13.087251920033445
63,Ramos,Human,0.003357912906735611,hIL4,-13.06156731277592
64,Ramos,Human,0.0035617647199475285,hIL4,-13.035882705518395
65,Ramos,Human,0.0037779450526388503,hIL4,-13.010198098260869
66,Ramos,Human,0.004007193643905214,hIL4,-12.984513491003344
67,Ramos,Human,0.004250293886110093,hIL4,-12.95882888374582
68,Ramos,Human,0.004508075309241849,hIL4,-12.933144276488294
69,Ramos,Human,0.004781416195107404,hIL4,-12.90745966923077
70,Ramos,Human,0.005071246326661934,hIL4,-12.881775061973244
71,Ramos,Human,0.005378549877785752,hIL4,-12.85609045471572
72,Ramos,Human,0.005704368448797989,hIL4,-12.830405847458195
73,Ramos,Human,0.006049804252932132,hIL4,-12.804721240200669
74,Ramos,Human,0.006416023458887949,hIL4,-12.779036632943145
75,Ramos,Human,0.006804259694408043,hIL4,-12.753352025685619
76,Ramos,Human,0.007215817715596211,hIL4,-12.727667418428094
77,Ramos,Human,0.007652077246393211,hIL4,-12.701982811170568
78,Ramos,Human,0.008114496992237095,hIL4,-12.676298203913044
79,Ramos,Human,0.008604618831455363,hIL4,-12.650613596655518
80,Ramos,Human,0.009124072187344724,hIL4,-12.624928989397993
81,Ramos,Human,0.009674578583184514,hIL4,-12.59924438214047
82,Ramos,Human,0.010257956381578868,hIL4,-12.573559774882943
83,Ramos,Human,0.010876125708520342,hIL4,-12.547875167625419
84,Ramos,Human,0.011531113561391134,hIL4,-12.522190560367893
85,Ramos,Human,0.012225059098746782,hIL4,-12.496505953110368
86,Ramos,Human,0.012960219108144943,hIL4,-12.470821345852844
87,Ramos,Human,0.013738973646456102,hIL4,-12.445136738595318
88,Ramos,Human,0.014563831845008028,hIL4,-12.419452131337792
89,Ramos,Human,0.015437437869537909,hIL4,-12.393767524080268
90,Ramos,Human,0.016362577022229492,hIL4,-12.368082916822743
91,Ramos,Human,0.017342181970067164,hIL4,-12.342398309565217
92,Ramos,Human,0.018379339080313323,hIL4,-12.316713702307693
93,Ramos,Human,0.019477294840078294,hIL4,-12.291029095050167
94,Ramos,Human,0.020639462332665302,hIL4,-12.265344487792643
95,Ramos,Human,0.021869427738614618,hIL4,-12.239659880535118
96,Ramos,Human,0.023170956824092297,hIL4,-12.213975273277592
97,Ramos,Human,0.024548001373453854,hIL4,-12.188290666020066
98,Ramos,Human,0.026004705516421398,hIL4,-12.162606058762542
99,Ramos,Human,0.02754541189332054,hIL4,-12.136921451505017
100,Ramos,Human,0.029174667594209634,hIL4,-12.111236844247491
101,Ramos,Human,0.030897229799481448,hIL4,-12.085552236989967
102,Ramos,Human,0.032718071040618406,hIL4,-12.059867629732441
103,Ramos,Human,0.03464238399023222,hIL4,-12.034183022474917
104,Ramos,Human,0.0366755856803465,hIL4,-12.008498415217392
105,Ramos,Human,0.0388233210370927,hIL4,-11.982813807959866
106,Ramos,Human,0.04109146560865635,hIL4,-11.95712920070234
107,Ramos,Human,0.04348612735148532,hIL4,-11.931444593444816
108,Ramos,Human,0.04601364732755471,hIL4,-11.905759986187292
109,Ramos,Human,0.04868059915299857,hIL4,-11.880075378929766
110,Ramos,Human,0.05149378702582823,hIL4,-11.854390771672241
111,Ramos,Human,0.054460242147955494,hIL4,-11.828706164414715
112,Ramos,Human,0.05758721734455967,hIL4,-11.80302155715719
113,Ramos,Human,0.06088217967229429,hIL4,-11.777336949899667
114,Ramos,Human,0.06435280079722623,hIL4,-11.75165234264214
115,Ramos,Human,0.06800694491417159,hIL4,-11.725967735384616
116,Ramos,Human,0.07185265397167336,hIL4,-11.70028312812709
117,Ramos,Human,0.07589812996176824,hIL4,-11.674598520869566
118,Ramos,Human,0.08015171403152359,hIL4,-11.648913913612041
119,Ramos,Human,0.08462186217467986,hIL4,-11.623229306354515
120,Ramos,Human,0.0893171172673464,hIL4,-11.59754469909699
121,Ramos,Human,0.09424607722227808,hIL4,-11.571860091839465
122,Ramos,Human,0.09941735905258664,hIL4,-11.54617548458194
123,Ramos,Human,0.10483955865860829,hIL4,-11.520490877324415
124,Ramos,Human,0.11052120618184913,hIL4,-11.49480627006689
125,Ramos,Human,0.11647071680821953,hIL4,-11.469121662809364
126,Ramos,Human,0.12269633694982905,hIL4,-11.44343705555184
127,Ramos,Human,0.12920608579109483,hIL4,-11.417752448294316
128,Ramos,Human,0.13600769225119658,hIL4,-11.39206784103679
129,Ramos,Human,0.1431085274913266,hIL4,-11.366383233779263
130,Ramos,Human,0.15051553318169736,hIL4,-11.340698626521739
131,Ramos,Human,0.15823514583960477,hIL4,-11.315014019264215
132,Ramos,Human,0.1662732176553457,hIL4,-11.289329412006689
133,Ramos,Human,0.1746349343363953,hIL4,-11.263644804749164
134,Ramos,Human,0.1833247306204092,hIL4,-11.237960197491638
135,Ramos,Human,0.19234620423226373,hIL4,-11.212275590234114
136,Ramos,Human,0.20170202918697847,hIL4,-11.18659098297659
137,Ramos,Human,0.21139386946574973,hIL4,-11.160906375719064
138,Ramos,Human,0.22142229421293994,hIL4,-11.135221768461538
139,Ramos,Human,0.23178669571352126,hIL4,-11.109537161204013
140,Ramos,Human,0.24248521150868912,hIL4,-11.083852553946489
141,Ramos,Human,0.25351465208735935,hIL4,-11.058167946688963
142,Ramos,Human,0.26487043564812557,hIL4,-11.032483339431439
143,Ramos,Human,0.2765465314551499,hIL4,-11.006798732173912
144,Ramos,Human,0.2885354133077678,hIL4,-10.981114124916388
145,Ramos,Human,0.30082802460338887,hIL4,-10.955429517658864
146,Ramos,Human,0.3134137563931598,hIL4,-10.929744910401338
147,Ramos,Human,0.3262804397077701,hIL4,-10.904060303143813
148,Ramos,Human,0.3394143532657244,hIL4,-10.878375695886287
149,Ramos,Human,0.35280024746896055,hIL4,-10.852691088628763
150,Ramos,Human,0.3664213853432342,hIL4,-10.827006481371239
151,Ramos,Human,0.38025960079707166,hIL4,-10.801321874113713
152,Ramos,Human,0.394295374259283,hIL4,-10.775637266856187
153,Ramos,Human,0.4085079254184069,hIL4,-10.749952659598662
154,Ramos,Human,0.42287532243703635,hIL4,-10.724268052341138
155,Ramos,Human,0.43737460665999195,hIL4,-10.698583445083612
156,Ramos,Human,0.4519819314887608,hIL4,-10.672898837826088
157,Ramos,Human,0.46667271376697056,hIL4,-10.647214230568562
158,Ramos,Human,0.4814217957240966,hIL4,-10.621529623311037
159,Ramos,Human,0.4962036152679126,hIL4,-10.595845016053513
160,Ramos,Human,0.5109923822095565,hIL4,-10.570160408795987
161,Ramos,Human,0.5257622578564982,hIL4,-10.54447580153846
162,Ramos,Human,0.5404875353236194,hIL4,-10.518791194280936
163,Ramos,Human,0.5551428178944205,hIL4,-10.493106587023412
164,Ramos,Human,0.5697031928137235,hIL4,-10.467421979765886
165,Ramos,Human,0.5841443980082716,hIL4,-10.441737372508362
166,Ramos,Human,0.5984429794078886,hIL4,-10.416052765250836
167,Ramos,Human,0.6125764367706854,hIL4,-10.390368157993311
168,Ramos,Human,0.626523356192719,hIL4,-10.364683550735787
169,Ramos,Human,0.6402635277952857,hIL4,-10.338998943478261
170,Ramos,Human,0.653778047420893,hIL4,-10.313314336220735
171,Ramos,Human,0.6670494015203441,hIL4,-10.28762972896321
172,Ramos,Human,0.6800615347670098,hIL4,-10.261945121705686
173,Ramos,Human,0.6927999002796315,hIL4,-10.236260514448162
174,Ramos,Human,0.7052514926620816,hIL4,-10.210575907190636
175,Ramos,Human,0.7174048643692136,hIL4,-10.18489129993311
176,Ramos,Human,0.7292501261754119,hIL4,-10.159206692675586
177,Ramos,Human,0.7407789327518322,hIL4,-10.133522085418061
178,Ramos,Human,0.7519844545463078,hIL4,-10.107837478160535
179,Ramos,Human,0.7628613373050844,hIL4,-10.082152870903009
180,Ramos,Human,0.7734056506780227,hIL4,-10.056468263645485
181,Ramos,Human,0.7836148274102079,hIL4,-10.03078365638796
182,Ramos,Human,0.7934875946457817,hIL4,-10.005099049130436
183,Ramos,Human,0.8030238988578685,hIL4,-9.97941444187291
184,Ramos,Human,0.8122248258760767,hIL4,-9.953729834615384
185,Ramos,Human,0.8210925174148722,hIL4,-9.92804522735786
186,Ramos,Human,0.8296300854170777,hIL4,-9.902360620100335
187,Ramos,Human,0.8378415254217599,hIL4,-9.87667601284281
188,Ramos,Human,0.8457316300494132,hIL4,-9.850991405585285
189,Ramos,Human,0.8533059035740638,hIL4,-9.825306798327759
190,Ramos,Human,0.8605704784255075,hIL4,-9.799622191070235
191,Ramos,Human,0.8675320343388478,hIL4,-9.77393758381271
192,Ramos,Human,0.8741977207456451,hIL4,-9.748252976555184
193,Ramos,Human,0.8805750828836026,hIL4,-9.722568369297658
194,Ramos,Human,0.886671991991731,hIL4,-9.696883762040134
195,Ramos,Human,0.8924965798565546,hIL4,-9.67119915478261
196,Ramos,Human,0.8980571778830495,hIL4,-9.645514547525083
197,Ramos,Human,0.9033622607821776,hIL4,-9.619829940267559
198,Ramos,Human,0.9084203948951427,hIL4,-9.594145333010033
199,Ramos,Human,0.913240191112802,hIL4,-9.568460725752509
200,Ramos,Human,0.9178302622966146,hIL4,-9.542776118494984
201,Ramos,Human,0.922199185064571,hIL4,-9.517091511237458
202,Ramos,Human,0.9263554657710987,hIL4,-9.491406903979932
203,Ramos,Human,0.9303075104832311,hIL4,-9.465722296722408
204,Ramos,Human,0.9340635987355748,hIL4,-9.440037689464884
205,Ramos,Human,0.9376318608330408,hIL4,-9.41435308220736
206,Ramos,Human,0.9410202584621216,hIL4,-9.388668474949833
207,Ramos,Human,0.9442365683679352,hIL4,-9.362983867692307
208,Ramos,Human,0.9472883688546199,hIL4,-9.337299260434783
209,Ramos,Human,0.9501830288702589,hIL4,-9.311614653177259
210,Ramos,Human,0.9529276994437517,hIL4,-9.285930045919732
211,Ramos,Human,0.95552930724936,hIL4,-9.260245438662206
212,Ramos,Human,0.9579945500845949,hIL4,-9.234560831404682
213,Ramos,Human,0.9603298940581662,hIL4,-9.208876224147158
214,Ramos,Human,0.9625415722966134,hIL4,-9.183191616889633
215,Ramos,Human,0.9646355849905879,hIL4,-9.157507009632107
216,Ramos,Human,0.9666177006143316,hIL4,-9.131822402374581
217,Ramos,Human,0.9684934581644534,hIL4,-9.106137795117057
218,Ramos,Human,0.970268170276494,hIL4,-9.080453187859533
219,Ramos,Human,0.9719469270898089,hIL4,-9.054768580602007
220,Ramos,Human,0.9735346007429089,hIL4,-9.029083973344482
221,Ramos,Human,0.9750358503924944,hIL4,-9.003399366086956
222,Ramos,Human,0.9764551276599142,hIL4,-8.977714758829432
223,Ramos,Human,0.9777966824186805,hIL4,-8.952030151571908
224,Ramos,Human,0.9790645688459063,hIL4,-8.926345544314382
225,Ramos,Human,0.9802626516691492,hIL4,-8.900660937056855
226,Ramos,Human,0.9813946125480817,hIL4,-8.874976329799331
227,Ramos,Human,0.9824639565377488,hIL4,-8.849291722541807
228,Ramos,Human,0.9834740185868717,hIL4,-8.82360711528428
229,Ramos,Human,0.984427970030785,hIL4,-8.797922508026756
230,Ramos,Human,0.985328825044161,hIL4,-8.77223790076923
231,Ramos,Human,0.9861794470236903,hIL4,-8.746553293511706
232,Ramos,Human,0.9869825548754588,hIL4,-8.720868686254182
233,Ramos,Human,0.9877407291857903,hIL4,-8.695184078996656
234,Ramos,Human,0.9884564182580081,hIL4,-8.66949947173913
235,Ramos,Human,0.9891319440007865,hIL4,-8.643814864481605
236,Ramos,Human,0.9897695076566579,hIL4,-8.618130257224081
237,Ramos,Human,0.99037119536178,hIL4,-8.592445649966557
238,Ramos,Human,0.9909389835303097,hIL4,-8.56676104270903
239,Ramos,Human,0.9914747440586851,hIL4,-8.541076435451505
240,Ramos,Human,0.991980249346838,hIL4,-8.51539182819398
241,Ramos,Human,0.9924571771348334,hIL4,-8.489707220936456
242,Ramos,Human,0.9929071151547072,hIL4,-8.46402261367893
243,Ramos,Human,0.9933315655983773,hIL4,-8.438338006421404
244,Ramos,Human,0.9937319494034234,hIL4,-8.41265339916388
245,Ramos,Human,0.9941096103593171,hIL4,-8.386968791906355
246,Ramos,Human,0.9944658190373403,hIL4,-8.36128418464883
247,Ramos,Human,0.9948017765479588,hIL4,-8.335599577391305
248,Ramos,Human,0.995118618129867,hIL4,-8.309914970133779
249,Ramos,Human,0.9954174165752474,hIL4,-8.284230362876254
250,Ramos,Human,0.9956991854960732,hIL4,-8.25854575561873
251,Ramos,Human,0.9959648824364765,hIL4,-8.232861148361204
252,Ramos,Human,0.996215411836332,hIL4,-8.20717654110368
253,Ramos,Human,0.9964516278513124,hIL4,-8.181491933846154
254,Ramos,Human,0.9966743370347004,hIL4,-8.15580732658863
255,Ramos,Human,0.9968843008862528,hIL4,-8.130122719331105
256,Ramos,Human,0.9970822382733859,hIL4,-8.104438112073579
257,Ramos,Human,0.9972688277298895,hIL4,-8.078753504816053
258,Ramos,Human,0.9974447096373079,hIL4,-8.053068897558529
259,Ramos,Human,0.9976104882940247,hIL4,-8.027384290301004
260,Ramos,Human,0.9977667338769682,hIL4,-8.001699683043478
261,Ramos,Human,0.9979139843007496,hIL4,-7.976015075785954
262,Ramos,Human,0.9980527469788866,hIL4,-7.950330468528429
263,Ramos,Human,0.9981835004916336,hIL4,-7.924645861270903
264,Ramos,Human,0.9983066961648053,hIL4,-7.898961254013378
265,Ramos,Human,0.9984227595637928,hIL4,-7.873276646755853
266,Ramos,Human,0.9985320919068591,hIL4,-7.847592039498328
267,Ramos,Human,0.9986350714016099,hIL4,-7.821907432240803
268,Ramos,Human,0.998732054508401,hIL4,-7.796222824983278
269,Ramos,Human,0.9988233771342859,hIL4,-7.770538217725753
270,Ramos,Human,0.998909355760935,hIL4,-7.744853610468228
271,Ramos,Human,0.9989902885098484,hIL4,-7.719169003210703
272,Ramos,Human,0.9990664561479807,hIL4,-7.693484395953178
273,Ramos,Human,0.999138123036808,hIL4,-7.667799788695652
274,Ramos,Human,0.9992055380276766,hIL4,-7.642115181438127
275,Ramos,Human,0.9992689353061768,hIL4,-7.616430574180602
276,Ramos,Human,0.9993285351881178,hIL4,-7.590745966923077
277,Ramos,Human,0.9993845448695777,hIL4,-7.5650613596655525
278,Ramos,Human,0.9994371591333561,hIL4,-7.539376752408027
279,Ramos,Human,0.9994865610140503,hIL4,-7.513692145150502
280,Ramos,Human,0.9995329224238584,hIL4,-7.488007537892977
281,Ramos,Human,0.9995764047410828,hIL4,-7.462322930635452
282,Ramos,Human,0.9996171593632341,hIL4,-7.4366383233779265
283,Ramos,Human,0.9996553282264888,hIL4,-7.410953716120401
284,Ramos,Human,0.9996910442931968,hIL4,-7.385269108862877
285,Ramos,Human,0.9997244320089976,hIL4,-7.359584501605352
286,Ramos,Human,0.9997556077310549,hIL4,-7.333899894347827
287,Ramos,Human,0.9997846801287832,hIL4,-7.308215287090301
288,Ramos,Human,0.9998117505584052,hIL4,-7.282530679832776
289,Ramos,Human,0.9998369134125508,hIL4,-7.256846072575251
290,Ramos,Human,0.9998602564460616,hIL4,-7.231161465317726
291,Ramos,Human,0.9998818610790834,hIL4,-7.205476858060201
292,Ramos,Human,0.9999018026784361,hIL4,-7.1797922508026755
293,Ramos,Human,0.9999201508182144,hIL4,-7.154107643545151
294,Ramos,Human,0.9999369695204776,hIL4,-7.128423036287626
295,Ramos,Human,0.9999523174768339,hIL4,-7.102738429030101
296,Ramos,Human,0.9999662482516655,hIL4,-7.077053821772576
297,Ramos,Human,0.9999788104676717,hIL4,-7.05136921451505
298,Ramos,Human,0.9999900479743518,hIL4,-7.025684607257525
299,Ramos,Human,1.0,hIL4,-7.0
0,Ramos,Human,1.4304799146753393e-05,hNeo4,-14.2247
1,Ramos,Human,1.5123221920172137e-05,hNeo4,-14.20053712374582
2,Ramos,Human,1.598846858293449e-05,hNeo4,-14.176374247491639
3,Ramos,Human,1.6903217961542885e-05,hNeo4,-14.152211371237458
4,Ramos,Human,1.7870302130779213e-05,hNeo4,-14.128048494983277
5,Ramos,Human,1.8892715179533086e-05,hNeo4,-14.103885618729098
6,Ramos,Human,1.997362247790988e-05,hNeo4,-14.079722742474917
7,Ramos,Human,2.1116370474268446e-05,hNeo4,-14.055559866220737
8,Ramos,Human,2.2324497052476647e-05,hNeo4,-14.031396989966556
9,Ramos,Human,2.360174248139947e-05,hNeo4,-14.007234113712375
10,Ramos,Human,2.4952060990463305e-05,hNeo4,-13.983071237458194
11,Ramos,Human,2.6379633007071076e-05,hNeo4,-13.958908361204013
12,Ramos,Human,2.7888878093684324e-05,hNeo4,-13.934745484949833
13,Ramos,Human,2.9484468624546128e-05,hNeo4,-13.910582608695652
14,Ramos,Human,3.117134424429886e-05,hNeo4,-13.886419732441471
15,Ramos,Human,3.295472715316104e-05,hNeo4,-13.862256856187292
16,Ramos,Human,3.484013826587512e-05,hNeo4,-13.838093979933111
17,Ramos,Human,3.683341429432742e-05,hNeo4,-13.81393110367893
18,Ramos,Human,3.894072580659032e-05,hNeo4,-13.78976822742475
19,Ramos,Human,4.116859631813912e-05,hNeo4,-13.765605351170569
20,Ramos,Human,4.352392247417464e-05,hNeo4,-13.741442474916388
21,Ramos,Human,4.601399538533971e-05,hNeo4,-13.717279598662207
22,Ramos,Human,4.86465231826648e-05,hNeo4,-13.693116722408027
23,Ramos,Human,5.1429654861326216e-05,hNeo4,-13.668953846153846
24,Ramos,Human,5.4372005486761904e-05,hNeo4,-13.644790969899667
25,Ramos,Human,5.7482682840874945e-05,hNeo4,-13.620628093645486
26,Ramos,Human,6.077131559047369e-05,hNeo4,-13.596465217391305
27,Ramos,Human,6.424808306477538e-05,hNeo4,-13.572302341137124
28,Ramos,Human,6.792374673372918e-05,hNeo4,-13.548139464882944
29,Ramos,Human,7.180968348413309e-05,hNeo4,-13.523976588628763
30,Ramos,Human,7.591792079602658e-05,hNeo4,-13.499813712374582
31,Ramos,Human,8.026117392765918e-05,hNeo4,-13.475650836120401
32,Ramos,Human,8.48528852234833e-05,hNeo4,-13.45148795986622
33,Ramos,Human,8.970726566611092e-05,hNeo4,-13.42732508361204
34,Ramos,Human,9.483933880003244e-05,hNeo4,-13.403162207357859
35,Ramos,Human,0.00010026498716213715,hNeo4,-13.37899933110368
36,Ramos,Human,0.000106001001361727,hNeo4,-13.354836454849499
37,Ramos,Human,0.0001120651319607854,hNeo4,-13.330673578595318
38,Ramos,Human,0.00011847614431380323,hNeo4,-13.306510702341138
39,Ramos,Human,0.0001252538765354603,hNeo4,-13.282347826086957
40,Ramos,Human,0.0001324193007739739,hNeo4,-13.258184949832776
41,Ramos,Human,0.000139994587977964,hNeo4,-13.234022073578595
42,Ramos,Human,0.00014800317635528168,hNeo4,-13.209859197324414
43,Ramos,Human,0.00015646984373343165,hNeo4,-13.185696321070235
44,Ramos,Human,0.00016542078404303058,hNeo4,-13.161533444816055
45,Ramos,Human,0.00017488368815818923,hNeo4,-13.137370568561874
46,Ramos,Human,0.0001848878293408751,hNeo4,-13.113207692307693
47,Ramos,Human,0.0001954641535501623,hNeo4,-13.089044816053512
48,Ramos,Human,0.0002066453748919248,hNeo4,-13.064881939799331
49,Ramos,Human,0.0002184660764999611,hNeo4,-13.04071906354515
50,Ramos,Human,0.0002309628171558217,hNeo4,-13.01655618729097
51,Ramos,Human,0.00024417424397178353,hNeo4,-12.992393311036789
52,Ramos,Human,0.00025814121147952013,hNeo4,-12.968230434782608
53,Ramos,Human,0.0002729069074861036,hNeo4,-12.944067558528427
54,Ramos,Human,0.0002885169860790965,hNeo4,-12.919904682274248
55,Ramos,Human,0.0003050197081836998,hNeo4,-12.895741806020068
56,Ramos,Human,0.0003224660900972479,hNeo4,-12.871578929765887
57,Ramos,Human,0.0003409100604499133,hNeo4,-12.847416053511706
58,Ramos,Human,0.0003604086260652409,hNeo4,-12.823253177257525
59,Ramos,Human,0.00038102204722025826,hNeo4,-12.799090301003345
60,Ramos,Human,0.00040281402283238326,hNeo4,-12.774927424749164
61,Ramos,Human,0.0004258518861292798,hNeo4,-12.750764548494983
62,Ramos,Human,0.0004502068113882458,hNeo4,-12.726601672240802
63,Ramos,Human,0.000475954032363733,hNeo4,-12.702438795986623
64,Ramos,Human,0.0005031730730552741,hNeo4,-12.678275919732442
65,Ramos,Human,0.0005319479915034495,hNeo4,-12.654113043478262
66,Ramos,Human,0.0005623676373387751,hNeo4,-12.62995016722408
67,Ramos,Human,0.0005945259238473981,hNeo4,-12.6057872909699
68,Ramos,Human,0.0006285221153585459,hNeo4,-12.58162441471572
69,Ramos,Human,0.0006644611308017121,hNeo4,-12.557461538461538
70,Ramos,Human,0.0007024538643267394,hNeo4,-12.533298662207358
71,Ramos,Human,0.0007426175239273088,hNeo4,-12.509135785953177
72,Ramos,Human,0.0007850759890579926,hNeo4,-12.484972909698996
73,Ramos,Human,0.0008299601882870083,hNeo4,-12.460810033444815
74,Ramos,Human,0.0008774084980812245,hNeo4,-12.436647157190636
75,Ramos,Human,0.0009275671638769415,hNeo4,-12.412484280936456
76,Ramos,Human,0.0009805907446493753,hNeo4,-12.388321404682275
77,Ramos,Human,0.0010366425822560857,hNeo4,-12.364158528428094
78,Ramos,Human,0.0010958952968943298,hNeo4,-12.339995652173913
79,Ramos,Human,0.0011585313100800554,hNeo4,-12.315832775919732
80,Ramos,Human,0.0012247433966266926,hNeo4,-12.291669899665552
81,Ramos,Human,0.0012947352671752667,hNeo4,-12.26750702341137
82,Ramos,Human,0.0013687221829035785,hNeo4,-12.243344147157192
83,Ramos,Human,0.0014469316041214183,hNeo4,-12.219181270903011
84,Ramos,Human,0.0015296038745407018,hNeo4,-12.19501839464883
85,Ramos,Human,0.0016169929430946426,hNeo4,-12.17085551839465
86,Ramos,Human,0.0017093671252676526,hNeo4,-12.146692642140469
87,Ramos,Human,0.0018070099059884696,hNeo4,-12.122529765886288
88,Ramos,Human,0.0019102207862322711,hNeo4,-12.098366889632107
89,Ramos,Human,0.002019316175573467,hNeo4,-12.074204013377926
90,Ramos,Human,0.0021346303330291986,hNeo4,-12.050041137123745
91,Ramos,Human,0.0022565163586340904,hNeo4,-12.025878260869565
92,Ramos,Human,0.002385347238289285,hNeo4,-12.001715384615384
93,Ramos,Human,0.002521516944532892,hNeo4,-11.977552508361205
94,Ramos,Human,0.0026654415959844243,hNeo4,-11.953389632107024
95,Ramos,Human,0.0028175606783217145,hNeo4,-11.929226755852843
96,Ramos,Human,0.0029783383297556265,hNeo4,-11.905063879598663
97,Ramos,Human,0.0031482646940735434,hNeo4,-11.880901003344482
98,Ramos,Human,0.0033278573444278296,hNeo4,-11.856738127090301
99,Ramos,Human,0.003517662781148394,hNeo4,-11.83257525083612
100,Ramos,Human,0.003718258006958634,hNeo4,-11.80841237458194
101,Ramos,Human,0.003930252183070018,hNeo4,-11.78424949832776
102,Ramos,Human,0.004154288369721474,hNeo4,-11.76008662207358
103,Ramos,Human,0.004391045354813281,hNeo4,-11.735923745819399
104,Ramos,Human,0.004641239574361156,hNeo4,-11.711760869565218
105,Ramos,Human,0.004905627128560766,hNeo4,-11.687597993311037
106,Ramos,Human,0.0051850058973057014,hNeo4,-11.663435117056856
107,Ramos,Human,0.00548021775903951,hNeo4,-11.639272240802676
108,Ramos,Human,0.00579215091684227,hNeo4,-11.615109364548495
109,Ramos,Human,0.006121742335651409,hNeo4,-11.590946488294314
110,Ramos,Human,0.006469980294491582,hNeo4,-11.566783612040133
111,Ramos,Human,0.006837907057535479,hNeo4,-11.542620735785952
112,Ramos,Human,0.007226621667732334,hNeo4,-11.518457859531772
113,Ramos,Human,0.007637282866618846,hNeo4,-11.494294983277593
