,Ligand,Receptor,$K_D$
0,mIL4,gc,-3.8431025854537135
0,mIL4,IL13Rα,-1.519533276256854
0,mNeo4,gc,-0.87498554444064
0,hIL4,gc,-1.6782442569801928
0,hIL4,IL13Rα,-2.8730439591433963
0,hNeo4,gc,3.999998489061217
0,hIL13,IL4Rα,-3.5471875704055584
