,Ligand,Receptor,$K_D$
0,mIL4,IL4Rα,5.998145410021101
0,mNeo4,IL4Rα,6.0
0,hIL4,IL4Rα,0.4547534883214812
0,hNeo4,IL4Rα,4.568768827436407
0,hIL13,IL13Rα,5.917827890697159
