,Ligand,Experimental IL4Ra KD,Inferred IL4Ra Affinity
0,hIL4,0.815,0.025867311829166687
1,hNeo4,2.53,0.36476047975351994
2,mIL4,2.31,0.028114268565717825
3,mNeo4,23.3,13.881417295506846
