,x
0,-3.801079411768192
1,-2.822464560100938
2,-0.4890918896172696
3,-3.0000491762922588
4,0.4459529186454505
5,-5.842743907035626
6,0.9682249015518697
7,-1.3307624338753956
8,-3.2477067562107327
9,3.655742301559706
10,-0.7039181022201446
11,-5.22000041373651
12,2.6997414656211456
13,5.0
