,x
0,-10.110816762666033
1,10.686072837152738
2,3.669585838334293
3,3.846088184178175
4,7.364872778188861
5,3.9571884073536494
6,10.478830253277506
7,3.5079411842478643
8,5.508061723057736
9,9.88527517357614
10,3.508375427921785
11,5.571351437897535
12,8.831508328945919
13,2.0000000002
14,5.0
