,x
0,-10.000000062655372
1,10.263397447007977
2,4.4979378499114455
3,4.44948835875303
4,7.279333335633545
5,4.558277901354933
6,10.23251612429948
7,3.505997353598283
8,5.999101906477275
9,9.81989228106331
10,3.4782463907740224
11,5.882115982758494
12,8.898556597589309
13,2.0000000002
14,5.0
