Cell,Ligand,Concentration,Animal,Signal,Antibody,Donor,AB Norm
Macrophage,hIL4,-8.334453751,Human,97.79796606,FALSE,210820,TRUE
Macrophage,hIL4,-7.556302501,Human,103.2442179,FALSE,210820,TRUE
Macrophage,hIL4,-13.00336125,Human,3.069247167,FALSE,210820,TRUE
Macrophage,hIL4,-12.22521,Human,0.706759679,FALSE,210820,TRUE
Macrophage,hIL4,-11.44705875,Human,5.835160721,FALSE,210820,TRUE
Macrophage,hIL4,-10.6689075,Human,42.46746995,FALSE,210820,TRUE
Macrophage,hIL4,-9.890756252,Human,87.42808243,FALSE,210820,TRUE
Macrophage,hIL4,-9.112605002,Human,98.23195471,FALSE,210820,TRUE
Macrophage,hIL4,-8.334453751,Human,103.7087692,FALSE,210820,TRUE
Macrophage,hIL4,-7.556302501,Human,95.24904683,FALSE,210820,TRUE
Macrophage,hIL13,-13.00336125,Human,2.14625723,FALSE,210820,TRUE
Macrophage,hIL13,-12.22521,Human,-1.185064067,FALSE,210820,TRUE
Macrophage,hIL13,-11.44705875,Human,-2.230304327,FALSE,210820,TRUE
Macrophage,hIL13,-10.6689075,Human,-0.393493227,FALSE,210820,TRUE
Macrophage,hIL13,-9.890756252,Human,27.36344257,FALSE,210820,TRUE
Macrophage,hIL13,-9.112605002,Human,78.41212112,FALSE,210820,TRUE
Macrophage,hIL13,-8.334453751,Human,93.03631599,FALSE,210820,TRUE
Macrophage,hIL13,-7.556302501,Human,87.83762101,FALSE,210820,TRUE
Macrophage,hIL13,-13.00336125,Human,0.994047937,FALSE,210820,TRUE
Macrophage,hIL13,-12.22521,Human,-1.542646261,FALSE,210820,TRUE
Macrophage,hIL13,-11.44705875,Human,-2.349498392,FALSE,210820,TRUE
Macrophage,hIL13,-10.6689075,Human,-0.723569098,FALSE,210820,TRUE
Macrophage,hIL13,-9.890756252,Human,26.99363534,FALSE,210820,TRUE
Macrophage,hIL13,-9.112605002,Human,75.38031311,FALSE,210820,TRUE
Macrophage,hIL13,-8.334453751,Human,92.78264657,FALSE,210820,TRUE
Macrophage,hIL13,-7.556302501,Human,83.03623958,FALSE,210820,TRUE
Macrophage,hIL4,-13.00336125,Human,-0.161217613,TRUE,210820,TRUE
Macrophage,hIL4,-12.22521,Human,-1.102545099,TRUE,210820,TRUE
Macrophage,hIL4,-11.44705875,Human,-1.600715164,TRUE,210820,TRUE
Macrophage,hIL4,-10.6689075,Human,5.667066527,TRUE,210820,TRUE
Macrophage,hIL4,-9.890756252,Human,33.68989677,TRUE,210820,TRUE
Macrophage,hIL4,-9.112605002,Human,57.62345372,TRUE,210820,TRUE
Macrophage,hIL4,-8.334453751,Human,66.4957709,TRUE,210820,TRUE
Macrophage,hIL4,-7.556302501,Human,72.77332498,TRUE,210820,TRUE
Macrophage,hIL4,-13.00336125,Human,-1.304258132,TRUE,210820,TRUE
Macrophage,hIL4,-12.22521,Human,-1.408170906,TRUE,210820,TRUE
Macrophage,hIL4,-11.44705875,Human,-1.06892626,TRUE,210820,TRUE
Macrophage,hIL4,-10.6689075,Human,5.064983687,TRUE,210820,TRUE
Macrophage,hIL4,-9.890756252,Human,35.52976413,TRUE,210820,TRUE
Macrophage,hIL4,-9.112605002,Human,56.19923746,TRUE,210820,TRUE
Macrophage,hIL4,-8.334453751,Human,65.93036316,TRUE,210820,TRUE
Macrophage,hIL4,-7.556302501,Human,64.77509761,TRUE,210820,TRUE
Macrophage,hIL13,-13.00336125,Human,0.147464452,TRUE,210820,TRUE
Macrophage,hIL13,-12.22521,Human,-1.539590003,TRUE,210820,TRUE
Macrophage,hIL13,-11.44705875,Human,-2.887399812,TRUE,210820,TRUE
Macrophage,hIL13,-10.6689075,Human,-3.770658394,TRUE,210820,TRUE
Macrophage,hIL13,-9.890756252,Human,-2.652067941,TRUE,210820,TRUE
Macrophage,hIL13,-9.112605002,Human,3.497123297,TRUE,210820,TRUE
Macrophage,hIL13,-8.334453751,Human,44.93387022,TRUE,210820,TRUE
Macrophage,hIL13,-7.556302501,Human,81.36752267,TRUE,210820,TRUE
Macrophage,hIL13,-13.00336125,Human,0.456146517,TRUE,210820,TRUE
Macrophage,hIL13,-12.22521,Human,-1.875778391,TRUE,210820,TRUE
Macrophage,hIL13,-11.44705875,Human,-2.759036973,TRUE,210820,TRUE
Macrophage,hIL13,-10.6689075,Human,-3.471145103,TRUE,210820,TRUE
Macrophage,hIL13,-9.890756252,Human,-3.232756974,TRUE,210820,TRUE
Macrophage,hIL13,-9.112605002,Human,4.588207428,TRUE,210820,TRUE
Macrophage,hIL13,-8.334453751,Human,44.69548209,TRUE,210820,TRUE
Macrophage,hIL13,-7.556302501,Human,81.12607829,TRUE,210820,TRUE
Macrophage,hNeo4,-10.6689075,Human,-1.362327035,FALSE,210820,TRUE
Macrophage,hNeo4,-9.890756252,Human,-1.279808067,FALSE,210820,TRUE
Macrophage,hNeo4,-9.112605002,Human,2.564964586,FALSE,210820,TRUE
Macrophage,hNeo4,-8.334453751,Human,15.28511067,FALSE,210820,TRUE
Macrophage,hNeo4,-7.556302501,Human,22.8860245,FALSE,210820,TRUE
Macrophage,hNeo4,-6.77815125,Human,27.13116696,FALSE,210820,TRUE
Macrophage,hNeo4,-6,Human,24.54862889,FALSE,210820,TRUE
Macrophage,hNeo4,-10.6689075,Human,-1.732134261,FALSE,210820,TRUE
Macrophage,hNeo4,-9.890756252,Human,-2.11416652,FALSE,210820,TRUE
Macrophage,hNeo4,-9.112605002,Human,3.558248458,FALSE,210820,TRUE
Macrophage,hNeo4,-8.334453751,Human,15.881081,FALSE,210820,TRUE
Macrophage,hNeo4,-7.556302501,Human,25.81391973,FALSE,210820,TRUE
Macrophage,hNeo4,-6.77815125,Human,27.23202347,FALSE,210820,TRUE
Macrophage,hNeo4,-6,Human,29.19719741,FALSE,210820,TRUE
Macrophage,hNeo4,-10.6689075,Human,-2.328104585,TRUE,210820,TRUE
Macrophage,hNeo4,-9.890756252,Human,-6.466278013,TRUE,210820,TRUE
Macrophage,hNeo4,-9.112605002,Human,2.274620069,TRUE,210820,TRUE
Macrophage,hNeo4,-8.334453751,Human,18.61643197,TRUE,210820,TRUE
Macrophage,hNeo4,-7.556302501,Human,27.6385058,TRUE,210820,TRUE
Macrophage,hNeo4,-6.77815125,Human,26.96918528,TRUE,210820,TRUE
Macrophage,hNeo4,-6,Human,26.05842037,TRUE,210820,TRUE
Macrophage,hNeo4,-10.6689075,Human,-0.399605743,TRUE,210820,TRUE
Macrophage,hNeo4,-9.890756252,Human,0.431696452,TRUE,210820,TRUE
Macrophage,hNeo4,-9.112605002,Human,3.347366652,TRUE,210820,TRUE
Macrophage,hNeo4,-8.334453751,Human,19.47218423,TRUE,210820,TRUE
Macrophage,hNeo4,-7.556302501,Human,27.54070554,TRUE,210820,TRUE
Macrophage,hNeo4,-6.77815125,Human,27.43679276,TRUE,210820,TRUE
Macrophage,hNeo4,-6,Human,26.4282276,TRUE,210820,TRUE
Monocyte,hIL4,-13.91568628,Human,1.061234447,FALSE,210831,TRUE
Monocyte,hIL4,-13.07058824,Human,-4.995120761,FALSE,210831,TRUE
Monocyte,hIL4,-12.2254902,Human,-5.868809466,FALSE,210831,TRUE
Monocyte,hIL4,-11.38039216,Human,16.61838253,FALSE,210831,TRUE
Monocyte,hIL4,-10.53529412,Human,82.88606977,FALSE,210831,TRUE
Monocyte,hIL4,-9.69019608,Human,110.3546597,FALSE,210831,TRUE
Monocyte,hIL4,-8.84509804,Human,94.12966577,FALSE,210831,TRUE
Monocyte,hIL4,-8,Human,98.2282264,FALSE,210831,TRUE
Monocyte,hIL4,-13.91568628,Human,-1.61929739,FALSE,210831,TRUE
Monocyte,hIL4,-13.07058824,Human,-4.437057819,FALSE,210831,TRUE
Monocyte,hIL4,-12.2254902,Human,-3.718894852,FALSE,210831,TRUE
Monocyte,hIL4,-11.38039216,Human,16.53604538,FALSE,210831,TRUE
Monocyte,hIL4,-10.53529412,Human,82.62533545,FALSE,210831,TRUE
Monocyte,hIL4,-9.69019608,Human,117.6826665,FALSE,210831,TRUE
Monocyte,hIL4,-8.84509804,Human,93.44352281,FALSE,210831,TRUE
Monocyte,hIL4,-8,Human,86.16125884,FALSE,210831,TRUE
Monocyte,hIL13,-13.91568628,Human,0.059465723,FALSE,210831,TRUE
Monocyte,hIL13,-13.07058824,Human,-8.023298365,FALSE,210831,TRUE
Monocyte,hIL13,-12.2254902,Human,-7.030678214,FALSE,210831,TRUE
Monocyte,hIL13,-11.38039216,Human,-6.189009515,FALSE,210831,TRUE
Monocyte,hIL13,-10.53529412,Human,4.263234935,FALSE,210831,TRUE
Monocyte,hIL13,-9.69019608,Human,53.83935106,FALSE,210831,TRUE
Monocyte,hIL13,-8.84509804,Human,73.22517687,FALSE,210831,TRUE
Monocyte,hIL13,-8,Human,72.90040254,FALSE,210831,TRUE
Monocyte,hIL13,-13.91568628,Human,0.182971456,FALSE,210831,TRUE
Monocyte,hIL13,-13.07058824,Human,-7.52012686,FALSE,210831,TRUE
Monocyte,hIL13,-12.2254902,Human,-2.91839473,FALSE,210831,TRUE
Monocyte,hIL13,-11.38039216,Human,-1.994388875,FALSE,210831,TRUE
Monocyte,hIL13,-10.53529412,Human,2.598194682,FALSE,210831,TRUE
Monocyte,hIL13,-9.69019608,Human,50.2256648,FALSE,210831,TRUE
Monocyte,hIL13,-8.84509804,Human,68.8064162,FALSE,210831,TRUE
Monocyte,hIL13,-8,Human,65.52207856,FALSE,210831,TRUE
Monocyte,hIL4,-13.91568628,Human,-2.181934618,TRUE,210831,TRUE
Monocyte,hIL4,-13.07058824,Human,-7.254818248,TRUE,210831,TRUE
Monocyte,hIL4,-12.2254902,Human,-7.373749695,TRUE,210831,TRUE
Monocyte,hIL4,-11.38039216,Human,1.207611613,TRUE,210831,TRUE
Monocyte,hIL4,-10.53529412,Human,39.00951452,TRUE,210831,TRUE
Monocyte,hIL4,-9.69019608,Human,80.85508661,TRUE,210831,TRUE
Monocyte,hIL4,-8.84509804,Human,70.50805074,TRUE,210831,TRUE
Monocyte,hIL4,-8,Human,73.31208831,TRUE,210831,TRUE
Monocyte,hIL4,-13.91568628,Human,-4.876189314,TRUE,210831,TRUE
Monocyte,hIL4,-13.07058824,Human,-6.115820932,TRUE,210831,TRUE
Monocyte,hIL4,-12.2254902,Human,-4.949377897,TRUE,210831,TRUE
Monocyte,hIL4,-11.38039216,Human,0.265308612,TRUE,210831,TRUE
Monocyte,hIL4,-10.53529412,Human,37.28043425,TRUE,210831,TRUE
Monocyte,hIL4,-9.69019608,Human,76.73822884,TRUE,210831,TRUE
Monocyte,hIL4,-8.84509804,Human,67.95102464,TRUE,210831,TRUE
Monocyte,hIL4,-8,Human,66.35459868,TRUE,210831,TRUE
Monocyte,hIL13,-13.91568628,Human,0.667845816,TRUE,210831,TRUE
Monocyte,hIL13,-13.07058824,Human,-6.559526714,TRUE,210831,TRUE
Monocyte,hIL13,-12.2254902,Human,-7.062698219,TRUE,210831,TRUE
Monocyte,hIL13,-11.38039216,Human,-3.348377653,TRUE,210831,TRUE
Monocyte,hIL13,-10.53529412,Human,-0.878262991,TRUE,210831,TRUE
Monocyte,hIL13,-9.69019608,Human,14.62856794,TRUE,210831,TRUE
Monocyte,hIL13,-8.84509804,Human,48.03000732,TRUE,210831,TRUE
Monocyte,hIL13,-8,Human,61.93126372,TRUE,210831,TRUE
Monocyte,hIL13,-13.91568628,Human,-0.910282996,TRUE,210831,TRUE
Monocyte,hIL13,-13.07058824,Human,-7.492681142,TRUE,210831,TRUE
Monocyte,hIL13,-12.2254902,Human,-6.609843864,TRUE,210831,TRUE
Monocyte,hIL13,-11.38039216,Human,-9.31782142,TRUE,210831,TRUE
Monocyte,hIL13,-10.53529412,Human,-4.793852159,TRUE,210831,TRUE
Monocyte,hIL13,-9.69019608,Human,6.733349597,TRUE,210831,TRUE
Monocyte,hIL13,-8.84509804,Human,47.98883874,TRUE,210831,TRUE
Monocyte,hIL13,-8,Human,48.32733594,TRUE,210831,TRUE
Monocyte,hNeo4,-11.91568628,Human,0.8416687,FALSE,210831,TRUE
Monocyte,hNeo4,-11.07058824,Human,-5.791046597,FALSE,210831,TRUE
Monocyte,hNeo4,-10.2254902,Human,-7.854049768,FALSE,210831,TRUE
Monocyte,hNeo4,-9.38039216,Human,2.794888997,FALSE,210831,TRUE
Monocyte,hNeo4,-8.53529412,Human,24.59136375,FALSE,210831,TRUE
Monocyte,hNeo4,-7.69019608,Human,48.03915589,FALSE,210831,TRUE
Monocyte,hNeo4,-6.84509804,Human,53.06629666,FALSE,210831,TRUE
Monocyte,hNeo4,-6,Human,49.79110759,FALSE,210831,TRUE
Monocyte,hNeo4,-11.91568628,Human,-1.701634545,FALSE,210831,TRUE
Monocyte,hNeo4,-11.07058824,Human,-4.06654062,FALSE,210831,TRUE
Monocyte,hNeo4,-10.2254902,Human,-3.897292022,FALSE,210831,TRUE
Monocyte,hNeo4,-9.38039216,Human,3.105940473,FALSE,210831,TRUE
Monocyte,hNeo4,-8.53529412,Human,27.3999756,FALSE,210831,TRUE
Monocyte,hNeo4,-7.69019608,Human,50.06099049,FALSE,210831,TRUE
Monocyte,hNeo4,-6.84509804,Human,50.41778483,FALSE,210831,TRUE
Monocyte,hNeo4,-6,Human,42.76500366,FALSE,210831,TRUE
Monocyte,hNeo4,-11.91568628,Human,-2.177360332,TRUE,210831,TRUE
Monocyte,hNeo4,-11.07058824,Human,-4.542266406,TRUE,210831,TRUE
Monocyte,hNeo4,-10.2254902,Human,-1.422603074,TRUE,210831,TRUE
Monocyte,hNeo4,-9.38039216,Human,3.252317638,TRUE,210831,TRUE
Monocyte,hNeo4,-8.53529412,Human,25.46047817,TRUE,210831,TRUE
Monocyte,hNeo4,-7.69019608,Human,54.38369114,TRUE,210831,TRUE
Monocyte,hNeo4,-6.84509804,Human,42.50884362,TRUE,210831,TRUE
Monocyte,hNeo4,-6,Human,58.10716028,TRUE,210831,TRUE
Monocyte,hNeo4,-11.91568628,Human,-0.054891437,TRUE,210831,TRUE
Monocyte,hNeo4,-11.07058824,Human,-8.380092706,TRUE,210831,TRUE
Monocyte,hNeo4,-10.2254902,Human,-4.05281776,TRUE,210831,TRUE
Monocyte,hNeo4,-9.38039216,Human,1.454623079,TRUE,210831,TRUE
Monocyte,hNeo4,-8.53529412,Human,24.22999512,TRUE,210831,TRUE
Monocyte,hNeo4,-7.69019608,Human,45.46840693,TRUE,210831,TRUE
Monocyte,hNeo4,-6.84509804,Human,53.44138814,TRUE,210831,TRUE
Monocyte,hNeo4,-6,Human,48.98145889,TRUE,210831,TRUE
Monocyte,hIL4,-13.91568628,Human,2.090010977,FALSE,210903,TRUE
Monocyte,hIL4,-13.07058824,Human,4.241492865,FALSE,210903,TRUE
Monocyte,hIL4,-12.2254902,Human,0.526893524,FALSE,210903,TRUE
Monocyte,hIL4,-11.38039216,Human,11.19648738,FALSE,210903,TRUE
Monocyte,hIL4,-10.53529412,Human,78.03293085,FALSE,210903,TRUE
Monocyte,hIL4,-9.69019608,Human,70.42810099,FALSE,210903,TRUE
Monocyte,hIL4,-8.84509804,Human,88.8079034,FALSE,210903,TRUE
Monocyte,hIL4,-8,Human,111.1920966,FALSE,210903,TRUE
Monocyte,hIL4,-13.91568628,Human,0.923558001,FALSE,210903,TRUE
Monocyte,hIL4,-13.07058824,Human,4.130558619,FALSE,210903,TRUE
Monocyte,hIL4,-12.2254902,Human,1.941653435,FALSE,210903,TRUE
Monocyte,hIL4,-11.38039216,Human,14.07880543,FALSE,210903,TRUE
Monocyte,hIL4,-10.53529412,Human,82.58935605,FALSE,210903,TRUE
Monocyte,hIL4,-9.69019608,Human,120.1061728,FALSE,210903,TRUE
Monocyte,hIL4,-8.84509804,Human,114.7248112,FALSE,210903,TRUE
Monocyte,hIL4,-8,Human,75.28088526,FALSE,210903,TRUE
Monocyte,hIL4,-13.91568628,Human,0.770843686,FALSE,210903,TRUE
Monocyte,hIL4,-13.07058824,Human,2.712497121,FALSE,210903,TRUE
Monocyte,hIL4,-12.2254902,Human,2.66886446,FALSE,210903,TRUE
Monocyte,hIL4,-11.38039216,Human,13.11888688,FALSE,210903,TRUE
Monocyte,hIL4,-10.53529412,Human,78.00065449,FALSE,210903,TRUE
Monocyte,hIL4,-9.69019608,Human,108.3980753,FALSE,210903,TRUE
Monocyte,hIL4,-8.84509804,Human,118.5644854,FALSE,210903,TRUE
Monocyte,hIL4,-8,Human,62.92556995,FALSE,210903,TRUE
Monocyte,hIL13,-13.91568628,Human,-1.30845225,FALSE,210903,TRUE
Monocyte,hIL13,-13.07058824,Human,-1.097694841,FALSE,210903,TRUE
Monocyte,hIL13,-12.2254902,Human,0.061470911,FALSE,210903,TRUE
Monocyte,hIL13,-11.38039216,Human,0.166849616,FALSE,210903,TRUE
Monocyte,hIL13,-10.53529412,Human,7.095499451,FALSE,210903,TRUE
Monocyte,hIL13,-9.69019608,Human,54.36663008,FALSE,210903,TRUE
Monocyte,hIL13,-8.84509804,Human,79.41163557,FALSE,210903,TRUE
Monocyte,hIL13,-8,Human,82.9154775,FALSE,210903,TRUE
Monocyte,hIL13,-13.91568628,Human,1.119904978,FALSE,210903,TRUE
Monocyte,hIL13,-13.07058824,Human,0.072721102,FALSE,210903,TRUE
Monocyte,hIL13,-12.2254902,Human,-1.447149939,FALSE,210903,TRUE
Monocyte,hIL13,-11.38039216,Human,0.829020568,FALSE,210903,TRUE
Monocyte,hIL13,-10.53529412,Human,8.370198892,FALSE,210903,TRUE
Monocyte,hIL13,-9.69019608,Human,67.76879537,FALSE,210903,TRUE
Monocyte,hIL13,-8.84509804,Human,107.4090683,FALSE,210903,TRUE
Monocyte,hIL13,-8,Human,93.09755536,FALSE,210903,TRUE
Monocyte,hIL13,-13.91568628,Human,-0.58904093,FALSE,210903,TRUE
Monocyte,hIL13,-13.07058824,Human,0.152714315,FALSE,210903,TRUE
Monocyte,hIL13,-12.2254902,Human,-0.821748458,FALSE,210903,TRUE
Monocyte,hIL13,-11.38039216,Human,-0.567224599,FALSE,210903,TRUE
Monocyte,hIL13,-10.53529412,Human,8.224756687,FALSE,210903,TRUE
Monocyte,hIL13,-9.69019608,Human,66.72888361,FALSE,210903,TRUE
Monocyte,hIL13,-8.84509804,Human,104.4420473,FALSE,210903,TRUE
Monocyte,hIL13,-8,Human,89.11243894,FALSE,210903,TRUE
Monocyte,hIL4,-13.91568628,Human,2.010976948,TRUE,210903,TRUE
Monocyte,hIL4,-13.07058824,Human,-2.291986828,TRUE,210903,TRUE
Monocyte,hIL4,-12.2254902,Human,2.019758507,TRUE,210903,TRUE
Monocyte,hIL4,-11.38039216,Human,5.110867179,TRUE,210903,TRUE
Monocyte,hIL4,-10.53529412,Human,41.39626784,TRUE,210903,TRUE
Monocyte,hIL4,-9.69019608,Human,80.31613611,TRUE,210903,TRUE
Monocyte,hIL4,-8.84509804,Human,92.10098793,TRUE,210903,TRUE
Monocyte,hIL4,-8,Human,112.5005488,TRUE,210903,TRUE
Monocyte,hIL4,-13.91568628,Human,0.858109009,TRUE,210903,TRUE
Monocyte,hIL4,-13.07058824,Human,-0.719938914,TRUE,210903,TRUE
Monocyte,hIL4,-12.2254902,Human,-0.807204237,TRUE,210903,TRUE
Monocyte,hIL4,-11.38039216,Human,4.123286509,TRUE,210903,TRUE
Monocyte,hIL4,-10.53529412,Human,43.63266147,TRUE,210903,TRUE
Monocyte,hIL4,-9.69019608,Human,104.6383943,TRUE,210903,TRUE
Monocyte,hIL4,-8.84509804,Human,118.5644854,TRUE,210903,TRUE
Monocyte,hIL4,-8,Human,113.8957907,TRUE,210903,TRUE
Monocyte,hIL4,-13.91568628,Human,0.479959276,TRUE,210903,TRUE
Monocyte,hIL4,-13.07058824,Human,-0.472687166,TRUE,210903,TRUE
Monocyte,hIL4,-12.2254902,Human,-0.690850473,TRUE,210903,TRUE
Monocyte,hIL4,-11.38039216,Human,1.541687372,TRUE,210903,TRUE
Monocyte,hIL4,-10.53529412,Human,41.58192638,TRUE,210903,TRUE
Monocyte,hIL4,-9.69019608,Human,99.3006654,TRUE,210903,TRUE
Monocyte,hIL4,-8.84509804,Human,112.6595319,TRUE,210903,TRUE
Monocyte,hIL4,-8,Human,111.5759875,TRUE,210903,TRUE
Monocyte,hIL13,-13.91568628,Human,1.30845225,TRUE,210903,TRUE
Monocyte,hIL13,-13.07058824,Human,0.272228321,TRUE,210903,TRUE
Monocyte,hIL13,-12.2254902,Human,-0.131723381,TRUE,210903,TRUE
Monocyte,hIL13,-11.38039216,Human,-1.809001098,TRUE,210903,TRUE
Monocyte,hIL13,-10.53529412,Human,-1.817782656,TRUE,210903,TRUE
Monocyte,hIL13,-9.69019608,Human,2.704720088,TRUE,210903,TRUE
Monocyte,hIL13,-8.84509804,Human,36.5751921,TRUE,210903,TRUE
Monocyte,hIL13,-8,Human,74.41492865,TRUE,210903,TRUE
Monocyte,hIL13,-13.91568628,Human,0.479959276,TRUE,210903,TRUE
Monocyte,hIL13,-13.07058824,Human,-0.90174167,TRUE,210903,TRUE
Monocyte,hIL13,-12.2254902,Human,-0.959918552,TRUE,210903,TRUE
Monocyte,hIL13,-11.38039216,Human,-0.487231386,TRUE,210903,TRUE
Monocyte,hIL13,-10.53529412,Human,-0.712666804,TRUE,210903,TRUE
Monocyte,hIL13,-9.69019608,Human,2.537966476,TRUE,210903,TRUE
Monocyte,hIL13,-8.84509804,Human,46.11245106,TRUE,210903,TRUE
Monocyte,hIL13,-8,Human,84.90188711,TRUE,210903,TRUE
Monocyte,hIL13,-13.91568628,Human,-1.010823324,TRUE,210903,TRUE
Monocyte,hIL13,-13.07058824,Human,-2.290714727,TRUE,210903,TRUE
Monocyte,hIL13,-12.2254902,Human,-1.78166701,TRUE,210903,TRUE
Monocyte,hIL13,-11.38039216,Human,-1.643496915,TRUE,210903,TRUE
Monocyte,hIL13,-10.53529412,Human,-1.956197656,TRUE,210903,TRUE
Monocyte,hIL13,-9.69019608,Human,1.752578569,TRUE,210903,TRUE
Monocyte,hIL13,-8.84509804,Human,44.97072976,TRUE,210903,TRUE
Monocyte,hIL13,-8,Human,99.45337971,TRUE,210903,TRUE
Monocyte,hNeo4,-11.91568628,Human,-1.958287596,FALSE,210903,TRUE
Monocyte,hNeo4,-11.07058824,Human,-1.326015368,FALSE,210903,TRUE
Monocyte,hNeo4,-10.2254902,Human,1.211855104,FALSE,210903,TRUE
Monocyte,hNeo4,-9.38039216,Human,10.24807903,FALSE,210903,TRUE
Monocyte,hNeo4,-8.53529412,Human,54.37541164,FALSE,210903,TRUE
Monocyte,hNeo4,-7.69019608,Human,80.1053787,FALSE,210903,TRUE
Monocyte,hNeo4,-6.84509804,Human,89.70362239,FALSE,210903,TRUE
Monocyte,hNeo4,-6,Human,71.02524698,FALSE,210903,TRUE
Monocyte,hNeo4,-11.91568628,Human,-0.669034143,FALSE,210903,TRUE
Monocyte,hNeo4,-11.07058824,Human,0.261795969,FALSE,210903,TRUE
Monocyte,hNeo4,-10.2254902,Human,1.18535397,FALSE,210903,TRUE
Monocyte,hNeo4,-9.38039216,Human,14.23151975,FALSE,210903,TRUE
Monocyte,hNeo4,-8.53529412,Human,57.31150084,FALSE,210903,TRUE
Monocyte,hNeo4,-7.69019608,Human,79.80413783,FALSE,210903,TRUE
Monocyte,hNeo4,-6.84509804,Human,89.98509217,FALSE,210903,TRUE
Monocyte,hNeo4,-6,Human,70.67763947,FALSE,210903,TRUE
Monocyte,hNeo4,-11.91568628,Human,-0.385421843,FALSE,210903,TRUE
Monocyte,hNeo4,-11.07058824,Human,-2.777946114,FALSE,210903,TRUE
Monocyte,hNeo4,-10.2254902,Human,0.407238174,FALSE,210903,TRUE
Monocyte,hNeo4,-9.38039216,Human,12.54439017,FALSE,210903,TRUE
Monocyte,hNeo4,-8.53529412,Human,49.83577151,FALSE,210903,TRUE
Monocyte,hNeo4,-7.69019608,Human,83.48382561,FALSE,210903,TRUE
Monocyte,hNeo4,-6.84509804,Human,89.09062261,FALSE,210903,TRUE
Monocyte,hNeo4,-6,Human,66.59798563,FALSE,210903,TRUE
Monocyte,hNeo4,-11.91568628,Human,-1.668496158,TRUE,210903,TRUE
Monocyte,hNeo4,-11.07058824,Human,1.492864984,TRUE,210903,TRUE
Monocyte,hNeo4,-10.2254902,Human,-0.518111965,TRUE,210903,TRUE
Monocyte,hNeo4,-9.38039216,Human,8.535675082,TRUE,210903,TRUE
Monocyte,hNeo4,-8.53529412,Human,35.8726674,TRUE,210903,TRUE
Monocyte,hNeo4,-7.69019608,Human,71.78924259,TRUE,210903,TRUE
Monocyte,hNeo4,-6.84509804,Human,47.42041712,TRUE,210903,TRUE
Monocyte,hNeo4,-6,Human,66.82766191,TRUE,210903,TRUE
Monocyte,hNeo4,-11.91568628,Human,-1.367156726,TRUE,210903,TRUE
Monocyte,hNeo4,-11.07058824,Human,-1.672585356,TRUE,210903,TRUE
Monocyte,hNeo4,-10.2254902,Human,-0.087265323,TRUE,210903,TRUE
Monocyte,hNeo4,-9.38039216,Human,11.213594,TRUE,210903,TRUE
Monocyte,hNeo4,-8.53529412,Human,56.08251421,TRUE,210903,TRUE
Monocyte,hNeo4,-7.69019608,Human,89.06880628,TRUE,210903,TRUE
Monocyte,hNeo4,-6.84509804,Human,95.12647412,TRUE,210903,TRUE
Monocyte,hNeo4,-6,Human,94.57379374,TRUE,210903,TRUE
Monocyte,hNeo4,-11.91568628,Human,1.083544427,TRUE,210903,TRUE
Monocyte,hNeo4,-11.07058824,Human,-1.519871041,TRUE,210903,TRUE
Monocyte,hNeo4,-10.2254902,Human,0.116353764,TRUE,210903,TRUE
Monocyte,hNeo4,-9.38039216,Human,9.213763681,TRUE,210903,TRUE
Monocyte,hNeo4,-8.53529412,Human,52.97732314,TRUE,210903,TRUE
Monocyte,hNeo4,-7.69019608,Human,84.44374417,TRUE,210903,TRUE
Monocyte,hNeo4,-6.84509804,Human,92.29762323,TRUE,210903,TRUE
Monocyte,hNeo4,-6,Human,101.6059243,TRUE,210903,TRUE
A549,hIL4,-13.44705875,Human,0,FALSE,Cell Line,FALSE
A549,hIL4,-12.6689075,Human,-9.291201623,FALSE,Cell Line,FALSE
A549,hIL4,-11.89075625,Human,-9.030294246,FALSE,Cell Line,FALSE
A549,hIL4,-11.112605,Human,-10.36382084,FALSE,Cell Line,FALSE
A549,hIL4,-10.33445375,Human,12.71198724,FALSE,Cell Line,FALSE
A549,hIL4,-9.556302501,Human,47.54312219,FALSE,Cell Line,FALSE
A549,hIL4,-8.77815125,Human,123.8730251,FALSE,Cell Line,FALSE
A549,hIL4,-8,Human,76.12697492,FALSE,Cell Line,FALSE
A549,hIL4,-13.44705875,Human,0.207492795,FALSE,Cell Line,FALSE
A549,hIL4,-12.6689075,Human,-1.037463977,FALSE,Cell Line,FALSE
A549,hIL4,-11.89075625,Human,-0.680115274,FALSE,Cell Line,FALSE
A549,hIL4,-11.112605,Human,0.507204611,FALSE,Cell Line,FALSE
A549,hIL4,-10.33445375,Human,31.56195965,FALSE,Cell Line,FALSE
A549,hIL4,-9.556302501,Human,73.87896254,FALSE,Cell Line,FALSE
A549,hIL4,-8.77815125,Human,90.4092219,FALSE,Cell Line,FALSE
A549,hIL4,-8,Human,95.72334294,FALSE,Cell Line,FALSE
A549,hIL4,-13.44705875,Human,-0.207492795,FALSE,Cell Line,FALSE
A549,hIL4,-12.6689075,Human,-1.613832853,FALSE,Cell Line,FALSE
A549,hIL4,-11.89075625,Human,-0.541786744,FALSE,Cell Line,FALSE
A549,hIL4,-11.112605,Human,-0.783861671,FALSE,Cell Line,FALSE
A549,hIL4,-10.33445375,Human,30.12103746,FALSE,Cell Line,FALSE
