,x
0,-13.999999643947808
1,0.5000000000000001
2,10.284672067560571
3,4.000000131041331
4,4.229468682265907
5,7.218016227671075
6,4.491925932639806
7,10.45500407835546
8,4.396022563871138
9,5.999999999999999
10,9.078029602836594
11,4.000000000000001
12,9.393393865036627
13,6.060262883332113
14,-0.7349208738535686
